Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,T.J. Watt,5,0,4.0,2,0,0,0,0,1,34.0,34.0,77.7%,PIT,17,2021
2,Alex Highsmith,7,0,2.0,0,0,0,0,0,1,26.0,26.0,11.9%,PIT,17,2021
3,Shaquille Leonard,6,2,0.0,1,1,2,0,0,1,25.0,25.0,0.2%,FA,17,2021
4,Fred Warner,7,8,0.0,0,0,1,0,0,1,23.0,23.0,85.1%,SF,17,2021
5,Von Miller,5,0,2.0,0,0,0,0,0,1,23.0,23.0,0.8%,BUF,17,2021
6,Foyesade Oluokun,7,6,0.0,2,1,0,0,0,1,23.0,23.0,93.6%,JAC,17,2021
7,Frankie Luvu,6,3,0.0,0,0,0,0,0,1,18.8,18.8,21.0%,WAS,17,2021
8,Lorenzo Carter,5,1,1.0,1,0,0,0,0,1,18.8,18.8,0.2%,ATL,17,2021
9,Troy Reeder,6,3,1.0,0,0,0,0,0,1,17.8,17.8,0.4%,LAR,17,2021
10,Jerome Baker,6,1,1.0,0,0,0,0,0,1,16.3,16.3,2.8%,SEA,17,2021
11,Roquan Smith,6,3,0.0,0,0,0,0,0,1,16.3,16.3,88.7%,BAL,17,2021
12,Isaiah Simmons,7,2,0.0,0,0,1,0,0,1,16.0,16.0,5.6%,NYG,17,2021
13,T.J. Edwards,7,7,0.0,0,0,0,0,0,1,15.8,15.8,81.1%,CHI,17,2021
14,Preston Smith,3,1,1.0,1,0,0,0,0,1,15.8,15.8,1.4%,GB,17,2021
15,Jaylon Smith,5,2,1.0,0,0,0,0,0,1,15.5,15.5,0.0%,FA,17,2021
16,Micah Kiser,5,7,0.0,0,0,0,0,0,1,15.3,15.3,0.0%,FA,17,2021
17,Jonas Griffith,5,7,0.0,0,0,0,0,0,1,15.3,15.3,0.2%,FA,17,2021
18,C.J. Mosley,7,6,0.0,0,0,0,0,0,1,15.0,15.0,42.0%,NYJ,17,2021
19,Jalen Reeves-Maybin,4,4,0.0,0,0,0,0,0,1,14.0,14.0,20.6%,DET,17,2021
20,De'Vondre Campbell Sr.,7,1,0.0,0,0,0,0,0,1,13.8,13.8,2.1%,SF,17,2021
21,Leighton Vander Esch,8,2,0.0,0,0,0,0,0,1,13.5,13.5,1.1%,FA,17,2021
22,Cole Holcomb,5,6,0.0,1,0,0,0,0,1,13.5,13.5,1.7%,PIT,17,2021
23,Chandler Jones,3,0,0.0,0,0,1,0,0,1,13.5,13.5,0.1%,FA,17,2021
24,Tae Crowder,3,3,0.0,1,1,0,0,0,1,13.3,13.3,0.0%,FA,17,2021
25,Shaq Thompson,4,3,0.0,0,0,0,0,0,1,13.3,13.3,7.4%,CAR,17,2021
26,Denzel Perryman,5,2,0.0,0,0,1,0,0,1,13.0,13.0,3.9%,LAC,17,2021
27,Cody Barton,5,2,0.0,1,0,0,0,0,1,13.0,13.0,2.8%,DEN,17,2021
28,Bobby Okereke,8,1,0.0,0,0,0,0,0,1,12.8,12.8,86.0%,NYG,17,2021
29,Kwon Alexander,6,2,0.5,0,0,0,0,0,1,12.5,12.5,0.1%,FA,17,2021
30,Kyzir White,5,6,0.0,0,0,0,0,0,1,12.0,12.0,18.1%,ARI,17,2021
31,Christian Kirksey,5,4,0.0,1,0,0,0,0,1,12.0,12.0,0.1%,FA,17,2021
32,Rashan Gary,2,0,1.0,0,0,0,0,0,1,12.0,12.0,4.5%,GB,17,2021
33,Micah Parsons,4,1,0.0,0,0,0,0,0,1,11.8,11.8,73.0%,DAL,17,2021
34,Robert Spillane,4,4,0.0,0,0,0,0,0,1,11.5,11.5,23.7%,LV,17,2021
35,Eric Kendricks,6,3,0.0,0,0,0,0,0,1,11.3,11.3,11.7%,DAL,17,2021
36,Tyus Bowser,2,0,1.0,0,0,1,0,0,1,11.0,11.0,0.1%,SEA,17,2021
37,David Long Jr.,2,2,0.0,1,1,0,0,0,1,11.0,11.0,1.6%,MIA,17,2021
38,Jordyn Brooks,5,4,0.0,0,0,0,0,0,1,10.5,10.5,10.8%,MIA,17,2021
39,Deion Jones,6,2,0.0,0,0,0,0,0,1,10.5,10.5,0.1%,FA,17,2021
40,Anthony Barr,5,4,0.0,0,0,0,0,0,1,10.5,10.5,0.0%,FA,17,2021
41,Alec Ogletree,6,2,0.0,0,0,0,0,0,1,10.5,10.5,2.0%,FA,17,2021
42,Leonard Floyd,4,3,0.5,0,0,0,0,0,1,10.3,10.3,2.1%,SF,17,2021
43,Elandon Roberts,3,4,0.0,0,0,0,0,0,1,10.0,10.0,1.2%,PIT,17,2021
44,Anthony Hitchens,4,5,0.0,0,0,0,0,0,1,9.8,9.8,1.0%,FA,17,2021
45,Logan Wilson,5,3,0.0,0,0,0,0,0,1,9.8,9.8,29.1%,CIN,17,2021
46,Genard Avery,1,2,1.0,0,0,0,0,0,1,9.5,9.5,0.0%,IND,17,2021
47,Harold Landry III,1,2,1.0,0,0,0,0,0,1,9.5,9.5,12.1%,TEN,17,2021
48,Dont'a Hightower,2,0,1.0,0,0,0,0,0,1,9.5,9.5,1.0%,FA,17,2021
49,Jordan Jenkins,2,0,1.0,0,0,0,0,0,1,9.5,9.5,0.0%,FA,17,2021
50,Jordan Willis,1,0,1.0,0,0,1,0,0,1,9.5,9.5,1.0%,FA,17,2021
51,Robert Quinn,1,0,1.0,0,0,1,0,0,1,9.5,9.5,2.0%,FA,17,2021
52,David Mayo,3,3,0.0,0,0,0,0,0,1,9.3,9.3,0.0%,FA,17,2021
53,Alex Singleton,4,4,0.0,0,0,0,0,0,1,9.0,9.0,72.8%,DEN,17,2021
54,Anthony Walker Jr.,3,6,0.0,0,0,0,0,0,1,9.0,9.0,0.4%,MIA,17,2021
55,Kamu Grugier-Hill,5,2,0.0,0,0,0,0,0,1,9.0,9.0,11.7%,MIN,17,2021
56,Krys Barnes,3,2,0.0,2,0,0,0,0,1,9.0,9.0,0.6%,ARI,17,2021
57,Matt Milano,4,1,0.0,1,0,0,0,0,1,8.3,8.3,2.7%,BUF,17,2021
58,Josh Bynes,4,3,0.0,0,0,0,0,0,1,8.3,8.3,0.0%,FA,17,2021
59,Tremaine Edmunds,5,1,0.0,0,0,0,0,0,1,8.3,8.3,17.8%,CHI,17,2021
60,Jamin Davis,1,0,1.0,0,0,0,0,0,1,8.0,8.0,1.1%,WAS,17,2021
61,Samson Ebukam,1,2,0.5,0,0,0,0,0,1,7.5,7.5,0.7%,IND,17,2021
62,Zach Cunningham,4,2,0.0,0,0,0,0,0,1,7.5,7.5,0.1%,FA,17,2021
63,Shaq Quarterman,4,2,0.0,0,0,0,0,0,1,7.5,7.5,0.0%,LAC,17,2021
64,Jeremiah Owusu-Koramoah,3,4,0.0,0,0,0,0,0,1,7.5,7.5,15.8%,CLE,17,2021
65,Myles Jack,4,2,0.0,0,0,0,0,0,1,7.5,7.5,0.1%,FA,17,2021
66,Zaire Franklin,2,2,0.0,0,0,0,0,0,1,7.0,7.0,93.6%,IND,17,2021
67,Quincy Williams,2,5,0.0,0,0,0,0,0,1,6.8,6.8,41.0%,NYJ,17,2021
68,Demario Davis,2,3,0.0,1,0,0,0,0,1,6.8,6.8,10.9%,NO,17,2021
69,Sione Takitaki,2,1,0.0,0,0,0,0,0,1,6.3,6.3,0.3%,NE,17,2021
70,Travin Howard,3,2,0.0,0,0,0,0,0,1,6.0,6.0,0.0%,FA,17,2021
71,Kevin Minter,3,2,0.0,0,0,0,0,0,1,6.0,6.0,0.0%,FA,17,2021
72,Dennis Gardeck,1,0,0.0,0,0,0,1,0,1,5.5,5.5,0.5%,ARI,17,2021
73,Derrick Barnes,2,3,0.0,0,0,0,0,0,1,5.3,5.3,0.7%,DET,17,2021
74,Joe Tryon-Shoyinka,3,1,0.0,0,0,0,0,0,1,5.3,5.3,0.2%,TB,17,2021
75,Kyle Van Noy,3,1,0.0,0,0,0,0,0,1,5.3,5.3,2.9%,BAL,17,2021
76,Damien Wilson,1,1,0.0,2,0,0,0,0,1,5.3,5.3,0.1%,FA,17,2021
77,Malcolm Smith,3,1,0.0,0,0,0,0,0,1,5.3,5.3,0.0%,FA,17,2021
78,Jacob Phillips,2,1,0.0,1,0,0,0,0,1,5.3,5.3,0.1%,FA,17,2021
79,Casey Toohill,3,1,0.0,0,0,0,0,0,1,5.3,5.3,0.1%,BUF,17,2021
80,Nick Bolton,2,2,0.0,0,0,0,0,0,1,4.5,4.5,45.7%,KC,17,2021
81,Jermaine Carter Jr.,1,4,0.0,0,0,0,0,0,1,4.5,4.5,0.0%,FA,17,2021
82,Markus Bailey,2,2,0.0,0,0,0,0,0,1,4.5,4.5,0.0%,ARI,17,2021
