Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Shaquil Barrett,5,3,2.0,0,0,1,1,0,1,28.3,28.3,0.4%,FA,12,2021
2,Shaquille Leonard,12,3,0.0,1,0,1,0,0,1,25.8,25.8,0.2%,FA,12,2021
3,Ja'Whaun Bentley,4,6,1.0,0,0,2,0,0,1,22.5,22.5,6.5%,NE,12,2021
4,Alex Singleton,7,4,0.0,1,0,0,0,0,1,22.5,22.5,72.8%,DEN,12,2021
5,Azeez Al-Shaair,7,1,0.0,1,1,0,1,0,1,21.8,21.8,40.2%,HOU,12,2021
6,Patrick Queen,8,0,0.0,0,0,0,1,0,1,21.0,21.0,36.8%,PIT,12,2021
7,Bobby Wagner,10,4,0.0,1,0,0,0,0,1,19.5,19.5,61.2%,WAS,12,2021
8,Jeremiah Owusu-Koramoah,6,7,0.5,0,0,0,0,0,1,18.8,18.8,15.8%,CLE,12,2021
9,Jordyn Brooks,10,4,0.0,0,0,0,0,0,1,18.0,18.0,10.8%,MIA,12,2021
10,Krys Barnes,7,2,0.0,1,0,0,1,0,1,17.5,17.5,0.6%,ARI,12,2021
11,Robert Quinn,4,1,1.0,0,0,1,0,0,1,17.3,17.3,2.0%,FA,12,2021
12,Shaq Thompson,10,3,0.0,0,0,0,0,0,1,17.3,17.3,7.4%,CAR,12,2021
13,Lavonte David,5,2,0.0,1,0,0,1,0,1,17.0,17.0,54.3%,TB,12,2021
14,Troy Reeder,6,7,0.0,0,0,0,0,0,1,16.8,16.8,0.4%,LAR,12,2021
15,Kamu Grugier-Hill,6,1,1.0,0,0,0,0,0,1,16.3,16.3,11.7%,MIN,12,2021
16,Kyzir White,9,3,0.0,0,0,0,0,0,1,15.8,15.8,18.1%,ARI,12,2021
17,Micah Parsons,4,1,1.0,0,0,0,0,0,1,15.8,15.8,73.0%,DAL,12,2021
18,Matt Milano,6,2,0.0,0,0,0,0,0,1,15.5,15.5,2.7%,BUF,12,2021
19,Zach Cunningham,6,2,0.0,0,0,0,0,0,1,15.5,15.5,0.1%,FA,12,2021
20,Anthony Walker Jr.,8,4,0.0,0,0,0,0,0,1,15.0,15.0,0.4%,MIA,12,2021
21,Quincy Williams,4,3,1.0,0,0,0,0,0,1,14.8,14.8,41.0%,NYJ,12,2021
22,Demario Davis,6,4,0.0,0,0,0,0,0,1,14.5,14.5,10.9%,NO,12,2021
23,Matt Judon,4,2,1.0,0,0,0,0,0,1,14.0,14.0,12.1%,ATL,12,2021
24,Tae Crowder,4,2,0.0,1,1,0,0,0,1,14.0,14.0,0.0%,FA,12,2021
25,Alex Anzalone,5,4,0.0,2,0,0,0,0,1,13.5,13.5,24.8%,DET,12,2021
26,Joe Schobert,8,2,0.0,0,0,0,0,0,1,13.5,13.5,0.0%,FA,12,2021
27,Mykal Walker,5,6,0.0,1,0,0,0,0,1,13.5,13.5,0.2%,WAS,12,2021
28,Kyle Van Noy,1,4,0.0,3,0,1,0,0,1,13.0,13.0,2.9%,BAL,12,2021
29,Tyus Bowser,2,2,1.0,1,0,0,0,0,1,12.5,12.5,0.1%,SEA,12,2021
30,Bobby Okereke,5,3,0.0,0,0,0,0,0,1,12.3,12.3,86.0%,NYG,12,2021
31,Rashan Gary,2,1,1.0,0,0,1,0,0,1,11.8,11.8,4.5%,GB,12,2021
32,Kwon Alexander,3,1,0.0,1,1,0,0,0,1,11.8,11.8,0.1%,FA,12,2021
33,Nick Vigil,4,4,0.0,0,0,0,0,0,1,11.5,11.5,0.0%,DAL,12,2021
34,Foyesade Oluokun,5,5,0.0,0,0,0,0,0,1,11.3,11.3,93.6%,JAC,12,2021
35,Jayon Brown,5,3,0.0,1,0,0,0,0,1,11.3,11.3,2.0%,FA,12,2021
36,Alex Highsmith,3,2,0.0,0,0,0,0,0,1,11.0,11.0,11.9%,PIT,12,2021
37,Baron Browning,5,2,0.0,1,0,0,0,0,1,10.5,10.5,0.9%,DEN,12,2021
38,Cory Littleton,5,4,0.0,0,0,0,0,0,1,10.5,10.5,0.0%,FA,12,2021
39,Anthony Barr,5,3,0.0,0,0,0,0,0,1,9.8,9.8,0.0%,FA,12,2021
40,Tremaine Edmunds,5,3,0.0,0,0,0,0,0,1,9.8,9.8,17.8%,CHI,12,2021
