Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Mark Andrews,8,10,125,15.6,28,2,1,0,0,0,0,1,26.5,26.5,99.8%,BAL,16,2021
2,Dalton Schultz,8,9,82,10.3,16,0,1,0,0,0,0,1,22.2,22.2,79.8%,HOU,16,2021
3,Gerald Everett,4,5,68,17.0,26,2,1,0,0,0,0,1,16.8,16.8,0.8%,CHI,16,2021
4,Kyle Pitts,6,6,102,17.0,35,1,0,0,0,0,0,1,16.2,16.2,97.2%,ATL,16,2021
5,Zach Ertz,8,13,54,6.8,11,0,0,0,0,0,0,1,13.4,13.4,3.1%,WAS,16,2021
6,John Bates,2,3,45,22.5,32,1,1,0,0,0,0,1,12.5,12.5,0.0%,WAS,16,2021
7,Evan Engram,4,5,17,4.3,9,0,1,0,0,0,0,1,11.7,11.7,97.1%,JAC,16,2021
8,Jimmy Graham,2,2,30,15.0,15,0,1,0,0,0,0,1,11.0,11.0,0.0%,FA,16,2021
9,Foster Moreau,4,4,67,16.8,28,2,0,0,0,0,0,1,10.7,10.7,0.0%,NO,16,2021
10,Hayden Hurst,2,2,21,10.5,12,0,1,0,0,0,0,1,10.1,10.1,2.2%,LAC,16,2021
11,Brevin Jordan,4,4,56,14.0,27,1,0,0,0,0,0,1,9.6,9.6,0.1%,HOU,16,2021
12,Jared Cook,3,5,44,14.7,18,0,0,0,0,0,0,1,9.4,9.4,0.0%,FA,16,2021
13,Tyler Higbee,5,6,41,8.2,12,0,0,0,0,0,0,1,9.1,9.1,1.3%,LAR,16,2021
14,Dawson Knox,2,3,11,5.5,9,0,1,0,0,0,0,1,9.1,9.1,3.6%,BUF,16,2021
15,Cameron Brate,2,4,11,5.5,7,0,1,0,0,0,0,1,9.1,9.1,2.0%,FA,16,2021
16,James O'Shaughnessy,4,4,49,12.3,22,1,0,0,0,0,0,1,8.9,8.9,0.0%,FA,16,2021
17,Cole Kmet,4,5,49,12.3,16,0,0,0,0,0,0,1,8.9,8.9,56.2%,CHI,16,2021
18,C.J. Uzomah,5,7,36,7.2,16,0,0,0,0,0,0,1,8.6,8.6,0.0%,FA,16,2021
19,Tyler Conklin,4,5,44,11.0,19,0,0,0,0,0,0,1,8.4,8.4,29.0%,NYJ,16,2021
