Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Dalton Schultz,6,7,80,13.3,22,1,2,0,0,0,0,1,26.0,26.0,79.8%,HOU,3,2021
2,Tyler Conklin,7,8,70,10.0,17,0,1,0,0,0,0,1,20.0,20.0,29.0%,NYJ,3,2021
3,Mike Gesicki,10,12,86,8.6,27,1,0,0,0,0,0,1,18.6,18.6,3.0%,CIN,3,2021
4,Travis Kelce,7,11,104,14.9,28,2,0,0,0,0,0,1,17.4,17.4,100.0%,KC,3,2021
5,George Kittle,7,9,92,13.1,39,1,0,1,9,0,0,1,17.1,17.1,99.1%,SF,3,2021
6,Mark Andrews,5,7,109,21.8,41,3,0,0,0,0,0,1,15.9,15.9,99.8%,BAL,3,2021
7,Zach Ertz,4,7,53,13.3,27,1,1,0,0,0,0,1,15.3,15.3,3.1%,WAS,3,2021
8,Tyler Higbee,5,5,40,8.0,12,0,1,0,0,0,0,1,15.0,15.0,1.3%,LAR,3,2021
9,Dawson Knox,4,5,49,12.3,19,0,1,0,0,0,0,1,14.9,14.9,3.6%,BUF,3,2021
10,Logan Thomas,4,4,42,10.5,15,0,1,0,0,0,1,1,12.2,12.2,0.1%,FA,3,2021
11,Pat Freiermuth,3,5,22,7.3,15,0,1,0,0,0,0,1,11.2,11.2,72.9%,PIT,3,2021
12,Tommy Tremble,1,1,30,30.0,30,1,0,1,7,1,0,1,10.7,10.7,0.1%,CAR,3,2021
13,Darren Waller,5,7,54,10.8,23,1,0,0,0,0,0,1,10.4,10.4,2.9%,FA,3,2021
14,Gerald Everett,5,5,54,10.8,17,0,0,0,0,0,0,1,10.4,10.4,0.8%,CHI,3,2021
15,Austin Hooper,2,3,19,9.5,13,0,1,0,0,0,0,1,9.9,9.9,0.2%,NE,3,2021
16,Lee Smith,3,3,7,2.3,3,0,1,0,0,0,0,1,9.7,9.7,0.0%,FA,3,2021
17,Rob Gronkowski,4,7,55,13.8,26,1,0,0,0,0,0,1,9.5,9.5,1.5%,FA,3,2021
18,Hunter Henry,5,6,36,7.2,9,0,0,0,0,0,0,1,8.6,8.6,19.0%,NE,3,2021
19,Dallas Goedert,2,4,66,33.0,38,2,0,0,0,0,0,1,8.6,8.6,86.6%,PHI,3,2021
