Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Travis Kelce,7,8,109,15.6,46,1,1,0,0,0,0,1,23.9,23.9,100.0%,KC,2,2021
2,T.J. Hockenson,8,9,66,8.3,20,1,1,0,0,0,0,1,20.6,20.6,76.0%,MIN,2,2021
3,Rob Gronkowski,4,5,39,9.8,20,1,2,0,0,0,0,1,19.9,19.9,1.5%,FA,2,2021
4,Maxx Williams,7,7,94,13.4,34,2,0,0,0,0,0,1,16.4,16.4,0.0%,FA,2,2021
5,Robert Tonyan,3,3,52,17.3,22,1,1,0,0,0,0,1,14.2,14.2,0.0%,MIN,2,2021
6,Jack Doyle,5,8,64,12.8,34,1,0,0,0,0,0,1,13.4,13.4,2.0%,FA,2,2021
7,Noah Fant,4,6,33,8.3,14,0,1,0,0,0,0,1,13.3,13.3,19.4%,SEA,2,2021
8,Kyle Pitts,5,6,73,14.6,24,2,0,0,0,0,0,1,12.3,12.3,97.2%,ATL,2,2021
9,Darren Waller,5,7,65,13.0,25,1,0,0,0,0,0,1,11.5,11.5,2.9%,FA,2,2021
10,Foster Moreau,2,3,34,17.0,25,1,1,0,0,0,0,1,11.4,11.4,0.0%,NO,2,2021
11,Mark Andrews,5,5,57,11.4,20,1,0,0,0,0,0,1,10.7,10.7,99.8%,BAL,2,2021
12,Dawson Knox,2,3,17,8.5,9,0,1,0,0,0,0,1,9.7,9.7,3.6%,BUF,2,2021
13,Logan Thomas,5,7,45,9.0,24,1,0,0,0,0,0,1,9.5,9.5,0.1%,FA,2,2021
14,Austin Hooper,5,5,40,8.0,13,0,0,0,0,0,0,1,9.0,9.0,0.2%,NE,2,2021
15,Harrison Bryant,4,4,49,12.3,29,1,0,0,0,0,0,1,8.9,8.9,0.0%,LV,2,2021
16,Ricky Seals-Jones,1,1,19,19.0,19,0,1,0,0,0,0,1,8.9,8.9,0.0%,FA,2,2021
17,Dan Arnold,3,4,55,18.3,19,0,0,0,0,0,0,1,8.5,8.5,0.0%,FA,2,2021
