Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Rob Gronkowski,8,8,90,11.3,20,2,2,0,0,0,0,1,29.0,29.0,1.5%,FA,1,2021
2,Darren Waller,10,19,105,10.5,24,1,1,0,0,0,0,1,26.5,26.5,2.9%,FA,1,2021
3,T.J. Hockenson,8,11,97,12.1,23,2,1,0,0,0,0,1,25.7,25.7,76.0%,MIN,1,2021
4,Travis Kelce,6,7,76,12.7,19,0,2,0,0,0,0,1,25.6,25.6,100.0%,KC,1,2021
5,Juwan Johnson,3,3,21,7.0,12,0,2,0,0,0,0,1,17.1,17.1,7.8%,NO,1,2021
6,Dallas Goedert,4,5,42,10.5,13,0,1,0,0,0,0,1,14.2,14.2,86.6%,PHI,1,2021
7,Noah Fant,6,8,62,10.3,25,1,0,0,0,0,0,1,12.2,12.2,19.4%,SEA,1,2021
8,Logan Thomas,3,3,30,10.0,12,0,1,0,0,0,0,1,12.0,12.0,0.1%,FA,1,2021
9,George Kittle,4,5,78,19.5,35,2,0,0,0,0,0,1,11.8,11.8,99.1%,SF,1,2021
10,Tyler Higbee,5,6,68,13.6,37,1,0,0,0,0,0,1,11.8,11.8,1.3%,LAR,1,2021
11,James O'Shaughnessy,6,8,48,8.0,22,1,0,0,0,0,0,1,10.8,10.8,0.0%,FA,1,2021
12,Pharaoh Brown,4,5,67,16.8,29,2,0,0,0,0,0,1,10.7,10.7,0.0%,SEA,1,2021
13,David Njoku,3,5,76,25.3,43,2,0,0,0,0,0,1,10.6,10.6,93.2%,CLE,1,2021
14,Jared Cook,5,8,56,11.2,23,1,0,0,0,0,0,1,10.6,10.6,0.0%,FA,1,2021
15,Dalton Schultz,6,6,45,7.5,16,0,0,0,0,0,0,1,10.5,10.5,79.8%,HOU,1,2021
16,Gerald Everett,2,2,20,10.0,11,0,1,0,0,0,0,1,10.0,10.0,0.8%,CHI,1,2021
17,Jonnu Smith,5,5,42,8.4,11,0,0,1,6,0,0,1,9.8,9.8,5.5%,MIA,1,2021
18,Cole Kmet,5,7,42,8.4,10,0,0,0,0,0,0,1,9.2,9.2,56.2%,CHI,1,2021
19,Chris Manhertz,1,1,22,22.0,22,1,1,0,0,0,0,1,9.2,9.2,0.0%,NYG,1,2021
20,Albert Okwuegbunam Jr.,3,3,16,5.3,6,0,1,0,0,0,1,1,8.6,8.6,0.1%,PHI,1,2021
21,Dawson Knox,4,4,41,10.3,13,0,0,0,0,0,0,1,8.1,8.1,3.6%,BUF,1,2021
22,Tyler Conklin,4,4,41,10.3,27,1,0,0,0,0,0,1,8.1,8.1,29.0%,NYJ,1,2021
23,Kyle Pitts,4,8,31,7.8,18,0,0,0,0,0,0,1,7.1,7.1,97.2%,ATL,1,2021
24,Hayden Hurst,4,4,28,7.0,9,0,0,0,0,0,0,1,6.8,6.8,2.2%,LAC,1,2021
25,Will Dissly,3,3,37,12.3,22,1,0,0,0,0,0,1,6.7,6.7,0.6%,LAC,1,2021
26,Hunter Henry,3,3,31,10.3,16,0,0,0,0,0,0,1,6.1,6.1,19.0%,NE,1,2021
27,Austin Hooper,3,3,27,9.0,14,0,0,0,0,0,0,1,5.7,5.7,0.2%,NE,1,2021
28,Tyler Kroft,3,5,26,8.7,10,0,0,0,0,0,0,1,5.6,5.6,0.0%,FA,1,2021
29,C.J. Uzomah,2,2,35,17.5,32,1,0,0,0,0,0,1,5.5,5.5,0.0%,FA,1,2021
30,Zach Ertz,2,2,34,17.0,28,1,0,0,0,0,0,1,5.4,5.4,3.1%,WAS,1,2021
31,Ryan Griffin,3,6,22,7.3,8,0,0,0,0,0,0,1,5.2,5.2,0.0%,FA,1,2021
32,Jack Doyle,3,4,21,7.0,9,0,0,0,0,0,0,1,5.1,5.1,2.0%,FA,1,2021
33,Mark Andrews,3,5,20,6.7,10,0,0,0,0,0,0,1,5.0,5.0,99.8%,BAL,1,2021
34,Blake Jarwin,3,3,20,6.7,7,0,0,0,0,0,0,1,5.0,5.0,4.0%,FA,1,2021
35,Anthony Firkser,3,4,19,6.3,11,0,0,0,0,0,0,1,4.9,4.9,0.0%,NYJ,1,2021
36,Adam Trautman,3,6,18,6.0,8,0,0,0,0,0,0,1,4.8,4.8,0.1%,DEN,1,2021
37,Pat Freiermuth,1,1,24,24.0,24,1,0,0,0,0,0,1,3.4,3.4,72.9%,PIT,1,2021
38,Marcedes Lewis,1,1,19,19.0,19,0,0,0,0,0,0,1,2.9,2.9,0.0%,CHI,1,2021
39,Eric Ebron,1,2,19,19.0,19,0,0,0,0,0,0,1,2.9,2.9,0.0%,FA,1,2021
40,Robert Tonyan,2,4,8,4.0,5,0,0,0,0,0,0,1,2.8,2.8,0.0%,MIN,1,2021
41,Kyle Rudolph,2,5,8,4.0,6,0,0,0,0,0,0,1,2.8,2.8,0.0%,FA,1,2021
42,Ian Thomas,1,2,17,17.0,17,0,0,0,0,0,0,1,2.7,2.7,0.0%,CAR,1,2021
43,Harrison Bryant,1,2,17,17.0,17,0,0,0,0,0,0,1,2.7,2.7,0.0%,LV,1,2021
44,Dan Arnold,2,3,6,3.0,5,0,0,0,0,0,0,1,2.6,2.6,0.0%,FA,1,2021
45,Jimmy Graham,1,2,11,11.0,11,0,0,0,0,0,0,1,2.1,2.1,0.0%,FA,1,2021
46,Durham Smythe,1,2,9,9.0,9,0,0,0,0,0,0,1,1.9,1.9,0.1%,MIA,1,2021
47,Eric Saubert,1,2,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,0.0%,SF,1,2021
48,Blake Bell,1,1,3,3.0,3,0,0,1,2,0,0,1,1.5,1.5,0.0%,FA,1,2021
49,Darren Fells,1,1,2,2.0,2,0,0,0,0,0,0,1,1.2,1.2,0.0%,FA,1,2021
