Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Zach Ertz,8,9,88,11.0,25,2,2,0,0,0,0,1,28.8,28.8,3.1%,WAS,11,2021
2,Travis Kelce,5,8,74,14.8,24,2,0,1,4,1,0,1,18.8,18.8,100.0%,KC,11,2021
3,Darren Waller,7,8,116,16.6,31,4,0,0,0,0,0,1,18.6,18.6,2.9%,FA,11,2021
4,Adam Trautman,5,8,58,11.6,19,0,1,0,0,0,0,1,16.8,16.8,0.1%,DEN,11,2021
5,Mark Andrews,8,10,73,9.1,16,0,0,0,0,0,0,1,15.3,15.3,99.8%,BAL,11,2021
6,Dawson Knox,6,10,80,13.3,31,1,0,0,0,0,0,1,14.0,14.0,3.6%,BUF,11,2021
7,George Kittle,4,4,34,8.5,13,0,1,0,0,0,0,1,13.4,13.4,99.1%,SF,11,2021
8,Rob Gronkowski,6,8,71,11.8,35,1,0,0,0,0,0,1,13.1,13.1,1.5%,FA,11,2021
9,Josiah Deguara,2,2,37,18.5,25,1,1,0,0,0,0,1,11.7,11.7,0.0%,JAC,11,2021
10,Eric Ebron,3,3,24,8.0,18,0,1,0,0,0,0,1,11.4,11.4,0.0%,FA,11,2021
11,Dalton Schultz,6,8,53,8.8,19,0,0,0,0,0,0,1,11.3,11.3,79.8%,HOU,11,2021
12,Dallas Goedert,5,8,62,12.4,16,0,0,0,0,0,0,1,11.2,11.2,86.6%,PHI,11,2021
13,T.J. Hockenson,6,8,51,8.5,24,1,0,0,0,0,0,1,11.1,11.1,76.0%,MIN,11,2021
14,Pat Freiermuth,4,7,11,2.8,5,0,1,0,0,0,0,1,11.1,11.1,72.9%,PIT,11,2021
15,Mike Gesicki,5,6,50,10.0,26,1,0,0,0,0,0,1,10.0,10.0,3.0%,CIN,11,2021
16,Austin Hooper,4,7,53,13.3,20,2,0,0,0,0,0,1,9.3,9.3,0.2%,NE,11,2021
17,Foster Moreau,1,2,19,19.0,19,0,1,0,0,0,0,1,8.9,8.9,0.0%,NO,11,2021
18,Donald Parham Jr.,4,5,38,9.5,12,0,0,0,0,0,0,1,7.8,7.8,0.0%,DEN,11,2021
19,Durham Smythe,4,5,37,9.3,18,0,0,0,0,0,0,1,7.7,7.7,0.1%,MIA,11,2021
20,Anthony Firkser,5,7,26,5.2,7,0,0,0,0,0,0,1,7.6,7.6,0.0%,NYJ,11,2021
21,Ryan Griffin,3,4,39,13.0,29,1,0,0,0,0,0,1,6.9,6.9,0.0%,FA,11,2021
22,Gerald Everett,3,4,37,12.3,16,0,0,0,0,0,0,1,6.7,6.7,0.8%,CHI,11,2021
23,Tyler Conklin,3,3,35,11.7,15,0,0,0,0,0,0,1,6.5,6.5,29.0%,NYJ,11,2021
24,Jack Doyle,3,5,30,10.0,18,0,0,0,0,0,0,1,6.0,6.0,2.0%,FA,11,2021
25,Kyle Pitts,3,5,29,9.7,16,0,0,0,0,0,0,1,5.9,5.9,97.2%,ATL,11,2021
26,Jared Cook,3,5,28,9.3,13,0,0,0,0,0,0,1,5.8,5.8,0.0%,FA,11,2021
27,Tommy Tremble,2,2,35,17.5,19,0,0,0,0,0,0,1,5.5,5.5,0.1%,CAR,11,2021
28,John Bates,3,3,23,7.7,10,0,0,0,0,0,0,1,5.3,5.3,0.0%,WAS,11,2021
