Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,T.J. Hockenson,10,11,89,8.9,18,0,0,0,0,0,0,1,18.9,18.9,76.0%,MIN,8,2021
2,Dan Arnold,8,10,68,8.5,11,0,0,0,0,0,0,1,14.8,14.8,0.0%,FA,8,2021
3,Pat Freiermuth,4,7,44,11.0,22,1,1,0,0,0,0,1,14.4,14.4,72.9%,PIT,8,2021
4,Dallas Goedert,6,7,72,12.0,19,0,0,0,0,0,0,1,13.2,13.2,86.6%,PHI,8,2021
5,Brevin Jordan,3,4,41,13.7,23,1,1,0,0,0,0,1,13.1,13.1,0.1%,HOU,8,2021
6,Jesse James,3,3,38,12.7,19,0,1,0,0,0,0,1,12.8,12.8,0.0%,FA,8,2021
7,Geoff Swaim,4,5,23,5.8,7,0,1,0,0,0,0,1,12.3,12.3,0.0%,FA,8,2021
8,Tyler Conklin,5,7,57,11.4,31,1,0,0,0,0,0,1,10.7,10.7,29.0%,NYJ,8,2021
9,Evan Engram,3,4,15,5.0,7,0,1,0,0,0,0,1,10.5,10.5,97.1%,JAC,8,2021
10,Jordan Akins,5,5,53,10.6,31,1,0,0,0,0,0,1,10.3,10.3,0.1%,CLE,8,2021
11,Tyler Kroft,2,2,20,10.0,13,0,1,0,0,0,0,1,10.0,10.0,0.0%,FA,8,2021
12,Mike Gesicki,3,4,48,16.0,40,1,0,0,0,0,0,1,9.8,9.8,3.0%,CIN,8,2021
13,Kyle Rudolph,2,3,12,6.0,11,0,1,0,0,0,0,1,9.2,9.2,0.0%,FA,8,2021
14,Jack Doyle,2,2,12,6.0,7,0,1,0,0,0,0,1,9.2,9.2,2.0%,FA,8,2021
15,Zach Ertz,4,4,42,10.5,20,1,0,0,0,0,0,1,8.2,8.2,3.1%,WAS,8,2021
16,Robert Tonyan,3,4,49,16.3,33,1,0,0,0,0,0,1,7.9,7.9,0.0%,MIN,8,2021
17,C.J. Uzomah,4,4,33,8.3,11,0,0,0,0,0,0,1,7.3,7.3,0.0%,FA,8,2021
18,David Njoku,3,3,39,13.0,24,1,0,0,0,0,0,1,6.9,6.9,93.2%,CLE,8,2021
19,Zach Gentry,3,5,39,13.0,24,1,0,0,0,0,0,1,6.9,6.9,0.0%,FA,8,2021
20,Austin Hooper,4,6,26,6.5,8,0,0,0,0,0,0,1,6.6,6.6,0.2%,NE,8,2021
21,Albert Okwuegbunam Jr.,3,3,34,11.3,19,0,0,0,0,0,0,1,6.4,6.4,0.1%,PHI,8,2021
22,Garrett Griffin,3,3,30,10.0,14,0,0,0,0,0,0,1,6.0,6.0,0.0%,FA,8,2021
23,Tommy Sweeney,3,4,30,10.0,13,0,0,0,0,0,0,1,6.0,6.0,0.0%,FA,8,2021
24,Tyler Higbee,3,3,25,8.3,11,0,0,0,0,0,0,1,5.5,5.5,1.3%,LAR,8,2021
25,Cole Kmet,3,6,24,8.0,16,0,0,0,0,0,0,1,5.4,5.4,56.2%,CHI,8,2021
26,Harrison Bryant,2,2,33,16.5,21,1,0,0,0,0,0,1,5.3,5.3,0.0%,LV,8,2021
27,Tommy Tremble,3,4,18,6.0,13,0,0,0,0,0,0,1,4.8,4.8,0.1%,CAR,8,2021
28,Travis Kelce,4,6,27,6.8,14,0,0,0,0,0,1,1,4.7,4.7,100.0%,KC,8,2021
29,Jared Cook,2,5,25,12.5,13,0,0,0,0,0,0,1,4.5,4.5,0.0%,FA,8,2021
30,Hunter Henry,1,3,33,33.0,33,1,0,0,0,0,0,1,4.3,4.3,19.0%,NE,8,2021
31,MyCole Pruitt,2,2,22,11.0,14,0,0,0,0,0,0,1,4.2,4.2,0.0%,PIT,8,2021
32,Josiah Deguara,2,2,20,10.0,12,0,0,0,0,0,0,1,4.0,4.0,0.0%,JAC,8,2021
33,O.J. Howard,2,3,16,8.0,12,0,0,0,0,0,0,1,3.6,3.6,0.0%,FA,8,2021
34,Cameron Brate,2,4,15,7.5,9,0,0,0,0,0,0,1,3.5,3.5,2.0%,FA,8,2021
35,Kyle Pitts,2,6,13,6.5,11,0,0,0,0,0,0,1,3.3,3.3,97.2%,ATL,8,2021
36,Jonnu Smith,2,2,13,6.5,11,0,0,0,0,0,0,1,3.3,3.3,5.5%,MIA,8,2021
37,Ricky Seals-Jones,2,4,12,6.0,14,0,0,0,0,0,0,1,3.2,3.2,0.0%,FA,8,2021
38,Dalton Schultz,2,7,11,5.5,7,0,0,0,0,0,0,1,3.1,3.1,79.8%,HOU,8,2021
39,Noah Fant,2,4,8,4.0,7,0,0,0,0,0,0,1,2.8,2.8,19.4%,SEA,8,2021
40,Adam Trautman,2,6,4,2.0,5,0,0,0,0,0,0,1,2.4,2.4,0.1%,DEN,8,2021
41,Hayden Hurst,2,3,4,2.0,7,0,0,0,0,0,0,1,2.4,2.4,2.2%,LAC,8,2021
42,Ian Thomas,1,1,10,10.0,10,0,0,0,0,0,0,1,2.0,2.0,0.0%,CAR,8,2021
43,Jack Stoll,1,1,9,9.0,9,0,0,0,0,0,0,1,1.9,1.9,0.0%,PHI,8,2021
44,Adam Shaheen,1,1,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,0.0%,FA,8,2021
45,Anthony Firkser,1,2,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,0.0%,NYJ,8,2021
46,Ryan Griffin,1,1,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,0.0%,FA,8,2021
47,Charlie Woerner,1,2,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,0.0%,ATL,8,2021
48,Luke Stocker,1,1,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,0.0%,FA,8,2021
49,Chris Herndon IV,1,1,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,0.0%,FA,8,2021
50,John Bates,1,1,4,4.0,4,0,0,0,0,0,0,1,1.4,1.4,0.0%,WAS,8,2021
51,Luke Farrell,1,2,3,3.0,3,0,0,0,0,0,0,1,1.3,1.3,0.0%,JAC,8,2021
52,Gerald Everett,1,2,7,7.0,7,0,0,1,-5,0,0,1,1.2,1.2,0.8%,CHI,8,2021
53,Kylen Granson,1,1,0,0.0,0,0,0,0,0,0,0,1,1.0,1.0,0.4%,IND,8,2021
54,Donald Parham Jr.,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,DEN,8,2021
55,Giovanni Ricci,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,8,2021
56,Juwan Johnson,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,7.8%,NO,8,2021
57,Deon Yelder,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,8,2021
58,N'Keal Harry,2,2,30,15.0,15,0,0,0,0,0,0,1,0.0,0.0,0.0%,MIN,8,2021
59,Lee Smith,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,8,2021
60,Demetrius Harris,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,8,2021
61,Rob Gronkowski,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.5%,FA,8,2021
62,Marcedes Lewis,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,CHI,8,2021
63,Cethan Carter,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,8,2021
64,Mo Alie-Cox,0,4,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,IND,8,2021
65,Darrell Daniels,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,8,2021
66,Blake Jarwin,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,4.0%,FA,8,2021
67,J.P. Holtz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,8,2021
68,Will Dissly,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,LAC,8,2021
69,Blake Bell,0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,8,2021
70,Patrick Scales,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,CHI,8,2021
71,Andrew DePaola,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,MIN,8,2021
72,Stephen Anderson,0,0,0,0.0,14,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,8,2021
