Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Miami Dolphins,5,2,1,3,1,0,0,1,18.0,18.0,77.9%,MIA,12,2022
2,San Francisco 49ers,1,0,2,2,0,0,0,1,15.0,15.0,99.0%,SF,12,2022
3,Carolina Panthers,3,0,2,1,0,0,0,1,11.0,11.0,1.0%,CAR,12,2022
4,Kansas City Chiefs,3,2,0,0,0,0,0,1,11.0,11.0,79.3%,KC,12,2022
5,Pittsburgh Steelers,3,1,1,2,0,0,0,1,10.0,10.0,91.3%,PIT,12,2022
6,Minnesota Vikings,3,0,0,0,0,0,1,1,9.0,9.0,33.7%,MIN,12,2022
7,Tennessee Titans,1,0,0,0,0,0,0,1,8.0,8.0,1.1%,TEN,12,2022
8,Buffalo Bills,2,0,2,1,0,1,0,1,8.0,8.0,51.7%,BUF,12,2022
9,New York Jets,2,1,0,1,0,0,0,1,8.0,8.0,94.9%,NYJ,12,2022
10,Houston Texans,5,0,1,0,0,0,0,1,7.0,7.0,36.0%,HOU,12,2022
11,Washington Commanders,1,1,0,0,0,0,0,1,7.0,7.0,1.0%,WAS,12,2022
12,Las Vegas Raiders,3,1,1,0,0,0,0,1,6.0,6.0,6.5%,LV,12,2022
13,Tampa Bay Buccaneers,4,1,0,0,0,0,0,1,6.0,6.0,6.5%,TB,12,2022
14,Philadelphia Eagles,3,2,0,0,0,0,0,1,6.0,6.0,43.3%,PHI,12,2022
15,Baltimore Ravens,4,0,1,2,0,0,0,1,5.0,5.0,97.7%,BAL,12,2022
16,Jacksonville Jaguars,1,0,2,3,0,0,0,1,5.0,5.0,19.9%,JAC,12,2022
17,Los Angeles Chargers,1,1,1,1,0,0,0,1,5.0,5.0,9.6%,LAC,12,2022
18,Cincinnati Bengals,1,0,0,1,0,0,0,1,5.0,5.0,58.3%,CIN,12,2022
19,New Orleans Saints,1,0,0,0,0,0,0,1,5.0,5.0,64.3%,NO,12,2022
20,Arizona Cardinals,4,0,0,1,0,0,0,1,4.0,4.0,0.4%,ARI,12,2022
21,Los Angeles Rams,0,1,1,0,0,0,0,1,4.0,4.0,1.4%,LAR,12,2022
22,Cleveland Browns,3,0,0,0,0,0,0,1,4.0,4.0,97.8%,CLE,12,2022
23,Detroit Lions,3,1,0,0,0,0,0,1,4.0,4.0,40.6%,DET,12,2022
24,Dallas Cowboys,3,0,0,1,0,0,0,1,4.0,4.0,98.7%,DAL,12,2022
25,New York Giants,0,2,0,0,0,0,0,1,3.0,3.0,3.3%,NYG,12,2022
26,Atlanta Falcons,0,1,0,0,0,0,0,1,3.0,3.0,11.4%,ATL,12,2022
27,Indianapolis Colts,3,0,0,0,0,0,0,1,3.0,3.0,6.9%,IND,12,2022
28,New England Patriots,1,1,0,0,0,0,0,1,2.0,2.0,2.9%,NE,12,2022
29,Denver Broncos,0,0,1,1,0,0,0,1,2.0,2.0,7.8%,DEN,12,2022
30,Seattle Seahawks,1,2,0,0,0,0,0,1,1.0,1.0,32.1%,SEA,12,2022
31,Chicago Bears,1,0,0,0,0,0,0,1,0.0,0.0,46.1%,CHI,12,2022
32,Green Bay Packers,2,0,1,1,0,0,0,1,0.0,0.0,10.2%,GB,12,2022
