Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Minnesota Vikings,2,2,2,1,1,0,0,1,15.0,15.0,33.7%,MIN,10,2022
2,Washington Commanders,1,1,3,2,1,0,0,1,15.0,15.0,1.0%,WAS,10,2022
3,Tennessee Titans,6,1,0,1,0,0,0,1,12.0,12.0,1.1%,TEN,10,2022
4,Detroit Lions,3,1,0,1,1,0,0,1,10.0,10.0,40.6%,DET,10,2022
5,Pittsburgh Steelers,2,2,0,1,0,0,0,1,10.0,10.0,91.3%,PIT,10,2022
6,Carolina Panthers,5,1,0,0,0,0,0,1,10.0,10.0,1.0%,CAR,10,2022
7,New York Giants,4,1,1,1,0,0,0,1,9.0,9.0,3.3%,NYG,10,2022
8,Arizona Cardinals,3,1,1,1,0,0,0,1,8.0,8.0,0.4%,ARI,10,2022
9,Buffalo Bills,4,2,0,1,0,0,0,1,8.0,8.0,51.7%,BUF,10,2022
10,New Orleans Saints,6,0,0,1,0,0,0,1,7.0,7.0,64.3%,NO,10,2022
11,Philadelphia Eagles,3,1,1,1,0,0,0,1,7.0,7.0,43.3%,PHI,10,2022
12,Miami Dolphins,3,0,1,1,0,0,0,1,6.0,6.0,77.9%,MIA,10,2022
13,Tampa Bay Buccaneers,3,0,1,1,0,0,0,1,6.0,6.0,6.5%,TB,10,2022
14,San Francisco 49ers,3,1,0,1,0,0,0,1,6.0,6.0,99.0%,SF,10,2022
15,Jacksonville Jaguars,0,1,2,1,0,0,0,1,6.0,6.0,19.9%,JAC,10,2022
16,Kansas City Chiefs,5,0,0,0,0,0,0,1,6.0,6.0,79.3%,KC,10,2022
17,Dallas Cowboys,2,0,2,2,0,0,0,1,5.0,5.0,98.7%,DAL,10,2022
18,Green Bay Packers,2,2,0,0,0,0,0,1,5.0,5.0,10.2%,GB,10,2022
19,Denver Broncos,1,0,1,1,0,0,0,1,4.0,4.0,7.8%,DEN,10,2022
20,Seattle Seahawks,0,2,0,0,0,0,0,1,4.0,4.0,32.1%,SEA,10,2022
21,Las Vegas Raiders,1,0,1,2,0,0,0,1,3.0,3.0,6.5%,LV,10,2022
22,Indianapolis Colts,2,0,0,0,0,0,0,1,3.0,3.0,6.9%,IND,10,2022
23,Houston Texans,3,0,0,0,0,0,0,1,3.0,3.0,36.0%,HOU,10,2022
24,Los Angeles Chargers,1,0,1,1,0,0,0,1,3.0,3.0,9.6%,LAC,10,2022
25,Los Angeles Rams,2,0,0,1,0,0,0,1,2.0,2.0,1.4%,LAR,10,2022
26,Chicago Bears,2,0,0,0,0,0,0,1,2.0,2.0,46.1%,CHI,10,2022
27,Atlanta Falcons,1,0,0,0,0,0,0,1,1.0,1.0,11.4%,ATL,10,2022
28,Cleveland Browns,1,0,0,0,0,0,0,1,-3.0,-3.0,97.8%,CLE,10,2022
