Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Cleveland Browns,0,2,2,1,2,0,1,1,27.0,27.0,97.8%,CLE,13,2022
2,Dallas Cowboys,3,3,2,2,1,0,0,1,20.0,20.0,98.7%,DAL,13,2022
3,San Francisco 49ers,3,3,1,1,1,0,0,1,18.0,18.0,99.0%,SF,13,2022
4,Los Angeles Chargers,0,1,1,1,1,0,0,1,12.0,12.0,9.6%,LAC,13,2022
5,Denver Broncos,4,2,0,1,0,0,0,1,12.0,12.0,7.8%,DEN,13,2022
6,Philadelphia Eagles,6,0,0,0,0,0,0,1,10.0,10.0,43.3%,PHI,13,2022
7,Green Bay Packers,0,2,1,1,0,0,0,1,9.0,9.0,10.2%,GB,13,2022
8,Los Angeles Rams,4,1,1,1,0,0,0,1,8.0,8.0,1.4%,LAR,13,2022
9,Seattle Seahawks,4,2,0,1,0,0,0,1,8.0,8.0,32.1%,SEA,13,2022
10,Las Vegas Raiders,5,0,1,2,0,0,0,1,8.0,8.0,6.5%,LV,13,2022
11,Houston Texans,1,1,1,1,0,1,0,1,8.0,8.0,36.0%,HOU,13,2022
12,New York Giants,5,0,1,3,0,0,0,1,8.0,8.0,3.3%,NYG,13,2022
13,Washington Commanders,4,0,1,1,0,0,0,1,7.0,7.0,1.0%,WAS,13,2022
14,New Orleans Saints,1,1,1,1,0,0,0,1,6.0,6.0,64.3%,NO,13,2022
15,Miami Dolphins,4,1,0,1,0,0,0,1,6.0,6.0,77.9%,MIA,13,2022
16,Baltimore Ravens,2,0,0,0,0,0,0,1,6.0,6.0,97.7%,BAL,13,2022
17,Minnesota Vikings,1,2,0,0,0,0,0,1,5.0,5.0,33.7%,MIN,13,2022
18,Detroit Lions,2,0,1,1,0,0,0,1,5.0,5.0,40.6%,DET,13,2022
19,Buffalo Bills,1,0,0,1,0,0,0,1,5.0,5.0,51.7%,BUF,13,2022
20,Cincinnati Bengals,2,0,1,1,0,0,0,1,4.0,4.0,58.3%,CIN,13,2022
21,Pittsburgh Steelers,1,1,0,0,0,0,0,1,4.0,4.0,91.3%,PIT,13,2022
22,New England Patriots,2,0,1,1,0,0,0,1,4.0,4.0,2.9%,NE,13,2022
23,Tampa Bay Buccaneers,2,0,0,0,0,0,0,1,3.0,3.0,6.5%,TB,13,2022
24,New York Jets,2,0,0,0,0,0,0,1,2.0,2.0,94.9%,NYJ,13,2022
25,Kansas City Chiefs,1,0,0,0,0,0,0,1,1.0,1.0,79.3%,KC,13,2022
26,Atlanta Falcons,0,0,0,0,0,0,0,1,1.0,1.0,11.4%,ATL,13,2022
27,Indianapolis Colts,1,1,0,0,0,0,0,1,1.0,1.0,6.9%,IND,13,2022
28,Chicago Bears,0,0,0,0,0,0,0,1,-1.0,-1.0,46.1%,CHI,13,2022
29,Jacksonville Jaguars,2,0,0,0,0,0,0,1,-2.0,-2.0,19.9%,JAC,13,2022
30,Tennessee Titans,2,0,0,1,0,0,0,1,-2.0,-2.0,1.1%,TEN,13,2022
