Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Indianapolis Colts,7,2,1,1,1,0,1,1,23.0,23.0,6.9%,IND,15,2022
2,New York Giants,3,0,2,4,1,0,0,1,17.0,17.0,3.3%,NYG,15,2022
3,Cleveland Browns,3,1,1,1,0,0,0,1,16.0,16.0,97.8%,CLE,15,2022
4,Detroit Lions,4,1,0,0,0,0,1,1,13.0,13.0,40.6%,DET,15,2022
5,Jacksonville Jaguars,3,2,0,0,1,0,0,1,12.0,12.0,19.9%,JAC,15,2022
6,New England Patriots,3,1,0,2,1,0,0,1,11.0,11.0,2.9%,NE,15,2022
7,Las Vegas Raiders,0,0,1,1,1,0,0,1,11.0,11.0,6.5%,LV,15,2022
8,Green Bay Packers,5,1,0,1,0,0,0,1,11.0,11.0,10.2%,GB,15,2022
9,Arizona Cardinals,7,1,1,1,0,0,0,1,11.0,11.0,0.4%,ARI,15,2022
10,Denver Broncos,3,3,0,0,0,0,0,1,10.0,10.0,7.8%,DEN,15,2022
11,Cincinnati Bengals,1,2,2,1,0,0,0,1,9.0,9.0,58.3%,CIN,15,2022
12,Philadelphia Eagles,6,0,1,3,0,0,0,1,9.0,9.0,43.3%,PHI,15,2022
13,San Francisco 49ers,3,0,1,2,0,0,0,1,9.0,9.0,99.0%,SF,15,2022
14,Tennessee Titans,3,2,0,0,0,0,0,1,8.0,8.0,1.1%,TEN,15,2022
15,Los Angeles Chargers,4,1,0,1,0,0,0,1,7.0,7.0,9.6%,LAC,15,2022
16,Chicago Bears,1,2,1,1,0,0,0,1,7.0,7.0,46.1%,CHI,15,2022
17,Los Angeles Rams,3,1,1,1,0,0,0,1,7.0,7.0,1.4%,LAR,15,2022
18,Baltimore Ravens,3,0,0,0,0,0,0,1,7.0,7.0,97.7%,BAL,15,2022
19,New Orleans Saints,4,0,1,1,0,0,0,1,7.0,7.0,64.3%,NO,15,2022
20,Dallas Cowboys,1,1,2,2,0,0,0,1,6.0,6.0,98.7%,DAL,15,2022
21,Houston Texans,2,0,2,2,0,0,0,1,5.0,5.0,36.0%,HOU,15,2022
22,Minnesota Vikings,3,0,1,2,0,0,0,1,5.0,5.0,33.7%,MIN,15,2022
23,Pittsburgh Steelers,4,0,0,1,0,0,0,1,5.0,5.0,91.3%,PIT,15,2022
24,Atlanta Falcons,2,0,1,1,0,0,0,1,4.0,4.0,11.4%,ATL,15,2022
25,Tampa Bay Buccaneers,2,1,0,1,0,0,0,1,3.0,3.0,6.5%,TB,15,2022
26,Miami Dolphins,2,0,1,2,0,0,0,1,3.0,3.0,77.9%,MIA,15,2022
27,Kansas City Chiefs,1,0,1,1,0,0,0,1,3.0,3.0,79.3%,KC,15,2022
28,Seattle Seahawks,1,0,0,0,0,0,0,1,1.0,1.0,32.1%,SEA,15,2022
29,New York Jets,0,0,0,0,0,0,0,1,1.0,1.0,94.9%,NYJ,15,2022
30,Carolina Panthers,1,0,0,0,0,0,0,1,1.0,1.0,1.0%,CAR,15,2022
31,Buffalo Bills,2,0,0,1,0,0,0,1,1.0,1.0,51.7%,BUF,15,2022
32,Washington Commanders,0,0,0,1,0,0,0,1,1.0,1.0,1.0%,WAS,15,2022
