Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Danielle Hunter,6,1,2.0,1,0,0,0,0,1,24.3,24.3,45.4%,HOU,6,2023
2,Haason Reddick,4,1,2.5,0,0,0,0,0,1,21.8,21.8,4.7%,NYJ,6,2023
3,Justin Madubuike,4,1,2.0,0,0,0,0,0,1,19.8,19.8,12.4%,BAL,6,2023
4,Christian Wilkins,2,3,2.0,0,0,0,0,0,1,18.3,18.3,18.8%,LV,6,2023
5,Sheldon Rankins,5,1,1.0,0,0,0,0,0,1,17.3,17.3,0.5%,CIN,6,2023
6,Trey Hendrickson,3,1,1.0,0,0,0,0,0,1,16.8,16.8,22.8%,CIN,6,2023
7,Morgan Fox,2,0,2.0,0,0,0,0,0,1,16.0,16.0,0.2%,LAC,6,2023
8,Jadeveon Clowney,2,0,2.0,0,0,0,0,0,1,16.0,16.0,16.6%,CAR,6,2023
9,Carl Granderson,3,3,1.0,0,0,0,0,0,1,15.8,15.8,8.4%,NO,6,2023
10,Josh Hines-Allen,3,1,1.0,0,0,1,0,0,1,15.8,15.8,46.7%,JAC,6,2023
11,Byron Young,3,3,1.0,0,0,1,0,0,1,14.8,14.8,7.9%,LAR,6,2023
12,Jonah Williams,3,1,1.0,0,0,0,0,0,1,14.3,14.3,0.1%,MIN,6,2023
13,Vita Vea,4,2,0.0,0,0,1,0,0,1,14.0,14.0,1.7%,TB,6,2023
14,Justin Jones,5,2,0.0,0,0,0,0,0,1,14.0,14.0,0.7%,ARI,6,2023
15,Sam Hubbard,4,2,1.0,0,0,0,0,0,1,14.0,14.0,8.5%,CIN,6,2023
16,Randy Gregory,3,0,1.0,0,0,0,0,0,1,13.5,13.5,0.1%,FA,6,2023
17,Aaron Donald,3,2,0.0,0,0,0,0,0,1,13.5,13.5,8.8%,FA,6,2023
18,D.J. Wonnum,3,1,1.0,1,0,0,0,0,1,13.3,13.3,1.2%,CAR,6,2023
19,Nick Williams,2,1,1.0,0,0,0,0,0,1,12.8,12.8,1.0%,FA,6,2023
20,Jonathon Cooper,3,0,1.0,1,0,0,0,0,1,12.5,12.5,4.1%,DEN,6,2023
21,Nick Bosa,3,0,1.0,1,0,0,0,0,1,12.5,12.5,48.8%,SF,6,2023
22,Bryce Huff,2,1,1.5,0,0,0,0,0,1,12.3,12.3,6.2%,PHI,6,2023
23,Christian Barmore,4,1,0.0,2,0,0,0,0,1,12.3,12.3,1.4%,NE,6,2023
24,Josh Sweat,2,0,1.0,0,0,0,0,0,1,12.0,12.0,4.2%,PHI,6,2023
25,Maxx Crosby,4,3,0.5,1,0,0,0,0,1,11.8,11.8,73.0%,LV,6,2023
26,Calais Campbell,3,1,1.0,0,0,0,0,0,1,11.8,11.8,3.3%,MIA,6,2023
27,Osa Odighizuwa,5,2,0.0,0,0,0,0,0,1,11.5,11.5,1.6%,DAL,6,2023
28,Zach Allen,2,2,1.0,0,0,0,0,0,1,11.0,11.0,4.5%,DEN,6,2023
29,Dre'Mont Jones,3,0,1.0,0,0,0,0,0,1,11.0,11.0,0.3%,SEA,6,2023
30,Arnold Ebiketie,1,1,1.5,0,0,0,0,0,1,10.8,10.8,0.7%,ATL,6,2023
31,Greg Rousseau,3,1,0.0,0,0,0,0,0,1,10.3,10.3,8.2%,BUF,6,2023
32,John Jenkins,2,1,1.0,0,0,0,0,0,1,10.3,10.3,0.2%,LV,6,2023
33,Chris Jones,2,2,1.0,1,0,0,0,0,1,10.0,10.0,11.9%,KC,6,2023
34,Julian Okwara,1,0,1.0,1,0,0,0,0,1,9.5,9.5,0.0%,ARI,6,2023
35,B.J. Hill,3,2,0.5,1,0,0,0,0,1,9.5,9.5,1.4%,CIN,6,2023
36,Calijah Kancey,1,2,1.0,0,0,0,0,0,1,9.5,9.5,1.3%,TB,6,2023
37,Adam Butler,2,0,1.0,0,0,0,0,0,1,9.5,9.5,0.1%,LV,6,2023
38,DeForest Buckner,1,2,1.0,0,0,0,0,0,1,9.5,9.5,28.3%,IND,6,2023
39,Jarran Reed,1,2,1.0,0,0,0,0,0,1,9.5,9.5,1.4%,SEA,6,2023
40,A.J. Epenesa,1,2,1.0,0,0,0,0,0,1,9.5,9.5,0.7%,BUF,6,2023
41,Harrison Phillips,3,1,1.0,0,0,0,0,0,1,9.3,9.3,9.8%,MIN,6,2023
42,Shy Tuttle,3,0,0.0,3,0,0,0,0,1,9.0,9.0,0.2%,CAR,6,2023
43,Victor Dimukeje,1,1,1.0,0,0,0,0,0,1,8.8,8.8,0.1%,ARI,6,2023
44,Grady Jarrett,1,1,1.0,0,0,0,0,0,1,8.8,8.8,1.8%,ATL,6,2023
45,Boye Mafe,1,1,1.0,0,0,0,0,0,1,8.8,8.8,1.6%,SEA,6,2023
46,Quinnen Williams,1,1,0.0,1,1,0,0,0,1,8.8,8.8,11.6%,NYJ,6,2023
47,Tyquan Lewis,1,1,1.0,0,0,0,0,0,1,8.8,8.8,0.1%,IND,6,2023
48,George Karlaftis III,2,1,0.5,2,0,0,0,0,1,8.8,8.8,6.4%,KC,6,2023
49,Zach Sieler,1,1,1.0,0,0,0,0,0,1,8.8,8.8,9.9%,MIA,6,2023
50,Sebastian Joseph-Day,3,0,1.0,0,0,0,0,0,1,8.5,8.5,0.3%,TEN,6,2023
51,Milton Williams,1,3,0.5,0,0,0,0,0,1,8.3,8.3,0.3%,PHI,6,2023
52,Jonathan Allen,5,1,0.0,0,0,0,0,0,1,8.3,8.3,6.1%,WAS,6,2023
53,Javon Hargrave,5,1,0.0,0,0,0,0,0,1,8.3,8.3,4.3%,SF,6,2023
54,Cam Sample,1,0,1.0,0,0,0,0,0,1,8.0,8.0,0.1%,CIN,6,2023
55,Kevin Strong,1,0,1.0,0,0,0,0,0,1,8.0,8.0,0.0%,FA,6,2023
56,K'Lavon Chaisson,1,0,1.0,0,0,0,0,0,1,8.0,8.0,0.1%,CAR,6,2023
57,Jermaine Johnson II,2,0,0.0,3,0,0,0,0,1,7.5,7.5,11.3%,NYJ,6,2023
