RANK,PLAYER,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,WEEK
49,Ezekiel Elliott (NE),6.0,16.0,2.7,9.0,0.0,0.0,2.0,3.0,6.0,3.0,0.0,0.0,1.0,4.2,4.2,36.9%,4.0
50,Michael Carter (ARI),1.0,9.0,9.0,9.0,0.0,0.0,2.0,3.0,12.0,6.0,0.0,0.0,1.0,4.1,4.1,1.7%,4.0
51,Javonte Williams (DEN),2.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,9.0,3.0,0.0,0.0,1.0,3.9,3.9,91.3%,4.0
52,Antonio Gibson (WAS),6.0,19.0,3.2,10.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,1.0,3.6,3.6,47.3%,4.0
53,Ameer Abdullah (LV),0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,14.0,7.0,0.0,0.0,1.0,3.4,3.4,0.5%,4.0
54,Jordan Mason (SF),3.0,10.0,3.3,4.0,0.0,0.0,1.0,1.0,13.0,13.0,0.0,0.0,1.0,3.3,3.3,1.7%,4.0
55,Justice Hill (BAL),3.0,33.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.3,3.3,18.1%,4.0
56,Alec Ingold (MIA),0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0,23.0,0.0,0.0,1.0,3.3,3.3,0.1%,4.0
57,Damien Harris (BUF),6.0,29.0,4.8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.9,2.9,7.9%,4.0
58,Gary Brightwell (NYG),4.0,9.0,2.3,4.0,0.0,0.0,1.0,2.0,10.0,10.0,0.0,0.0,1.0,2.9,2.9,0.3%,4.0
59,Ke'Shawn Vaughn (TB),9.0,16.0,1.8,8.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,2.9,2.9,0.3%,4.0
60,Dalvin Cook (NYJ),5.0,16.0,3.2,5.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2.8,2.8,26.7%,4.0
61,Rico Dowdle (DAL),3.0,9.0,3.0,9.0,0.0,0.0,1.0,1.0,8.0,8.0,0.0,0.0,1.0,2.7,2.7,10.7%,4.0
62,Roschon Johnson (CHI),5.0,13.0,2.6,7.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2.5,2.5,21.6%,4.0
63,Aaron Jones (GB),5.0,18.0,3.6,9.0,0.0,0.0,1.0,2.0,-4.0,-4.0,0.0,0.0,1.0,2.4,2.4,94.7%,4.0
64,Patrick Ricard (BAL),0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,14.0,0.0,0.0,1.0,2.4,2.4,0.1%,4.0
65,Clyde Edwards-Helaire (KC),3.0,12.0,4.0,9.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.3,2.3,3.8%,4.0
66,Jakob Johnson (LV),0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12.0,12.0,0.0,0.0,1.0,2.2,2.2,0.0%,4.0
67,Tyler Allgeier (ATL),7.0,16.0,2.3,9.0,0.0,0.0,1.0,2.0,-4.0,-4.0,0.0,0.0,1.0,2.2,2.2,50.6%,4.0
68,Deuce Vaughn (DAL),8.0,9.0,1.1,3.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2.1,2.1,1.2%,4.0
69,Kendre Miller (NO),1.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,1.0,1.8,1.8,3.9%,4.0
70,Kyle Juszczyk (SF),2.0,3.0,1.5,3.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,1.7,1.7,0.3%,4.0
71,Zamir White (LV),3.0,15.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,1.3%,4.0
72,Kareem Hunt (CLE),5.0,12.0,2.4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,1.2,65.9%,4.0
73,AJ Dillon (GB),5.0,11.0,2.2,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.1,1.1,65.8%,4.0
74,Tank Bigsby (JAC),3.0,10.0,3.3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.4%,4.0
75,Trey Sermon (IND),3.0,7.0,2.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.7,0.1%,4.0
76,Jerick McKinnon (KC),3.0,7.0,2.3,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7,0.7,29.1%,4.0
77,Chase Brown (CIN),0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-3.0,-3.0,0.0,0.0,1.0,0.7,0.7,0.8%,4.0
78,Mike Boone (HOU),1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.4,1.2%,4.0
79,Trayveon Williams (CIN),1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.4,0.7%,4.0
80,Demetric Felton Jr. (CIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
81,Austin Walter (LV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
82,Craig Reynolds (DET),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.7%,4.0
83,Khari Blasingame (CHI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,4.0
84,Andrew Beck (HOU),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,4.0
85,Eno Benjamin (NO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
86,J.J. Taylor (HOU),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
87,Darrynton Evans (MIA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2%,4.0
88,Anthony McFarland Jr. (PIT),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,4.0
89,La'Mical Perine (KC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
90,J.K. Dobbins (BAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7%,4.0
91,Jonathan Taylor (IND),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.5%,4.0
92,Derrick Gore (WAS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,4.0
93,Patrick Laird (TB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
94,Ty Johnson (BUF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2%,4.0
95,Mike Weber (NYG),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
96,Travis Homer (CHI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1%,4.0
97,Darrell Henderson Jr. (LAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.3%,4.0
98,Qadree Ollison (PIT),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
99,Salvon Ahmed (MIA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0%,4.0
100,Raheem Blackshear (CAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4%,4.0
101,Deon Jackson (NYG),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3%,4.0
102,Jermar Jefferson (DET),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,4.0
103,Jonathan Ward (TEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
104,Jaret Patterson (LAC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
105,Mohamed Ibrahim (DET),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
106,Patrick Taylor Jr. (GB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3%,4.0
107,James Robinson (GB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6%,4.0
108,DeeJay Dallas (SEA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5%,4.0
109,Tony Jones Jr. (NO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3%,4.0
110,Ty Chandler (MIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.9%,4.0
111,JaMycal Hasty (NE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1%,4.0
112,Reggie Gilliam (BUF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1%,4.0
113,Brittain Brown (LV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
114,Julius Chestnut (TEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,4.0
115,Zonovan Knight (DET),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3%,4.0
116,Troy Hairston II (HOU),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
117,DeWayne McBride (MIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
118,Zander Horvath (LAC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
119,Tyler Badie (DEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
120,Hassan Haskins (TEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,4.0
121,Sean Tucker (TB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2%,4.0
122,Israel Abanikanda (NYJ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3%,4.0
123,Malik Davis (DAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,4.0
124,Bryant Koback (SEA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,4.0
125,Evan Hull (IND),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4%,4.0
126,Ellis Merriweather (GB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
127,Emanuel Wilson (GB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,4.0
128,Owen Wright (BAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
129,Chris Brooks (MIA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,4.0
130,Jordan Mims (NO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
131,Deneric Prince (KC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
132,Levi Bell (SEA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
133,Zavier Scott (IND),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
134,Robert Burns (CHI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
135,Jacob Saylors (ATL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
136,Keaton Mitchell (BAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.9%,4.0
137,Xazavian Valladay (NYJ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
138,Kenny McIntosh (SEA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2%,4.0
139,Henry Pearson (GB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
140,Carlos Washington Jr. (ATL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
141,Jack Colletto (PIT),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
142,Elijah Dotson (LAC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2%,4.0
143,Lew Nichols III (PHI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
144,Elijah Mitchell (SF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1%,4.0
145,Chris Evans (CIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2%,4.0
146,Javian Hawkins (TEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
147,Jashaun Corbin (NYG),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
148,Spencer Brown (CAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
149,Kene Nwangwu (MIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5%,4.0
150,Sincere McCormick (LV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
151,Avery Williams (ATL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
152,Keaontay Ingram (ARI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1%,4.0
153,Gerrid Doaks (HOU),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
154,Adam Prentice (NO),1.0,5.0,5.0,5.0,0.0,0.0,1.0,2.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0%,4.0
155,Snoop Conner (JAC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
156,Tyrion Davis-Price (SF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,4.0
157,Chris Rodriguez Jr. (WAS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8%,4.0
158,Tyler Goodson (IND),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
159,Zach Evans (LAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1%,4.0
160,Kevin Harris (NE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,4.0
161,Eric Gray (NYG),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1%,4.0
162,Nick Bellore (SEA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0%,4.0
163,Chad Spann (HOU),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
164,Jay Finley (CIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
165,Shane Bannon (KC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,4.0
