RANK,PLAYER,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,WEEK
19,Alvin Kamara (NO),9.0,26.0,2.9,13.0,0.0,0.0,4.0,5.0,44.0,11.0,0.0,0.0,1.0,11.0,11.0,98.6%,9.0
20,Tyler Allgeier (ATL),12.0,39.0,3.3,13.0,0.0,1.0,2.0,3.0,-9.0,-4.5,0.0,0.0,1.0,11.0,11.0,50.6%,9.0
21,Chuba Hubbard (CAR),16.0,58.0,3.6,20.0,1.0,0.0,4.0,6.0,9.0,2.3,0.0,0.0,1.0,10.7,10.7,55.5%,9.0
22,Jerick McKinnon (KC),1.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,22.0,11.0,1.0,0.0,1.0,10.4,10.4,29.1%,9.0
23,Breece Hall (NYJ),16.0,50.0,3.1,10.0,0.0,0.0,4.0,4.0,10.0,2.5,0.0,0.0,1.0,10.0,10.0,98.1%,9.0
24,Kareem Hunt (CLE),14.0,38.0,2.7,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.8,9.8,65.9%,9.0
25,D'Andre Swift (PHI),18.0,43.0,2.4,8.0,0.0,0.0,2.0,2.0,31.0,15.5,0.0,0.0,1.0,9.4,9.4,97.6%,9.0
26,Kenneth Gainwell (PHI),3.0,22.0,7.3,12.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,9.3,9.3,20.8%,9.0
27,Tony Pollard (DAL),12.0,51.0,4.3,15.0,0.0,0.0,3.0,5.0,12.0,4.0,0.0,0.0,1.0,9.3,9.3,99.7%,9.0
28,Miles Sanders (CAR),6.0,39.0,6.5,11.0,0.0,0.0,3.0,5.0,22.0,7.3,0.0,0.0,1.0,9.1,9.1,55.3%,9.0
29,Michael Carter (ARI),0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,24.0,4.0,0.0,0.0,1.0,8.4,8.4,1.7%,9.0
30,D'Onta Foreman (CHI),20.0,83.0,4.2,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.3,8.3,50.2%,9.0
31,James Cook (BUF),6.0,20.0,3.3,8.0,0.0,0.0,4.0,4.0,19.0,4.8,0.0,0.0,1.0,7.9,7.9,94.7%,9.0
32,Cam Akers (MIN),8.0,25.0,3.1,19.0,0.0,0.0,3.0,3.0,13.0,4.3,0.0,0.0,1.0,6.8,6.8,24.5%,9.0
33,Jeff Wilson Jr. (MIA),2.0,6.0,3.0,6.0,0.0,0.0,3.0,4.0,32.0,10.7,0.0,0.0,1.0,6.8,6.8,16.6%,9.0
34,Isiah Pacheco (KC),16.0,66.0,4.1,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.6,6.6,96.2%,9.0
35,Tyjae Spears (TEN),5.0,18.0,3.6,8.0,0.0,0.0,4.0,6.0,4.0,1.0,0.0,0.0,1.0,6.2,6.2,36.1%,9.0
36,Ezekiel Elliott (NE),6.0,17.0,2.8,8.0,0.0,0.0,3.0,5.0,15.0,5.0,0.0,0.0,1.0,6.2,6.2,36.9%,9.0
37,Bijan Robinson (ATL),11.0,51.0,4.6,14.0,0.0,0.0,2.0,4.0,8.0,4.0,0.0,1.0,1.0,5.9,5.9,99.7%,9.0
38,Darrell Henderson Jr. (LAR),10.0,19.0,1.9,6.0,0.0,0.0,2.0,2.0,16.0,8.0,0.0,0.0,1.0,5.5,5.5,38.3%,9.0
39,AJ Dillon (GB),9.0,40.0,4.4,12.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,5.3,5.3,65.8%,9.0
40,Devin Singletary (HOU),13.0,26.0,2.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,4.6,4.6,78.0%,9.0
41,Ameer Abdullah (LV),2.0,8.0,4.0,5.0,0.0,0.0,2.0,2.0,17.0,8.5,0.0,0.0,1.0,4.5,4.5,0.5%,9.0
42,Emanuel Wilson (GB),4.0,43.0,10.8,31.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.3,4.3,0.1%,9.0
43,Darrynton Evans (MIA),1.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,19.0,9.5,0.0,0.0,1.0,4.1,4.1,0.2%,9.0
44,Kendre Miller (NO),1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,31.0,31.0,0.0,0.0,1.0,4.1,4.1,3.9%,9.0
45,Justice Hill (BAL),13.0,40.0,3.1,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,18.1%,9.0
46,Jamaal Williams (NO),3.0,6.0,2.0,3.0,0.0,0.0,2.0,3.0,6.0,3.0,0.0,0.0,1.0,3.2,3.2,20.6%,9.0
47,Joshua Kelley (LAC),3.0,18.0,6.0,12.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,3.2,3.2,13.4%,9.0
48,Royce Freeman (LAR),12.0,32.0,2.7,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.2,3.2,16.6%,9.0
49,Salvon Ahmed (MIA),3.0,4.0,1.3,9.0,0.0,0.0,2.0,3.0,8.0,4.0,0.0,0.0,1.0,3.2,3.2,2.0%,9.0
50,Dare Ogunbowale (HOU),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.1%,9.0
51,Tony Jones Jr. (NO),3.0,2.0,0.7,4.0,0.0,0.0,2.0,3.0,5.0,2.5,0.0,0.0,1.0,2.7,2.7,0.3%,9.0
52,Kenneth Walker III (SEA),9.0,16.0,1.8,6.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.7,2.7,98.0%,9.0
53,Zack Moss (IND),7.0,26.0,3.7,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6,2.6,56.4%,9.0
54,Roschon Johnson (CHI),2.0,6.0,3.0,4.0,0.0,0.0,1.0,1.0,9.0,9.0,0.0,0.0,1.0,2.5,2.5,21.6%,9.0
55,Zach Charbonnet (SEA),4.0,8.0,2.0,4.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,1.0,2.3,2.3,64.6%,9.0
56,Matt Breida (NYG),2.0,5.0,2.5,3.0,0.0,0.0,1.0,2.0,6.0,6.0,0.0,0.0,1.0,2.1,2.1,3.1%,9.0
57,Latavius Murray (BUF),2.0,4.0,2.0,2.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,2.0,2.0,19.8%,9.0
58,Dalvin Cook (NYJ),2.0,7.0,3.5,4.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.8,1.8,26.7%,9.0
59,Ke'Shawn Vaughn (TB),4.0,9.0,2.3,4.0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.0,0.0,1.0,1.8,1.8,0.3%,9.0
60,Nick Bawden (NYJ),0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,1.0,1.7,1.7,0.0%,9.0
61,Raheem Blackshear (CAR),1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,1.0,1.5,1.5,0.4%,9.0
62,Trayveon Williams (CIN),3.0,13.0,4.3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3,1.3,0.7%,9.0
63,Cordarrelle Patterson (ATL),1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,1.3,1.3,1.8%,9.0
64,Pierre Strong Jr. (CLE),3.0,9.0,3.0,4.0,0.0,0.0,1.0,1.0,-7.0,-7.0,0.0,0.0,1.0,1.2,1.2,0.9%,9.0
65,Alec Ingold (MIA),0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.1,1.1,0.1%,9.0
66,Rico Dowdle (DAL),2.0,8.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.8,10.7%,9.0
67,Keaontay Ingram (ARI),9.0,8.0,0.9,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.8,3.1%,9.0
68,Rashaad Penny (PHI),2.0,8.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.8,12.3%,9.0
69,Chase Edmonds (TB),3.0,-5.0,-1.7,2.0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.0,0.0,1.0,0.4,0.4,0.9%,9.0
70,Mike Boone (HOU),1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.3,1.2%,9.0
71,Deon Jackson (NYG),1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,1.3%,9.0
72,La'Mical Perine (KC),1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1,0.0%,9.0
73,Austin Walter (LV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,9.0
74,Khari Blasingame (CHI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,9.0
75,Andrew Beck (HOU),0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,2.5,0.0,0.0,1.0,0.0,0.0,0.0%,9.0
76,Craig Reynolds (DET),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7%,9.0
77,Clyde Edwards-Helaire (KC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8%,9.0
78,Trey Sermon (IND),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1%,9.0
79,Anthony McFarland Jr. (PIT),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,9.0
80,Eno Benjamin (NO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,9.0
81,J.K. Dobbins (BAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7%,9.0
82,Travis Etienne Jr. (JAC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9%,9.0
83,Derrick Gore (WAS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,9.0
84,D'Ernest Johnson (JAC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6%,9.0
85,Jakob Johnson (LV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,9.0
86,J.J. Taylor (HOU),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,9.0
87,David Montgomery (DET),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0%,9.0
88,Patrick Laird (TB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,9.0
89,Damien Harris (BUF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9%,9.0
90,Ty Johnson (BUF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2%,9.0
91,Travis Homer (CHI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,9.0
92,Mike Weber (NYG),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,9.0
93,Qadree Ollison (PIT),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,9.0
94,Demetric Felton Jr. (CIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,9.0
95,Jermar Jefferson (DET),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,9.0
96,Jonathan Ward (TEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,9.0
97,Jaret Patterson (LAC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,9.0
98,Mohamed Ibrahim (DET),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,9.0
99,Patrick Taylor Jr. (GB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3%,9.0
100,DeeJay Dallas (SEA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5%,9.0
101,Ty Chandler (MIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.9%,9.0
102,JaMycal Hasty (NE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,9.0
103,Reggie Gilliam (BUF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,9.0
104,James Robinson (GB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6%,9.0
105,Brittain Brown (LV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,9.0
106,Julius Chestnut (TEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,9.0
107,Zonovan Knight (DET),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3%,9.0
108,Troy Hairston II (HOU),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,9.0
109,DeWayne McBride (MIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,9.0
110,Ronnie Rivers (LAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3%,9.0
111,Zander Horvath (LAC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,9.0
112,Tyler Badie (DEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,9.0
113,Hassan Haskins (TEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,9.0
114,Sean Tucker (TB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2%,9.0
115,Israel Abanikanda (NYJ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3%,9.0
116,Bryant Koback (SEA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,9.0
117,Malik Davis (DAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,9.0
118,Chase Brown (CIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8%,9.0
119,Jaleel McLaughlin (DEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6%,9.0
120,Hunter Luepke (DAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,9.0
121,Ellis Merriweather (GB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,9.0
122,Owen Wright (BAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,9.0
123,Chris Brooks (MIA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,9.0
124,Jordan Mims (NO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,9.0
125,Deneric Prince (KC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,9.0
126,Levi Bell (SEA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,9.0
127,Zavier Scott (IND),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,9.0
128,Robert Burns (CHI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,9.0
129,Jacob Saylors (ATL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,9.0
130,Evan Hull (IND),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4%,9.0
131,Xazavian Valladay (NYJ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,9.0
132,Kenny McIntosh (SEA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2%,9.0
133,Henry Pearson (GB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,9.0
134,Emari Demercado (ARI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6%,9.0
135,Carlos Washington Jr. (ATL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,9.0
136,Jack Colletto (PIT),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,9.0
137,Elijah Dotson (LAC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2%,9.0
138,Lew Nichols III (PHI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,9.0
139,Javian Hawkins (TEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,9.0
140,Javonte Williams (DEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.3%,9.0
141,Chris Evans (CIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2%,9.0
142,Khalil Herbert (CHI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.5%,9.0
143,Elijah Mitchell (SF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1%,9.0
144,Jashaun Corbin (NYG),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,9.0
145,Dameon Pierce (HOU),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.9%,9.0
146,Tank Bigsby (JAC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4%,9.0
147,Jahmyr Gibbs (DET),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.8%,9.0
148,Spencer Brown (CAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,9.0
149,Kene Nwangwu (MIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5%,9.0
150,Sincere McCormick (LV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,9.0
151,Avery Williams (ATL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,9.0
152,Isaiah Spiller (LAC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3%,9.0
153,Gerrid Doaks (HOU),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,9.0
154,Adam Prentice (NO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,9.0
155,Gary Brightwell (NYG),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3%,9.0
156,De'Von Achane (MIA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.6%,9.0
157,Jordan Mason (SF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7%,9.0
158,Snoop Conner (JAC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,9.0
159,Tyrion Davis-Price (SF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,9.0
160,Chris Rodriguez Jr. (WAS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8%,9.0
161,Deuce Vaughn (DAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2%,9.0
162,Tyler Goodson (IND),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,9.0
163,Zach Evans (LAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1%,9.0
164,Kevin Harris (NE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,9.0
165,Eric Gray (NYG),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,9.0
