RANK,PLAYER,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,WEEK
22,Josh Jacobs (LV),25.0,77.0,3.1,18.0,0.0,0.0,2.0,5.0,16.0,8.0,0.0,0.0,1.0,11.3,11.3,99.8%,6.0
23,Alexander Mattison (MIN),18.0,44.0,2.4,8.0,0.0,0.0,4.0,7.0,28.0,7.0,0.0,0.0,1.0,11.2,11.2,89.6%,6.0
24,Jerome Ford (CLE),17.0,84.0,4.9,22.0,1.0,0.0,2.0,2.0,7.0,3.5,0.0,0.0,1.0,11.1,11.1,87.4%,6.0
25,Austin Ekeler (LAC),14.0,27.0,1.9,6.0,0.0,0.0,4.0,6.0,35.0,8.8,0.0,0.0,1.0,10.2,10.2,100.0%,6.0
26,Joe Mixon (CIN),12.0,38.0,3.2,5.0,0.0,0.0,3.0,4.0,24.0,8.0,0.0,0.0,1.0,9.2,9.2,98.7%,6.0
27,Jordan Mason (SF),5.0,27.0,5.4,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.7,8.7,1.7%,6.0
28,Antonio Gibson (WAS),3.0,15.0,5.0,9.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,8.6,8.6,47.3%,6.0
29,D'Onta Foreman (CHI),15.0,65.0,4.3,10.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,7.7,7.7,50.2%,6.0
30,Tyjae Spears (TEN),4.0,15.0,3.8,12.0,0.0,0.0,1.0,1.0,48.0,48.0,0.0,0.0,1.0,7.3,7.3,36.1%,6.0
31,Javonte Williams (DEN),10.0,52.0,5.2,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.2,7.2,91.3%,6.0
32,Devin Singletary (HOU),12.0,58.0,4.8,17.0,0.0,0.0,1.0,2.0,4.0,4.0,0.0,0.0,1.0,7.2,7.2,78.0%,6.0
33,James Cook (BUF),14.0,71.0,5.1,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.1,7.1,94.7%,6.0
34,Keaontay Ingram (ARI),10.0,40.0,4.0,12.0,0.0,0.0,2.0,2.0,11.0,5.5,0.0,0.0,1.0,7.1,7.1,3.1%,6.0
35,Rachaad White (TB),7.0,26.0,3.7,8.0,0.0,0.0,3.0,4.0,12.0,4.0,0.0,0.0,1.0,6.8,6.8,95.1%,6.0
36,Justice Hill (BAL),8.0,35.0,4.4,10.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,6.5,6.5,18.1%,6.0
37,Craig Reynolds (DET),10.0,15.0,1.5,8.0,0.0,0.0,2.0,2.0,28.0,14.0,0.0,0.0,1.0,6.3,6.3,2.7%,6.0
38,Gus Edwards (BAL),16.0,41.0,2.6,8.0,0.0,0.0,1.0,1.0,12.0,12.0,0.0,0.0,1.0,6.3,6.3,85.8%,6.0
39,Jaleel McLaughlin (DEN),7.0,30.0,4.3,9.0,0.0,0.0,2.0,2.0,12.0,6.0,0.0,0.0,1.0,6.2,6.2,17.6%,6.0
40,Damien Williams (FA),8.0,36.0,4.5,9.0,0.0,0.0,1.0,1.0,8.0,8.0,0.0,0.0,1.0,5.4,5.4,0.1%,6.0
41,Tyler Allgeier (ATL),13.0,51.0,3.9,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.1,5.1,50.6%,6.0
42,Jerick McKinnon (KC),0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,20.0,6.7,0.0,0.0,1.0,5.0,5.0,29.1%,6.0
43,Latavius Murray (BUF),12.0,45.0,3.8,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,4.5,19.8%,6.0
44,Darrynton Evans (MIA),9.0,32.0,3.6,12.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,4.4,4.4,0.2%,6.0
45,David Montgomery (DET),6.0,14.0,2.3,6.0,0.0,0.0,1.0,1.0,19.0,19.0,0.0,0.0,1.0,4.3,4.3,96.0%,6.0
46,Zach Charbonnet (SEA),2.0,5.0,2.5,3.0,0.0,0.0,2.0,2.0,14.0,7.0,0.0,0.0,1.0,3.9,3.9,64.6%,6.0
47,Dameon Pierce (HOU),13.0,34.0,2.6,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.4,3.4,69.9%,6.0
48,Raheem Blackshear (CAR),5.0,18.0,3.6,9.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,3.2,3.2,0.4%,6.0
49,Zamir White (LV),2.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,7.0,3.5,0.0,0.0,1.0,2.9,2.9,1.3%,6.0
50,Chris Brooks (MIA),6.0,28.0,4.7,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.8,2.8,0.1%,6.0
51,Kenneth Gainwell (PHI),2.0,13.0,6.5,12.0,0.0,0.0,1.0,2.0,4.0,4.0,0.0,0.0,1.0,2.7,2.7,20.8%,6.0
52,Emari Demercado (ARI),2.0,11.0,5.5,6.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,2.7,2.7,9.6%,6.0
53,Boston Scott (PHI),2.0,2.0,1.0,9.0,0.0,0.0,1.0,1.0,14.0,14.0,0.0,0.0,1.0,2.6,2.6,0.2%,6.0
54,Clyde Edwards-Helaire (KC),2.0,7.0,3.5,7.0,0.0,0.0,1.0,1.0,9.0,9.0,0.0,0.0,1.0,2.6,2.6,3.8%,6.0
55,Cam Akers (MIN),1.0,8.0,8.0,8.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,1.0,2.5,2.5,24.5%,6.0
56,Dalvin Cook (NYJ),3.0,12.0,4.0,8.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2.4,2.4,26.7%,6.0
57,Ronnie Rivers (LAR),3.0,9.0,3.0,6.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,2.3,2.3,0.3%,6.0
58,Trayveon Williams (CIN),0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.5,0.0,0.0,1.0,2.3,2.3,0.7%,6.0
59,Chris Rodriguez Jr. (WAS),4.0,23.0,5.8,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.3,2.3,0.8%,6.0
60,Devine Ozigbo (FA),3.0,5.0,1.7,4.0,0.0,0.0,1.0,1.0,8.0,8.0,0.0,0.0,1.0,2.3,2.3,0.0%,6.0
61,Chase Brown (CIN),1.0,4.0,4.0,4.0,0.0,0.0,1.0,1.0,8.0,8.0,0.0,0.0,1.0,2.2,2.2,0.8%,6.0
62,Kendre Miller (NO),2.0,-1.0,-0.5,3.0,0.0,0.0,1.0,2.0,13.0,13.0,0.0,0.0,1.0,2.2,2.2,3.9%,6.0
63,Ty Montgomery II (NE),0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,9.0,0.0,0.0,1.0,1.9,1.9,0.2%,6.0
64,Kyle Juszczyk (SF),0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,9.0,0.0,0.0,1.0,1.9,1.9,0.3%,6.0
65,D'Ernest Johnson (JAC),1.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9,1.9,0.6%,6.0
66,Tank Bigsby (JAC),3.0,2.0,0.7,3.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,1.8,1.8,6.4%,6.0
67,Samaje Perine (DEN),0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,16.0,8.0,0.0,1.0,1.0,1.6,1.6,22.4%,6.0
68,Cordarrelle Patterson (ATL),1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,1.6,1.6,1.8%,6.0
69,Joshua Kelley (LAC),1.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,1.4,1.4,13.4%,6.0
70,Patrick Ricard (BAL),0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,1.3,1.3,0.1%,6.0
71,Matt Breida (NYG),4.0,13.0,3.3,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.3,1.3,3.1%,6.0
72,Rico Dowdle (DAL),3.0,12.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,1.2,10.7%,6.0
73,Mike Boone (HOU),1.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1,1.1,1.2%,6.0
74,Khari Blasingame (CHI),0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.1,1.1,0.0%,6.0
75,Zach Evans (LAR),4.0,10.0,2.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.1%,6.0
76,DeeJay Dallas (SEA),0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.0,0.0,1.0,0.9,0.9,0.5%,6.0
77,Ke'Shawn Vaughn (TB),6.0,9.0,1.5,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.9,0.9,0.3%,6.0
78,Michael Carter (ARI),1.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,1.7%,6.0
79,Eric Gray (NYG),1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.1%,6.0
80,Isaiah Spiller (LAC),1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.3%,6.0
81,Michael Burton (DEN),2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.0%,6.0
82,Damien Harris (BUF),1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1,7.9%,6.0
83,Austin Walter (LV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
84,Andrew Beck (HOU),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,6.0
85,Jakob Johnson (LV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,6.0
86,Anthony McFarland Jr. (PIT),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,6.0
87,J.J. Taylor (HOU),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
88,Trey Sermon (IND),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1%,6.0
89,Eno Benjamin (NO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
90,AJ Dillon (GB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.8%,6.0
91,La'Mical Perine (KC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
92,Najee Harris (PIT),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0%,6.0
93,J.K. Dobbins (BAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7%,6.0
94,Derrick Gore (WAS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
95,Miles Sanders (CAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.3%,6.0
96,Ty Johnson (BUF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2%,6.0
97,Patrick Laird (TB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,6.0
98,Mike Weber (NYG),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
99,Travis Homer (CHI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,6.0
100,Darrell Henderson Jr. (LAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.3%,6.0
101,Alec Ingold (MIA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1%,6.0
102,Qadree Ollison (PIT),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
103,Ty Chandler (MIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.9%,6.0
104,Deon Jackson (NYG),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3%,6.0
105,Demetric Felton Jr. (CIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
106,Jermar Jefferson (DET),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,6.0
107,Mohamed Ibrahim (DET),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
108,Jaret Patterson (LAC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
109,Tony Jones Jr. (NO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3%,6.0
110,James Robinson (GB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6%,6.0
111,JaMycal Hasty (NE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,6.0
112,Patrick Taylor Jr. (GB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3%,6.0
113,Jonathan Ward (TEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
114,Reggie Gilliam (BUF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1%,6.0
115,Brittain Brown (LV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
116,Julius Chestnut (TEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,6.0
117,Zonovan Knight (DET),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3%,6.0
118,Troy Hairston II (HOU),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
119,DeWayne McBride (MIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
120,Zander Horvath (LAC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
121,Pierre Strong Jr. (CLE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9%,6.0
122,Tyler Badie (DEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
123,Hassan Haskins (TEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,6.0
124,Sean Tucker (TB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2%,6.0
125,Malik Davis (DAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1%,6.0
126,Israel Abanikanda (NYJ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3%,6.0
127,Bryant Koback (SEA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
128,Jaylen Warren (PIT),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.3%,6.0
129,Roschon Johnson (CHI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6%,6.0
130,Emanuel Wilson (GB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,6.0
131,Hunter Luepke (DAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,6.0
132,Ellis Merriweather (GB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
133,Owen Wright (BAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
134,Jordan Mims (NO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,6.0
135,Deneric Prince (KC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
136,Levi Bell (SEA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
137,Zavier Scott (IND),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
138,Robert Burns (CHI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
139,Jacob Saylors (ATL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
140,Evan Hull (IND),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4%,6.0
141,Keaton Mitchell (BAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.9%,6.0
142,Xazavian Valladay (NYJ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
143,Kenny McIntosh (SEA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2%,6.0
144,Henry Pearson (GB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
145,Carlos Washington Jr. (ATL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
146,Jack Colletto (PIT),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
147,Elijah Dotson (LAC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2%,6.0
148,Lew Nichols III (PHI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
149,Chris Evans (CIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2%,6.0
150,Khalil Herbert (CHI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.5%,6.0
151,Javian Hawkins (TEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
152,Jashaun Corbin (NYG),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
153,Gerrid Doaks (HOU),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
154,Avery Williams (ATL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
155,Spencer Brown (CAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
156,Kene Nwangwu (MIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5%,6.0
157,Sincere McCormick (LV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
158,Gary Brightwell (NYG),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3%,6.0
159,Adam Prentice (NO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
160,Snoop Conner (JAC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
161,Tyrion Davis-Price (SF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,6.0
162,Deuce Vaughn (DAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2%,6.0
163,Tyler Goodson (IND),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,6.0
164,Jahmyr Gibbs (DET),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.8%,6.0
165,De'Von Achane (MIA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.6%,6.0
