RANK,PLAYER,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST,WEEK
32,Tyjae Spears (TEN),8.0,49.0,6.1,14.0,0.0,0.0,2.0,2.0,6.0,3.0,0.0,0.0,1.0,7.5,7.5,36.1%,2.0
33,AJ Dillon (GB),15.0,55.0,3.7,8.0,0.0,0.0,1.0,1.0,8.0,8.0,0.0,0.0,1.0,7.3,7.3,65.8%,2.0
34,Salvon Ahmed (MIA),3.0,13.0,4.3,10.0,0.0,0.0,3.0,3.0,28.0,9.3,0.0,0.0,1.0,7.1,7.1,2.0%,2.0
35,Khalil Herbert (CHI),7.0,35.0,5.0,8.0,0.0,0.0,1.0,3.0,23.0,23.0,0.0,0.0,1.0,6.8,6.8,70.5%,2.0
36,Jaleel McLaughlin (DEN),1.0,5.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.5,6.5,17.6%,2.0
37,Nick Chubb (CLE),10.0,64.0,6.4,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.4,6.4,22.8%,2.0
38,Deuce Vaughn (DAL),3.0,16.0,5.3,13.0,0.0,0.0,3.0,3.0,16.0,5.3,0.0,0.0,1.0,6.2,6.2,1.2%,2.0
39,Roschon Johnson (CHI),4.0,32.0,8.0,29.0,1.0,0.0,2.0,2.0,10.0,5.0,0.0,0.0,1.0,6.2,6.2,21.6%,2.0
40,Travis Etienne Jr. (JAC),12.0,40.0,3.3,9.0,0.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,6.2,6.2,99.9%,2.0
41,Pierre Strong Jr. (CLE),2.0,1.0,0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.1,6.1,0.9%,2.0
42,Dameon Pierce (HOU),15.0,31.0,2.1,10.0,0.0,0.0,2.0,3.0,4.0,2.0,0.0,0.0,1.0,5.5,5.5,69.9%,2.0
43,Samaje Perine (DEN),1.0,4.0,4.0,4.0,0.0,0.0,3.0,4.0,20.0,6.7,0.0,0.0,1.0,5.4,5.4,22.4%,2.0
44,Rico Dowdle (DAL),7.0,26.0,3.7,9.0,0.0,0.0,1.0,1.0,17.0,17.0,0.0,0.0,1.0,5.3,5.3,10.7%,2.0
45,Najee Harris (PIT),10.0,43.0,4.3,21.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,5.3,5.3,93.0%,2.0
46,Jerick McKinnon (KC),1.0,-2.0,-2.0,0.0,0.0,0.0,3.0,3.0,24.0,8.0,0.0,0.0,1.0,5.2,5.2,29.1%,2.0
47,Zach Charbonnet (SEA),4.0,16.0,4.0,9.0,0.0,0.0,2.0,2.0,14.0,7.0,0.0,0.0,1.0,5.0,5.0,64.6%,2.0
48,Alexander Mattison (MIN),8.0,28.0,3.5,7.0,0.0,0.0,3.0,6.0,11.0,3.7,0.0,1.0,1.0,4.9,4.9,89.6%,2.0
49,Tyler Allgeier (ATL),16.0,48.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.8,4.8,50.6%,2.0
50,Boston Scott (PHI),5.0,40.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.2%,2.0
51,Elijah Dotson (LAC),4.0,6.0,1.5,2.0,0.0,0.0,2.0,2.0,13.0,6.5,0.0,0.0,1.0,3.9,3.9,0.2%,2.0
52,Joshua Kelley (LAC),13.0,39.0,3.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.9,3.9,13.4%,2.0
53,Clyde Edwards-Helaire (KC),1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,17.0,8.5,0.0,0.0,1.0,3.7,3.7,3.8%,2.0
54,Devin Singletary (HOU),4.0,14.0,3.5,5.0,0.0,0.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,3.4,3.4,78.0%,2.0
55,Jamaal Williams (NO),9.0,29.0,3.2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.9,2.9,20.6%,2.0
56,Ty Chandler (MIN),1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,9.0,4.5,0.0,0.0,1.0,2.9,2.9,46.9%,2.0
57,D'Ernest Johnson (JAC),1.0,8.0,8.0,8.0,0.0,0.0,1.0,1.0,9.0,9.0,0.0,0.0,1.0,2.7,2.7,0.6%,2.0
58,Emari Demercado (ARI),1.0,-2.0,-2.0,0.0,0.0,0.0,2.0,2.0,7.0,3.5,0.0,0.0,1.0,2.5,2.5,9.6%,2.0
59,Rashaad Penny (PHI),3.0,9.0,3.0,6.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,1.0,2.4,2.4,12.3%,2.0
60,Trayveon Williams (CIN),0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,1.0,2.4,2.4,0.7%,2.0
61,Michael Carter (ARI),2.0,8.0,4.0,6.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,2.1,2.1,1.7%,2.0
62,De'Von Achane (MIA),1.0,5.0,5.0,5.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,1.9,1.9,92.6%,2.0
63,Craig Reynolds (DET),3.0,7.0,2.3,5.0,0.0,0.0,1.0,1.0,-2.0,-2.0,0.0,0.0,1.0,1.5,1.5,2.7%,2.0
64,Ameer Abdullah (LV),0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,5.0,0.0,0.0,1.0,1.5,1.5,0.5%,2.0
65,Ronnie Rivers (LAR),0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,1.4,1.4,0.3%,2.0
66,Reggie Gilliam (BUF),0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,1.3,1.3,0.1%,2.0
67,Ezekiel Elliott (NE),5.0,13.0,2.6,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3,1.3,36.9%,2.0
68,Chase Edmonds (TB),2.0,12.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,1.2,0.9%,2.0
69,Breece Hall (NYJ),4.0,9.0,2.3,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.9,0.9,98.1%,2.0
70,Sean Tucker (TB),8.0,7.0,0.9,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.7,0.2%,2.0
71,Keaontay Ingram (ARI),2.0,6.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.6,3.1%,2.0
72,Matt Breida (NYG),1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,3.1%,2.0
73,Emanuel Wilson (GB),3.0,5.0,1.7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.1%,2.0
74,Dare Ogunbowale (HOU),2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.4,0.1%,2.0
75,Michael Burton (DEN),1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.3,0.0%,2.0
76,DeeJay Dallas (SEA),1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.3,0.5%,2.0
77,Isaiah Spiller (LAC),1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.3,0.3%,2.0
78,Dalvin Cook (NYJ),4.0,7.0,1.8,6.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,1.0,1.0,0.2,0.2,26.7%,2.0
79,Zamir White (LV),4.0,22.0,5.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.2,1.3%,2.0
80,Chase Brown (CIN),1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.8%,2.0
81,Patrick Taylor Jr. (GB),1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1,0.3%,2.0
82,Austin Walter (LV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
83,Khari Blasingame (CHI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,2.0
84,Andrew Beck (HOU),2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,2.0
85,Trey Sermon (IND),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,2.0
86,Darrynton Evans (MIA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2%,2.0
87,Anthony McFarland Jr. (PIT),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,2.0
88,Eno Benjamin (NO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
89,Ke'Shawn Vaughn (TB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3%,2.0
90,La'Mical Perine (KC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
91,Cam Akers (MIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5%,2.0
92,J.K. Dobbins (BAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7%,2.0
93,Jonathan Taylor (IND),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.5%,2.0
94,Derrick Gore (WAS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
95,Jakob Johnson (LV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,2.0
96,Ty Johnson (BUF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2%,2.0
97,Patrick Laird (TB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
98,Mike Weber (NYG),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
99,Travis Homer (CHI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,2.0
100,Darrell Henderson Jr. (LAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.3%,2.0
101,Alec Ingold (MIA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1%,2.0
102,Qadree Ollison (PIT),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
103,J.J. Taylor (HOU),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
104,Raheem Blackshear (CAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4%,2.0
105,Deon Jackson (NYG),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3%,2.0
106,Jermar Jefferson (DET),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,2.0
107,Demetric Felton Jr. (CIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
108,Jaret Patterson (LAC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
109,Mohamed Ibrahim (DET),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
110,Jonathan Ward (TEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
111,James Robinson (GB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6%,2.0
112,JaMycal Hasty (NE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,2.0
113,Kirk Merritt (FA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,2.0
114,Brittain Brown (LV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
115,Julius Chestnut (TEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1%,2.0
116,Zonovan Knight (DET),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3%,2.0
117,Troy Hairston II (HOU),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
118,Zander Horvath (LAC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
119,Tyler Badie (DEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
120,Hassan Haskins (TEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,2.0
121,Kendre Miller (NO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9%,2.0
122,Israel Abanikanda (NYJ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3%,2.0
123,Bryant Koback (SEA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
124,Malik Davis (DAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,2.0
125,Hunter Luepke (DAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,2.0
126,Ellis Merriweather (GB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
127,Owen Wright (BAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
128,Chris Brooks (MIA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,2.0
129,Jordan Mims (NO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
130,Deneric Prince (KC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
131,Levi Bell (SEA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
132,Zavier Scott (IND),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
133,Robert Burns (CHI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
134,Jacob Saylors (ATL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
135,DeWayne McBride (MIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
136,Keaton Mitchell (BAL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.9%,2.0
137,Xazavian Valladay (NYJ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
138,Kenny McIntosh (SEA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2%,2.0
139,Evan Hull (IND),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4%,2.0
140,Henry Pearson (GB),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
141,Carlos Washington Jr. (ATL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
142,Jack Colletto (PIT),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
143,Lew Nichols III (PHI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
144,Tank Bigsby (JAC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.4%,2.0
145,Elijah Mitchell (SF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1%,2.0
146,Chris Evans (CIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2%,2.0
147,Javian Hawkins (TEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
148,Jashaun Corbin (NYG),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
149,Spencer Brown (CAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
150,Kene Nwangwu (MIN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5%,2.0
151,Sincere McCormick (LV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
152,Avery Williams (ATL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
153,Gerrid Doaks (HOU),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
154,Adam Prentice (NO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,2.0
155,Gary Brightwell (NYG),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3%,2.0
156,Kenneth Gainwell (PHI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8%,2.0
157,Snoop Conner (JAC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
158,Tyrion Davis-Price (SF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,2.0
159,Chris Rodriguez Jr. (WAS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8%,2.0
160,Tyler Goodson (IND),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,2.0
161,Jordan Mason (SF),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.7%,2.0
162,Zach Evans (LAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1%,2.0
163,Kevin Harris (NE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,2.0
164,Eric Gray (NYG),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1%,2.0
165,Nick Bellore (SEA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0%,2.0
