RANK,PLAYER,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,WEEK
1,Terrel Bernard (BUF),5.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,32.5,32.5,69.7%,3.0
2,Zaire Franklin (IND),11.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,26.0,85.9%,3.0
3,Kyzir White (ARI),8.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,25.5,25.5,17.6%,3.0
4,Micah McFadden (NYG),9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.3,24.3,4.6%,3.0
5,Rashan Gary (GB),3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,24.0,1.9%,3.0
6,Lavonte David (TB),9.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,23.0,39.8%,3.0
7,Kenneth Murray Jr. (LAC),8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,21.8,21.8,10.4%,3.0
8,T.J. Edwards (CHI),6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.5,21.5,89.5%,3.0
9,Samson Ebukam (IND),4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,19.8,19.8,2.1%,3.0
10,Logan Wilson (CIN),3.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,18.3,18.3,57.6%,3.0
11,Matthew Judon (NE),2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,18.3,18.3,4.0%,3.0
12,Azeez Al-Shaair (TEN),3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,18.0,33.0%,3.0
13,Blake Cashman (HOU),3.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,18.0,18.0,11.1%,3.0
14,Leonard Floyd (BUF),2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,16.8,16.8,3.1%,3.0
15,Foyesade Oluokun (JAC),8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.5,16.5,96.8%,3.0
16,Jordan Hicks (MIN),5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,16.3,16.3,26.4%,3.0
17,T.J. Watt (PIT),2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,16.0,70.8%,3.0
18,Ernest Jones (LAR),7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,16.0,16.0,25.1%,3.0
19,Roquan Smith (BAL),4.0,8.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,15.5,15.5,96.2%,3.0
20,Devin White (TB),5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,15.5,15.5,22.1%,3.0
21,Alex Singleton (DEN),7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.3,15.3,49.0%,3.0
22,Cody Barton (WAS),7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,8.1%,3.0
23,Quincy Williams (NYJ),7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.5,14.5,61.4%,3.0
24,Patrick Queen (BAL),7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.3,14.3,44.3%,3.0
