RANK,PLAYER,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,WEEK
1,Jordan Hicks (MIN),5.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,27.8,27.8,26.4%,6.0
2,Bobby Okereke (NYG),8.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,26.3,26.3,81.2%,6.0
3,Lavonte David (TB),9.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,26.3,26.3,39.8%,6.0
4,Blake Cashman (HOU),9.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,26.0,26.0,11.1%,6.0
5,Foyesade Oluokun (JAC),10.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,24.3,24.3,96.8%,6.0
6,Quincy Williams (NYJ),9.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,23.8,23.8,61.4%,6.0
7,Terrel Bernard (BUF),9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.3,23.3,69.7%,6.0
8,Logan Wilson (CIN),8.0,3.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,21.3,21.3,57.6%,6.0
9,Jamin Davis (WAS),4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,19.5,19.5,11.2%,6.0
10,Jeremiah Owusu-Koramoah (CLE),3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,19.0,19.0,7.0%,6.0
11,Demario Davis (NO),4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,18.8,18.8,12.6%,6.0
12,Patrick Queen (BAL),7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18.5,18.5,44.3%,6.0
13,C.J. Mosley (NYJ),8.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,18.3,18.3,83.3%,6.0
14,Micah McFadden (NYG),3.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,18.0,18.0,4.6%,6.0
15,Azeez Al-Shaair (TEN),9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,18.0,33.0%,6.0
16,Bradley Chubb (MIA),4.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,18.0,18.0,17.7%,6.0
17,T.J. Edwards (CHI),6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,17.8,17.8,89.5%,6.0
18,Cody Barton (WAS),5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.5,17.5,8.1%,6.0
19,Alex Anzalone (DET),7.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,17.5,17.5,25.7%,6.0
20,Harold Landry III (TEN),5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.5,16.5,8.9%,6.0
21,Kyzir White (ARI),5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.3,16.3,17.6%,6.0
22,Jahlani Tavai (NE),5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,15.5,15.5,1.3%,6.0
23,Kenneth Murray Jr. (LAC),8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.3,15.3,10.4%,6.0
24,Devin Lloyd (JAC),7.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,11.3%,6.0
25,Alex Singleton (DEN),9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.3,14.3,49.0%,6.0
26,Fred Warner (SF),3.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,14.0,14.0,85.5%,6.0
27,Willie Gay Jr. (KC),5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,13.8,13.8,2.1%,6.0
