RANK,PLAYER,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,WEEK
1,T.J. Watt (PIT),5.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,35.5,35.5,70.8%,1.0
2,Roquan Smith (BAL),8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,27.0,96.2%,1.0
3,Germaine Pratt (CIN),7.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,26.5,26.5,14.2%,1.0
4,Zaire Franklin (IND),10.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,25.8,25.8,85.9%,1.0
5,Bobby Wagner (SEA),8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,22.0,75.4%,1.0
6,Dennis Gardeck (ARI),3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,19.8,19.8,0.9%,1.0
7,Quay Walker (GB),1.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,18.8,18.8,29.6%,1.0
8,Patrick Queen (BAL),3.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,18.5,18.5,44.3%,1.0
9,Quincy Williams (NYJ),9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,18.3,18.3,61.4%,1.0
10,Matt Milano (BUF),3.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,17.3,17.3,8.3%,1.0
11,Foyesade Oluokun (JAC),8.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,17.3,17.3,96.8%,1.0
12,Ernest Jones (LAR),4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.3,17.3,25.1%,1.0
13,Devin White (TB),7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.8,16.8,22.1%,1.0
14,Demario Davis (NO),9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.8,16.8,12.6%,1.0
15,Tremaine Edmunds (CHI),7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.3,16.3,25.8%,1.0
16,Lavonte David (TB),6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.5,15.5,39.8%,1.0
17,Elandon Roberts (PIT),6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.5,15.5,21.9%,1.0
18,Denzel Perryman (HOU),6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.3,15.3,5.5%,1.0
19,Jordyn Brooks (SEA),5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.3,15.3,28.9%,1.0
20,T.J. Edwards (CHI),6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,89.5%,1.0
21,Divine Deablo (LV),5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,14.5,14.5,11.9%,1.0
22,Troy Andersen (ATL),3.0,7.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,14.3,14.3,2.4%,1.0
23,Fred Warner (SF),5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.8,13.8,85.5%,1.0
24,Lorenzo Carter (ATL),2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,13.5,13.5,0.4%,1.0
25,Logan Wilson (CIN),6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,57.6%,1.0
26,Kyzir White (ARI),5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,17.6%,1.0
27,E.J. Speed (IND),3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,12.5,12.5,1.5%,1.0
28,Micah McFadden (NYG),3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.3,12.3,4.6%,1.0
29,Zaven Collins (ARI),0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,12.0,12.0,7.6%,1.0
30,Ja'Whaun Bentley (NE),3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.5,11.5,9.0%,1.0
31,Christian Harris (HOU),4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.5,11.5,1.3%,1.0
32,Leonard Floyd (BUF),1.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,11.5,11.5,3.1%,1.0
33,Kaden Elliss (ATL),6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.3,11.3,5.6%,1.0
34,Kwon Alexander (PIT),7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.3,11.3,1.5%,1.0
35,Terrel Bernard (BUF),4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.3,11.3,69.7%,1.0
36,Matthew Judon (NE),3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,4.0%,1.0
37,Alex Highsmith (PIT),4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.8,10.8,22.8%,1.0
38,Robert Spillane (LV),4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.8,10.8,26.4%,1.0
39,Bobby Okereke (NYG),4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.8,10.8,81.2%,1.0
