RANK,PLAYER,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,WEEK
1,Foyesade Oluokun (JAC),9.0,5.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,31.3,31.3,96.8%,7.0
2,Jerome Baker (MIA),6.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,27.8,27.8,11.6%,7.0
3,Bradley Chubb (MIA),5.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,23.5,23.5,17.7%,7.0
4,Jordyn Brooks (SEA),7.0,2.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,23.0,23.0,28.9%,7.0
5,Terrel Bernard (BUF),9.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,21.5,21.5,69.7%,7.0
6,Kenneth Murray Jr. (LAC),7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,20.3,20.3,10.4%,7.0
7,Lavonte David (TB),8.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,19.8,19.8,39.8%,7.0
8,Fred Warner (SF),7.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,19.0,19.0,85.5%,7.0
9,Tremaine Edmunds (CHI),6.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,18.5,18.5,25.8%,7.0
10,Eric Kendricks (LAC),7.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,18.5,18.5,16.9%,7.0
11,Kyle Van Noy (BAL),2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,18.3,18.3,0.3%,7.0
12,Shaquil Barrett (TB),4.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,17.8,17.8,5.8%,7.0
13,Nate Landman (ATL),5.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,16.8,16.8,10.5%,7.0
14,Dre Greenlaw (SF),8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,16.0,36.9%,7.0
15,Tony Fields II (CLE),2.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16.0,16.0,0.1%,7.0
16,Alex Singleton (DEN),6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.3,15.3,49.0%,7.0
17,Zaire Franklin (IND),9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,85.9%,7.0
18,Bobby Okereke (NYG),7.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,81.2%,7.0
19,Za'Darius Smith (CLE),4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,14.0,14.0,3.0%,7.0
20,Willie Gay Jr. (KC),3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,14.0,2.1%,7.0
21,Devin Lloyd (JAC),5.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.5,13.5,11.3%,7.0
22,Anthony Walker Jr. (CLE),2.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,13.0,13.0,1.2%,7.0
23,Isaiah McDuffie (GB),7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.8,12.8,1.4%,7.0
24,Kyzir White (ARI),3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.5,12.5,17.6%,7.0
25,David Mayo (WAS),7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,1.3%,7.0
26,Ogbonnia Okoronkwo (CLE),3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11.8,11.8,0.5%,7.0
27,Quay Walker (GB),4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.8,11.8,29.6%,7.0
28,Tyrel Dodson (BUF),5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.5,11.5,1.7%,7.0
29,Bobby Wagner (SEA),6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.3,11.3,75.4%,7.0
30,Roquan Smith (BAL),5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.3,11.3,96.2%,7.0
31,Josey Jewell (DEN),5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.3,11.3,28.5%,7.0
