RANK,PLAYER,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,WEEK
1,Blake Cashman (HOU),13.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,32.0,32.0,11.1%,11.0
2,Khalil Mack (LAC),8.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,30.5,30.5,21.4%,11.0
3,Elandon Roberts (PIT),11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.5,24.5,21.9%,11.0
4,David Mayo (WAS),5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,23.8,23.8,1.3%,11.0
5,Alex Anzalone (DET),11.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,23.5,23.5,25.7%,11.0
6,Bobby Okereke (NYG),6.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,23.0,23.0,81.2%,11.0
7,Fred Warner (SF),10.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,22.8,22.8,85.5%,11.0
8,Lavonte David (TB),7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,22.0,39.8%,11.0
9,Micah Parsons (DAL),2.0,4.0,2.5,0.0,0.0,0.0,0.0,0.0,1.0,21.0,21.0,62.8%,11.0
10,Ogbonnia Okoronkwo (CLE),4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,20.8,20.8,0.5%,11.0
11,Leonard Floyd (BUF),3.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,1.0,20.3,20.3,3.1%,11.0
12,Tyrel Dodson (BUF),6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,20.3,20.3,1.7%,11.0
13,Alex Singleton (DEN),11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.3,20.3,49.0%,11.0
14,Robert Spillane (LV),6.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,18.3,18.3,26.4%,11.0
15,Jamin Davis (WAS),5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,18.0,11.2%,11.0
16,Micah McFadden (NYG),5.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,17.8,17.8,4.6%,11.0
17,T.J. Edwards (CHI),5.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,17.0,17.0,89.5%,11.0
18,Isaiah Simmons (NYG),3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,17.0,17.0,4.6%,11.0
19,T.J. Watt (PIT),4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.5,16.5,70.8%,11.0
20,Ivan Pace Jr. (MIN),6.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,15.3,15.3,2.6%,11.0
21,Logan Wilson (CIN),6.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,15.3,15.3,57.6%,11.0
22,Patrick Queen (BAL),9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,44.3%,11.0
23,Tremaine Edmunds (CHI),4.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,14.8,14.8,25.8%,11.0
24,Ernest Jones (LAR),5.0,7.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,14.8,14.8,25.1%,11.0
25,Quincy Williams (NYJ),6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.5,14.5,61.4%,11.0
26,Bobby Wagner (SEA),6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.5,14.5,75.4%,11.0
27,Dre Greenlaw (SF),4.0,4.0,0.5,2.0,0.0,0.0,0.0,0.0,1.0,14.0,14.0,36.9%,11.0
28,Eric Kendricks (LAC),6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.8,13.8,16.9%,11.0
