RANK,PLAYER,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,WEEK
1,Alex Highsmith (PIT),5.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,32.0,32.0,22.8%,2.0
2,Micah Parsons (DAL),4.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,31.0,31.0,62.8%,2.0
3,Frankie Luvu (CAR),4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,25.3,25.3,40.9%,2.0
4,T.J. Watt (PIT),2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,25.0,25.0,70.8%,2.0
5,Robert Spillane (LV),8.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,23.0,26.4%,2.0
6,Fred Warner (SF),9.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,23.0,85.5%,2.0
7,Bradley Chubb (MIA),5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,22.0,22.0,17.7%,2.0
8,Kenneth Murray Jr. (LAC),5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,20.3,20.3,10.4%,2.0
9,Quay Walker (GB),8.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,20.3,20.3,29.6%,2.0
10,Shaquil Barrett (TB),2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,19.5,19.5,5.8%,2.0
11,Joe Tryon-Shoyinka (TB),4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,19.0,0.6%,2.0
12,Divine Deablo (LV),6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18.5,18.5,11.9%,2.0
13,Zaire Franklin (IND),8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.3,18.3,85.9%,2.0
14,E.J. Speed (IND),6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,18.0,1.5%,2.0
15,Tremaine Edmunds (CHI),8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.3,17.3,25.8%,2.0
16,Jordan Hicks (MIN),8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.8,16.8,26.4%,2.0
17,Foyesade Oluokun (JAC),6.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,16.0,16.0,96.8%,2.0
18,De'Vondre Campbell (GB),7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.8,15.8,29.0%,2.0
19,Alex Anzalone (DET),5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.5,15.5,25.7%,2.0
20,Kyzir White (ARI),5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.5,15.5,17.6%,2.0
21,Kaden Elliss (ATL),6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.5,15.5,5.6%,2.0
22,Kwon Alexander (PIT),8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.3,15.3,1.5%,2.0
23,Logan Wilson (CIN),7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.3,15.3,57.6%,2.0
24,Dennis Gardeck (ARI),4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,0.9%,2.0
25,Devin Lloyd (JAC),5.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,11.3%,2.0
26,Dre Greenlaw (SF),7.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,36.9%,2.0
27,Matthew Judon (NE),4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,4.0%,2.0
28,Kamu Grugier-Hill (CAR),5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.8,14.8,5.9%,2.0
29,David Long Jr. (MIA),4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.8,14.8,4.3%,2.0
30,Demario Davis (NO),4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.8,14.8,12.6%,2.0
31,Cole Holcomb (PIT),3.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,14.8,14.8,5.7%,2.0
32,C.J. Mosley (NYJ),5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,14.5,14.5,83.3%,2.0
33,Cody Barton (WAS),4.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,14.5,14.5,8.1%,2.0
34,Andrew Van Ginkel (MIA),2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,14.0,1.2%,2.0
35,Krys Barnes (ARI),6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.8,13.8,0.8%,2.0
36,Josey Jewell (DEN),7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.5,13.5,28.5%,2.0
37,Terrel Bernard (BUF),3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,13.3,13.3,69.7%,2.0
