RANK,PLAYER,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,WEEK
1,Fred Warner (SF),5.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,26.8,26.8,85.5%,5.0
2,Ernest Jones (LAR),10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.3,26.3,25.1%,5.0
3,Quincy Williams (NYJ),5.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,25.0,25.0,61.4%,5.0
4,T.J. Watt (PIT),2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,23.0,23.0,70.8%,5.0
5,Germaine Pratt (CIN),3.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,21.3,21.3,14.2%,5.0
6,Robert Spillane (LV),2.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,21.3,21.3,26.4%,5.0
7,C.J. Mosley (NYJ),6.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,20.8,20.8,83.3%,5.0
8,Kwon Alexander (PIT),6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,20.5,20.5,1.5%,5.0
9,Ja'Whaun Bentley (NE),5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18.5,18.5,9.0%,5.0
10,Bobby Okereke (NYG),4.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,18.5,18.5,81.2%,5.0
11,Terrel Bernard (BUF),8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,18.0,69.7%,5.0
12,Dre Greenlaw (SF),5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,18.0,18.0,36.9%,5.0
13,Cole Holcomb (PIT),8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,16.8,16.8,5.7%,5.0
14,Azeez Al-Shaair (TEN),7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.5,16.5,33.0%,5.0
15,David Long Jr. (MIA),4.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,16.3,16.3,4.3%,5.0
16,Zaire Franklin (IND),7.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,15.8,15.8,85.9%,5.0
17,Blake Cashman (HOU),5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.5,15.5,11.1%,5.0
18,T.J. Edwards (CHI),5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.3,15.3,89.5%,5.0
19,Roquan Smith (BAL),7.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,96.2%,5.0
20,Leonard Floyd (BUF),2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,15.0,15.0,3.1%,5.0
21,Jerome Baker (MIA),4.0,4.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,11.6%,5.0
22,Tyrel Dodson (BUF),4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,14.8,14.8,1.7%,5.0
23,Kyzir White (ARI),6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.5,14.5,17.6%,5.0
24,Divine Deablo (LV),6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.5,14.5,11.9%,5.0
25,Isaiah McDuffie (GB),6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.5,14.5,1.4%,5.0
26,Alex Anzalone (DET),8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.3,14.3,25.7%,5.0
27,Henry To'oTo'o (HOU),6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.5,13.5,1.8%,5.0
28,Jordan Hicks (MIN),6.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.5,13.5,26.4%,5.0
29,Leighton Vander Esch (DAL),4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,2.7%,5.0
30,Jack Gibbens (TEN),7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.8,12.8,2.2%,5.0
31,Andrew Van Ginkel (MIA),3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,12.5,12.5,1.2%,5.0
32,Nicholas Morrow (PHI),5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.5,12.5,1.6%,5.0
33,Isaiah Simmons (NYG),7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,4.6%,5.0
34,Oren Burks (SF),2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,11.8,11.8,0.3%,5.0
35,Preston Smith (GB),2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,11.8,11.8,4.4%,5.0
