Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Ronnie Harrison Jr.,12,2,0.0,1,1,0,0,0,1,26.0,26.0,3.1%,FA,12,2021
2,Pat Surtain II,4,1,0.0,2,2,0,0,1,1,25.8,25.8,4.8%,DEN,12,2021
3,Rasul Douglas,3,2,0.0,4,1,0,0,1,1,23.0,23.0,2.9%,BUF,12,2021
4,Kevin Byard III,9,3,1.0,0,0,0,0,0,1,22.3,22.3,20.7%,CHI,12,2021
5,Harrison Smith,6,5,0.0,2,1,0,0,0,1,20.8,20.8,5.9%,MIN,12,2021
6,Derwin James Jr.,5,2,0.0,1,1,0,0,0,1,20.5,20.5,48.4%,LAC,12,2021
7,Jamal Adams,6,3,0.0,2,1,0,0,0,1,19.3,19.3,3.5%,TEN,12,2021
8,Jayron Kearse,6,5,0.0,2,0,0,0,0,1,18.3,18.3,0.1%,FA,12,2021
9,Bradley Roby,7,1,0.0,1,1,0,0,0,1,17.8,17.8,0.0%,FA,12,2021
10,Donte Jackson,10,1,0.0,1,0,0,0,0,1,17.3,17.3,0.3%,PIT,12,2021
11,Mike Hilton,2,2,0.0,1,1,0,0,1,1,17.0,17.0,4.2%,CIN,12,2021
12,Xavier McKinney,4,4,0.0,2,1,0,0,0,1,17.0,17.0,39.0%,GB,12,2021
13,Minkah Fitzpatrick,5,4,0.0,1,1,0,0,0,1,17.0,17.0,22.8%,PIT,12,2021
14,Justin Simmons,7,1,0.0,2,0,0,0,0,1,16.8,16.8,2.8%,ATL,12,2021
15,Keanu Neal,6,6,0.0,0,0,0,0,0,1,16.0,16.0,0.1%,FA,12,2021
16,Landon Collins,5,2,0.0,0,0,1,0,0,1,15.5,15.5,0.0%,FA,12,2021
17,Antoine Winfield Jr.,5,2,0.0,1,1,0,0,0,1,15.5,15.5,66.8%,TB,12,2021
18,Kyle Fuller,8,1,0.0,0,0,0,0,0,1,15.3,15.3,0.0%,FA,12,2021
19,Jaylon Johnson,5,1,0.0,0,0,1,0,0,1,14.8,14.8,1.8%,CHI,12,2021
20,Pierre Desir,5,1,0.0,1,1,0,0,0,1,14.8,14.8,0.0%,FA,12,2021
21,Marlon Humphrey,7,1,0.0,2,0,0,0,0,1,14.3,14.3,1.2%,BAL,12,2021
22,John Johnson III,4,2,0.0,1,1,0,0,0,1,14.0,14.0,0.4%,LAR,12,2021
23,Kyle Dugger,5,3,0.0,0,0,0,1,0,1,13.8,13.8,17.4%,NE,12,2021
24,Avonte Maddox,8,0,0.0,1,0,0,0,0,1,13.5,13.5,0.1%,PHI,12,2021
25,J.C. Jackson,2,0,0.0,1,1,1,0,0,1,13.5,13.5,0.1%,FA,12,2021
26,Tyson Campbell,2,1,0.0,3,1,0,0,0,1,13.3,13.3,8.1%,JAC,12,2021
27,Jourdan Lewis,5,2,1.0,0,0,0,0,0,1,13.0,13.0,0.4%,DAL,12,2021
28,Johnathan Abram,7,3,0.0,0,0,0,0,0,1,12.8,12.8,0.1%,NO,12,2021
29,Dean Marlowe,6,3,0.0,1,0,0,0,0,1,12.8,12.8,0.0%,FA,12,2021
30,Kamren Curl,4,0,1.0,0,0,0,0,0,1,12.5,12.5,13.3%,LAR,12,2021
31,Darious Williams,7,0,0.0,1,0,0,0,0,1,12.0,12.0,2.2%,LAR,12,2021
32,Amani Oruwariye,2,1,0.0,2,1,0,0,0,1,11.8,11.8,0.0%,DAL,12,2021
33,Julian Love,1,3,0.5,1,0,0,1,0,1,11.3,11.3,31.7%,SEA,12,2021
34,Tavierre Thomas,3,0,0.0,1,1,0,0,0,1,11.0,11.0,0.1%,TB,12,2021
35,Nik Needham,2,2,0.0,1,1,0,0,0,1,11.0,11.0,0.0%,MIA,12,2021
36,Terrell Edmunds,5,1,0.0,0,0,0,0,0,1,10.8,10.8,0.6%,JAC,12,2021
37,Andrew Sendejo,3,3,0.0,0,0,0,1,0,1,10.8,10.8,0.0%,FA,12,2021
38,Aaron Robinson,4,2,0.0,2,0,0,0,0,1,10.5,10.5,0.0%,FA,12,2021
39,Jordan Fuller,3,4,0.0,2,0,0,0,0,1,10.5,10.5,4.7%,CAR,12,2021
40,Quandre Diggs,6,2,0.0,0,0,0,0,0,1,10.5,10.5,0.7%,TEN,12,2021
41,Jordan Whitehead,6,2,0.0,0,0,0,0,0,1,10.5,10.5,6.6%,TB,12,2021
42,Jeremy Chinn,5,2,0.0,1,0,0,0,0,1,10.5,10.5,4.1%,WAS,12,2021
43,Will Harris,5,2,0.0,1,0,0,0,0,1,10.5,10.5,0.0%,NO,12,2021
44,Patrick Peterson,5,0,0.0,0,0,0,0,0,1,10.0,10.0,0.6%,FA,12,2021
