Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Chris Jones,4,1,3.5,1,0,1,1,0,1,35.3,35.3,11.9%,KC,11,2021
2,Marcus Davenport,6,4,1.5,0,0,0,0,0,1,20.5,20.5,0.7%,DET,11,2021
3,Sam Hubbard,3,2,1.0,0,0,0,1,0,1,19.0,19.0,8.5%,CIN,11,2021
4,Nick Bosa,3,0,2.0,0,0,0,0,0,1,17.5,17.5,48.8%,SF,11,2021
5,Josh Hines-Allen,4,6,0.0,0,0,1,0,0,1,17.0,17.0,46.7%,JAC,11,2021
6,Christian Ringo,2,3,0.0,0,0,1,1,0,1,15.8,15.8,0.0%,FA,11,2021
7,Trevis Gipson,4,1,1.0,0,0,0,0,0,1,15.8,15.8,0.1%,SEA,11,2021
8,Bryan Mone,1,3,1.5,0,0,1,0,0,1,13.8,13.8,0.0%,FA,11,2021
9,Haason Reddick,4,1,1.0,0,0,0,0,0,1,13.3,13.3,4.7%,NYJ,11,2021
10,Ross Blacklock,2,1,1.0,0,0,0,0,0,1,12.8,12.8,0.0%,FA,11,2021
11,Davon Godchaux,2,1,1.0,0,0,0,0,0,1,12.8,12.8,1.5%,NE,11,2021
12,Morgan Fox,4,0,0.0,0,0,1,0,0,1,12.5,12.5,0.2%,LAC,11,2021
13,Armon Watts,2,2,1.0,0,0,1,0,0,1,12.5,12.5,0.1%,NE,11,2021
14,Joey Bosa,3,1,1.0,0,0,0,0,0,1,11.8,11.8,6.3%,LAC,11,2021
15,Yannick Ngakoue,2,1,1.0,0,0,1,0,0,1,11.8,11.8,1.6%,FA,11,2021
16,Cameron Jordan,2,1,1.0,1,0,0,0,0,1,11.8,11.8,1.1%,NO,11,2021
17,Roy Robertson-Harris,2,2,1.0,0,0,0,0,0,1,11.0,11.0,0.1%,JAC,11,2021
18,Jaelan Phillips,3,0,1.0,0,0,0,0,0,1,11.0,11.0,13.4%,MIA,11,2021
19,Trey Hendrickson,2,0,1.0,0,0,1,0,0,1,11.0,11.0,22.8%,CIN,11,2021
20,Jeffery Simmons,4,1,0.0,1,0,0,0,0,1,10.8,10.8,43.3%,TEN,11,2021
21,Dorance Armstrong Jr.,2,1,1.0,0,0,0,0,0,1,10.3,10.3,0.9%,WAS,11,2021
22,Quincy Roche,4,2,0.0,0,0,0,0,0,1,10.0,10.0,0.6%,FA,11,2021
23,Solomon Thomas,2,0,1.0,0,0,0,0,0,1,9.5,9.5,0.1%,NYJ,11,2021
24,Kwity Paye,1,0,1.0,0,0,1,0,0,1,9.5,9.5,1.9%,IND,11,2021
25,Frank Clark,1,0,1.0,0,0,1,0,0,1,9.5,9.5,0.0%,FA,11,2021
26,Tyler Lancaster,2,2,0.0,0,0,0,0,0,1,9.5,9.5,0.0%,FA,11,2021
27,Quinton Jefferson,2,0,1.0,0,0,0,0,0,1,9.5,9.5,0.1%,CLE,11,2021
28,Justin Houston,1,2,1.0,0,0,0,0,0,1,9.5,9.5,0.0%,FA,11,2021
29,Danny Shelton,4,1,0.0,0,0,0,0,0,1,9.3,9.3,0.0%,FA,11,2021
30,Calais Campbell,2,1,0.0,1,0,0,1,0,1,9.3,9.3,3.3%,MIA,11,2021
31,Greg Rousseau,5,2,0.0,0,0,0,0,0,1,9.0,9.0,8.2%,BUF,11,2021
32,Maliek Collins,2,1,0.0,0,0,0,0,0,1,8.8,8.8,0.4%,SF,11,2021
33,Arden Key,1,1,1.0,0,0,0,0,0,1,8.8,8.8,0.3%,TEN,11,2021
34,Eddie Goldman,4,1,0.5,0,0,0,0,0,1,8.8,8.8,0.1%,ATL,11,2021
35,Brian Burns,1,1,1.0,0,0,0,0,0,1,8.8,8.8,24.4%,NYG,11,2021
36,Carl Nassib,4,0,0.0,0,0,0,0,0,1,8.5,8.5,0.0%,FA,11,2021
37,Tarell Basham,3,0,0.0,0,0,0,1,0,1,8.5,8.5,0.0%,FA,11,2021
38,Raymond Johnson III,1,0,1.0,0,0,0,0,0,1,8.0,8.0,1.0%,FA,11,2021
39,Anthony Nelson,1,0,1.0,0,0,0,0,0,1,8.0,8.0,0.1%,TB,11,2021
40,Michael Brockers,2,3,0.0,0,0,0,0,0,1,7.8,7.8,0.0%,FA,11,2021
41,Fletcher Cox,2,1,0.0,0,0,1,0,0,1,7.8,7.8,1.1%,FA,11,2021
42,Malik Jackson,2,1,0.0,1,0,0,0,0,1,7.8,7.8,0.0%,FA,11,2021
43,Christian Wilkins,2,1,0.0,0,0,0,1,0,1,7.8,7.8,18.8%,LV,11,2021
44,Kyle Phillips,3,1,0.0,0,0,0,0,0,1,7.8,7.8,0.0%,FA,11,2021
45,Zach Allen,3,2,0.0,1,0,0,0,0,1,7.5,7.5,4.5%,DEN,11,2021
46,Grover Stewart,3,2,0.0,1,0,0,0,0,1,7.5,7.5,1.0%,IND,11,2021
47,Austin Johnson,3,2,0.0,1,0,0,0,0,1,7.5,7.5,0.3%,BUF,11,2021
48,Rasheem Green,3,2,0.0,1,0,0,0,0,1,7.5,7.5,0.6%,FA,11,2021
49,Dante Fowler Jr.,2,3,0.5,0,0,0,0,0,1,7.3,7.3,0.3%,WAS,11,2021
50,Teair Tart,3,0,0.0,0,0,0,0,0,1,7.0,7.0,0.0%,LAC,11,2021
51,Justin Madubuike,2,2,0.0,0,0,0,0,0,1,7.0,7.0,12.4%,BAL,11,2021
52,Vernon Butler,3,3,0.0,0,0,0,0,0,1,6.8,6.8,0.0%,FA,11,2021
53,Harrison Phillips,2,5,0.0,0,0,0,0,0,1,6.8,6.8,9.8%,MIN,11,2021
54,Austin Bryant,2,2,0.5,0,0,0,0,0,1,6.5,6.5,3.0%,FA,11,2021
55,Steve McLendon,0,0,0.0,1,1,0,0,0,1,6.5,6.5,0.0%,FA,11,2021
56,David Onyemata,2,2,0.5,0,0,0,0,0,1,6.5,6.5,2.5%,ATL,11,2021
57,Jarran Reed,2,2,0.5,0,0,0,0,0,1,6.5,6.5,1.4%,SEA,11,2021
58,Naquan Jones,2,1,0.0,0,0,0,0,0,1,6.3,6.3,0.0%,MIA,11,2021
59,Ed Oliver,1,1,0.0,1,0,0,0,0,1,6.3,6.3,8.6%,BUF,11,2021
60,Jalyn Holmes,2,1,0.0,0,0,0,0,0,1,6.3,6.3,0.0%,NYJ,11,2021
