Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Jaelan Phillips,3,1,3.0,1,0,0,0,0,1,26.3,26.3,13.4%,MIA,12,2021
2,John Franklin-Myers,3,0,2.0,1,1,0,0,0,1,24.0,24.0,0.1%,DEN,12,2021
3,Brian Burns,4,1,1.0,0,0,1,0,0,1,19.8,19.8,24.4%,NYG,12,2021
4,Odafe Oweh,2,0,1.0,0,0,1,1,0,1,15.0,15.0,0.6%,BAL,12,2021
5,Cameron Heyward,3,5,1.0,0,0,0,0,0,1,14.8,14.8,8.3%,PIT,12,2021
6,B.J. Hill,3,1,1.0,0,0,0,0,0,1,14.3,14.3,1.4%,CIN,12,2021
7,Ronald Blair III,4,2,1.0,0,0,0,0,0,1,14.0,14.0,0.0%,FA,12,2021
8,Davon Godchaux,6,1,0.0,0,0,1,0,0,1,13.8,13.8,1.5%,NE,12,2021
9,Sam Hubbard,2,0,1.0,0,0,0,1,0,1,13.5,13.5,8.5%,CIN,12,2021
10,Mario Addison,2,2,1.0,0,0,0,0,0,1,13.5,13.5,4.0%,FA,12,2021
11,Kenny Clark,3,3,1.0,0,0,0,0,0,1,13.3,13.3,2.9%,GB,12,2021
12,Myles Garrett,2,3,1.0,1,0,0,0,0,1,13.3,13.3,54.5%,CLE,12,2021
13,Joey Bosa,3,1,1.0,0,0,1,0,0,1,13.3,13.3,6.3%,LAC,12,2021
14,Greg Gaines,5,2,1.0,0,0,0,0,0,1,13.0,13.0,0.1%,TB,12,2021
15,Carl Granderson,2,1,1.0,0,0,0,0,0,1,12.8,12.8,8.4%,NO,12,2021
16,DeForest Buckner,3,0,1.0,1,0,0,0,0,1,12.5,12.5,28.3%,IND,12,2021
17,Derick Roberson,3,1,0.5,0,0,0,0,0,1,12.3,12.3,0.0%,FA,12,2021
18,Stephen Weatherly,2,0,1.0,0,0,0,0,0,1,12.0,12.0,0.0%,FA,12,2021
19,Emmanuel Ogbah,2,1,1.0,1,0,0,0,0,1,11.8,11.8,0.1%,MIA,12,2021
20,Christian Wilkins,2,3,1.0,0,0,0,0,0,1,11.8,11.8,18.8%,LV,12,2021
21,Derek Barnett,4,1,0.0,0,0,0,0,0,1,11.8,11.8,0.1%,HOU,12,2021
22,Darrell Taylor,3,1,1.0,0,0,0,0,0,1,11.8,11.8,0.1%,CHI,12,2021
23,Trey Hendrickson,2,0,1.0,0,0,1,0,0,1,11.0,11.0,22.8%,CIN,12,2021
24,Quinnen Williams,2,2,1.0,0,0,0,0,0,1,11.0,11.0,11.6%,NYJ,12,2021
25,D.J. Wonnum,2,2,1.0,0,0,0,0,0,1,11.0,11.0,1.2%,CAR,12,2021
26,Chris Wormley,2,2,1.0,0,0,0,0,0,1,11.0,11.0,0.0%,FA,12,2021
27,Dante Fowler Jr.,1,1,1.0,0,0,1,0,0,1,10.3,10.3,0.3%,WAS,12,2021
28,DeShawn Williams,2,1,1.0,0,0,0,0,0,1,10.3,10.3,0.1%,FA,12,2021
29,Javon Hargrave,2,1,1.0,0,0,0,0,0,1,10.3,10.3,4.3%,SF,12,2021
30,Jonathan Greenard,1,1,1.0,0,0,1,0,0,1,10.3,10.3,16.3%,MIN,12,2021
31,Al Woods,5,3,0.0,0,0,0,0,0,1,9.8,9.8,2.0%,FA,12,2021
32,Nick Bosa,2,0,1.0,0,0,0,0,0,1,9.5,9.5,48.8%,SF,12,2021
33,Kwity Paye,2,0,1.0,0,0,0,0,0,1,9.5,9.5,1.9%,IND,12,2021
34,Levi Onwuzurike,2,0,1.0,0,0,0,0,0,1,9.5,9.5,0.1%,ARI,12,2021
35,Ndamukong Suh,2,0,1.0,0,0,0,0,0,1,9.5,9.5,0.0%,FA,12,2021
36,Shaka Toney,2,0,1.0,0,0,0,0,0,1,9.5,9.5,0.0%,FA,12,2021
37,Roy Robertson-Harris,2,0,1.0,0,0,0,0,0,1,9.5,9.5,0.1%,JAC,12,2021
38,Tarell Basham,1,0,1.0,0,0,1,0,0,1,9.5,9.5,0.0%,FA,12,2021
39,Yannick Ngakoue,2,0,1.0,0,0,0,0,0,1,9.5,9.5,1.6%,FA,12,2021
40,Armon Watts,1,2,1.0,0,0,0,0,0,1,9.5,9.5,0.1%,NE,12,2021
41,Phil Hoskins,2,0,1.0,0,0,0,0,0,1,9.5,9.5,0.0%,DAL,12,2021
42,A'Shawn Robinson,3,3,0.0,0,0,0,0,0,1,9.3,9.3,0.6%,CAR,12,2021
43,Ed Oliver,3,1,0.5,1,0,0,0,0,1,8.8,8.8,8.6%,BUF,12,2021
44,DeMarcus Walker,1,1,1.0,0,0,0,0,0,1,8.8,8.8,0.4%,CHI,12,2021
45,McTelvin Agim,1,1,1.0,0,0,0,0,0,1,8.8,8.8,0.0%,IND,12,2021
46,Justin Madubuike,2,1,0.0,1,0,0,0,0,1,7.8,7.8,12.4%,BAL,12,2021
47,Solomon Thomas,3,1,0.0,0,0,0,0,0,1,7.8,7.8,0.1%,NYJ,12,2021
48,Lawrence Guy Sr.,3,1,0.0,0,0,0,0,0,1,7.8,7.8,4.0%,FA,12,2021
49,Josiah Bronson Jr.,3,1,0.0,0,0,0,0,0,1,7.8,7.8,0.0%,FA,12,2021
50,Kerry Hyder Jr.,4,2,0.0,0,0,0,0,0,1,7.5,7.5,2.0%,FA,12,2021
51,Jeffery Simmons,4,2,0.0,0,0,0,0,0,1,7.5,7.5,43.3%,TEN,12,2021
52,Bravvion Roy,4,2,0.0,0,0,0,0,0,1,7.5,7.5,0.0%,FA,12,2021
53,Bilal Nichols,2,2,0.0,0,0,0,0,0,1,7.0,7.0,0.1%,ARI,12,2021
54,Anthony Rush,2,0,0.0,0,0,1,0,0,1,7.0,7.0,0.0%,FA,12,2021
55,William Gholston,3,0,0.0,0,0,0,0,0,1,7.0,7.0,3.6%,TB,12,2021
56,Trevis Gipson,2,0,0.0,0,0,0,1,0,1,7.0,7.0,0.1%,SEA,12,2021
57,Aaron Donald,3,3,0.0,0,0,0,0,0,1,6.8,6.8,8.8%,FA,12,2021
58,Trysten Hill,4,1,0.0,0,0,0,0,0,1,6.8,6.8,0.0%,NE,12,2021
59,Adam Gotsis,2,1,0.0,0,0,0,0,0,1,6.3,6.3,0.1%,FA,12,2021
60,Kevin Givens,1,1,0.0,0,0,1,0,0,1,6.3,6.3,0.1%,SF,12,2021
61,Malcom Brown,3,2,0.0,0,0,0,0,0,1,6.0,6.0,0.0%,FA,12,2021
62,James Lynch,3,2,0.0,0,0,0,0,0,1,6.0,6.0,5.6%,TEN,12,2021
63,Jadeveon Clowney,2,2,0.0,1,0,0,0,0,1,6.0,6.0,16.6%,CAR,12,2021
64,Austin Bryant,3,2,0.0,0,0,0,0,0,1,6.0,6.0,3.0%,FA,12,2021
65,Austin Johnson,1,3,0.5,0,0,0,0,0,1,5.8,5.8,0.3%,BUF,12,2021
66,Roy Lopez,2,0,0.0,0,0,0,0,0,1,5.5,5.5,0.0%,ARI,12,2021
