Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Graham Gano,5,5,100.0,55,0,1,1,1,2,2,2,1,22.0,22.0,1.0%,NYG,2,2021
2,Daniel Carlson,4,4,100.0,46,0,0,1,3,0,2,2,1,17.0,17.0,9.8%,LV,2,2021
3,Randy Bullock,4,5,80.0,36,0,1,3,0,0,3,3,1,15.0,15.0,0.0%,FA,2,2021
4,Nick Folk,4,4,100.0,49,0,1,1,2,0,1,2,1,15.0,15.0,2.5%,TEN,2,2021
5,Dustin Hopkins,3,3,100.0,49,0,0,1,2,0,3,3,1,14.0,14.0,20.7%,CLE,2,2021
6,Greg Joseph,2,3,66.7,52,0,0,0,0,2,3,4,1,13.0,13.0,0.1%,FA,2,2021
7,Brandon McManus,3,3,100.0,46,0,0,1,2,0,2,2,1,13.0,13.0,0.1%,FA,2,2021
8,Matt Prater,2,2,100.0,62,0,1,0,0,1,4,4,1,12.0,12.0,3.7%,ARI,2,2021
9,Rodrigo Blankenship,3,3,100.0,48,0,0,1,2,0,1,1,1,12.0,12.0,0.1%,FA,2,2021
10,Greg Zuerlein,2,2,100.0,56,0,0,1,0,1,2,2,1,10.0,10.0,52.1%,NYJ,2,2021
11,Tristan Vizcaino,3,4,75.0,46,0,1,1,1,0,0,0,1,10.0,10.0,0.0%,FA,2,2021
12,Zane Gonzalez,2,3,66.7,42,0,1,0,1,0,2,3,1,9.0,9.0,0.1%,FA,2,2021
13,Matt Gay,2,2,100.0,38,0,0,2,0,0,3,3,1,9.0,9.0,30.7%,IND,2,2021
14,Cairo Santos,2,2,100.0,28,0,2,0,0,0,2,2,1,8.0,8.0,28.4%,CHI,2,2021
15,Evan McPherson,1,1,100.0,53,0,0,0,0,1,2,2,1,7.0,7.0,88.7%,CIN,2,2021
16,Chris Boswell,1,1,100.0,56,0,0,0,0,1,2,2,1,7.0,7.0,4.4%,PIT,2,2021
17,Justin Tucker,1,1,100.0,43,0,0,0,1,0,3,3,1,7.0,7.0,99.8%,BAL,2,2021
18,Chase McLaughlin,1,1,100.0,30,0,0,1,0,0,4,4,1,7.0,7.0,3.7%,TB,2,2021
19,Jason Myers,1,1,100.0,31,0,0,1,0,0,3,4,1,6.0,6.0,8.8%,SEA,2,2021
20,Austin Seibert,1,1,100.0,43,0,0,0,1,0,2,2,1,6.0,6.0,0.1%,FA,2,2021
21,Matt Ammendola,2,3,66.7,35,0,1,1,0,0,0,0,1,6.0,6.0,2.0%,FA,2,2021
22,Robbie Gould,1,1,100.0,46,0,0,0,1,0,2,2,1,6.0,6.0,0.1%,FA,2,2021
23,Ryan Succop,0,0,0.0,0,0,0,0,0,0,6,7,1,6.0,6.0,0.0%,FA,2,2021
24,Tyler Bass,0,1,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,40.1%,BUF,2,2021
25,Younghoe Koo,1,1,100.0,36,0,0,1,0,0,2,2,1,5.0,5.0,79.8%,ATL,2,2021
26,Harrison Butker,0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,98.8%,KC,2,2021
27,Mason Crosby,0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,0.1%,FA,2,2021
28,Jake Elliott,1,2,50.0,45,0,0,0,1,0,0,0,1,4.0,4.0,95.3%,PHI,2,2021
29,Joey Slye,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.2%,NE,2,2021
30,Josh Lambo,0,2,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.1%,FA,2,2021
31,Aldrick Rosas,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,FA,2,2021
32,Jason Sanders,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,49.7%,MIA,2,2021
33,Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,2,2021
34,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%,FA,2,2021
35,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,FA,2,2021
