Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Matt Prater,3,3,100.0,53,0,0,0,1,2,2,2,1,16.0,16.0,3.7%,ARI,14,2021
2,Justin Tucker,3,3,100.0,55,0,0,0,1,2,1,1,1,15.0,15.0,99.8%,BAL,14,2021
3,Cairo Santos,3,3,100.0,44,0,1,0,2,0,3,3,1,14.0,14.0,28.4%,CHI,14,2021
4,Harrison Butker,2,2,100.0,54,0,0,1,0,1,6,6,1,14.0,14.0,98.8%,KC,14,2021
5,Matt Gay,3,3,100.0,55,0,0,2,0,1,3,3,1,14.0,14.0,30.7%,IND,14,2021
6,Dustin Hopkins,3,3,100.0,39,0,2,1,0,0,4,4,1,13.0,13.0,20.7%,CLE,14,2021
7,Greg Zuerlein,4,4,100.0,38,0,1,3,0,0,1,1,1,13.0,13.0,52.1%,NYJ,14,2021
8,Greg Joseph,3,4,75.0,42,0,1,1,1,0,3,4,1,13.0,13.0,0.1%,FA,14,2021
9,Younghoe Koo,3,3,100.0,48,0,0,2,1,0,2,2,1,12.0,12.0,79.8%,ATL,14,2021
10,Evan McPherson,3,4,75.0,41,0,1,1,1,0,2,2,1,12.0,12.0,88.7%,CIN,14,2021
11,Brett Maher,3,3,100.0,37,0,1,2,0,0,3,3,1,12.0,12.0,0.0%,FA,14,2021
12,Brandon McManus,1,1,100.0,52,0,0,0,0,1,5,5,1,10.0,10.0,0.1%,FA,14,2021
13,Eddy Pineiro,3,3,100.0,46,0,0,2,1,0,0,0,1,10.0,10.0,2.8%,CAR,14,2021
14,Mason Crosby,1,1,100.0,20,0,1,0,0,0,6,6,1,9.0,9.0,0.1%,FA,14,2021
15,Randy Bullock,2,3,66.7,44,0,1,0,1,0,2,2,1,9.0,9.0,0.0%,FA,14,2021
16,Tyler Bass,2,2,100.0,25,0,2,0,0,0,3,3,1,9.0,9.0,40.1%,BUF,14,2021
17,Ka'imi Fairbairn,2,2,100.0,61,0,1,0,0,1,1,1,1,9.0,9.0,89.8%,HOU,14,2021
18,Ryan Succop,2,2,100.0,24,0,2,0,0,0,3,3,1,9.0,9.0,0.0%,FA,14,2021
19,Robbie Gould,2,3,66.7,33,0,1,1,0,0,2,2,1,8.0,8.0,0.1%,FA,14,2021
20,Chase McLaughlin,1,2,50.0,43,0,0,0,1,0,3,3,1,7.0,7.0,3.7%,TB,14,2021
21,Jason Myers,2,2,100.0,38,0,0,2,0,0,1,3,1,7.0,7.0,8.8%,SEA,14,2021
22,Riley Patterson,1,1,100.0,36,0,0,1,0,0,1,1,1,4.0,4.0,0.1%,FA,14,2021
23,Daniel Carlson,1,1,100.0,26,0,1,0,0,0,0,1,1,3.0,3.0,9.8%,LV,14,2021
24,Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.1%,FA,14,2021
25,Chris Boswell,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,4.4%,PIT,14,2021
26,Graham Gano,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0%,NYG,14,2021
27,Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,14,2021
28,Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0%,FA,14,2021
29,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,FA,14,2021
