Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Chris Boswell,3,3,100.0,54,0,0,0,1,2,2,3,1,16.0,16.0,4.4%,PIT,9,2021
2,Brandon McManus,3,4,75.0,53,0,1,0,1,1,1,2,1,13.0,13.0,0.1%,FA,9,2021
3,Matt Gay,3,3,100.0,54,0,1,1,0,1,1,1,1,12.0,12.0,30.7%,IND,9,2021
4,Chase McLaughlin,2,3,66.7,28,0,2,0,0,0,5,5,1,11.0,11.0,3.7%,TB,9,2021
5,Matthew Wright,3,4,75.0,55,0,1,1,0,1,0,0,1,11.0,11.0,0.0%,FA,9,2021
6,Graham Gano,3,3,100.0,38,0,0,3,0,0,2,2,1,11.0,11.0,1.0%,NYG,9,2021
7,Ka'imi Fairbairn,3,3,100.0,40,0,1,1,1,0,0,0,1,10.0,10.0,89.8%,HOU,9,2021
8,Justin Tucker,2,2,100.0,37,0,0,2,0,0,4,4,1,10.0,10.0,99.8%,BAL,9,2021
9,Daniel Carlson,3,4,75.0,32,0,2,1,0,0,1,1,1,10.0,10.0,9.8%,LV,9,2021
10,Cairo Santos,2,3,66.7,30,0,1,1,0,0,3,3,1,9.0,9.0,28.4%,CHI,9,2021
11,Harrison Butker,2,2,100.0,55,0,1,0,0,1,1,1,1,9.0,9.0,98.8%,KC,9,2021
12,Younghoe Koo,2,2,100.0,32,0,1,1,0,0,3,3,1,9.0,9.0,79.8%,ATL,9,2021
13,Michael Badgley,1,1,100.0,39,0,0,1,0,0,6,6,1,9.0,9.0,1.1%,DET,9,2021
14,Brian Johnson,2,2,100.0,52,0,0,1,0,1,1,1,1,9.0,9.0,0.0%,FA,9,2021
15,Tyler Bass,2,2,100.0,41,0,1,0,1,0,0,0,1,7.0,7.0,40.1%,BUF,9,2021
16,Matt Prater,1,1,100.0,26,0,1,0,0,0,4,4,1,7.0,7.0,3.7%,ARI,9,2021
17,Greg Joseph,1,1,100.0,36,0,0,1,0,0,4,4,1,7.0,7.0,0.1%,FA,9,2021
18,Zane Gonzalez,2,2,100.0,49,0,0,1,1,0,0,0,1,7.0,7.0,0.1%,FA,9,2021
19,Dustin Hopkins,2,2,100.0,30,0,1,1,0,0,1,2,1,7.0,7.0,20.7%,CLE,9,2021
20,Nick Folk,1,2,50.0,37,0,0,1,0,0,3,3,1,6.0,6.0,2.5%,TEN,9,2021
21,Jake Elliott,1,1,100.0,24,0,1,0,0,0,3,3,1,6.0,6.0,95.3%,PHI,9,2021
22,Matt Ammendola,1,1,100.0,33,0,0,1,0,0,3,3,1,6.0,6.0,2.0%,FA,9,2021
23,Jason Sanders,1,1,100.0,42,0,0,0,1,0,2,2,1,6.0,6.0,49.7%,MIA,9,2021
24,Robbie Gould,1,1,100.0,26,0,1,0,0,0,2,2,1,5.0,5.0,0.1%,FA,9,2021
25,Evan McPherson,1,1,100.0,27,0,1,0,0,0,1,1,1,4.0,4.0,88.7%,CIN,9,2021
26,Randy Bullock,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,FA,9,2021
27,Mason Crosby,0,2,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.1%,FA,9,2021
28,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%,FA,9,2021
29,Greg Zuerlein,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,52.1%,NYJ,9,2021
