Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Matthew Wright,3,3,100.0,54,0,0,0,1,2,2,2,1,16.0,16.0,0.0%,FA,6,2021
2,Matt Prater,3,3,100.0,51,0,0,2,0,1,4,4,1,15.0,15.0,3.7%,ARI,6,2021
3,Greg Zuerlein,3,4,75.0,49,0,0,1,2,0,2,2,1,13.0,13.0,52.1%,NYJ,6,2021
4,Tyler Bass,3,3,100.0,52,0,2,0,0,1,2,2,1,13.0,13.0,40.1%,BUF,6,2021
5,Chris Boswell,3,3,100.0,52,0,1,1,0,1,2,2,1,13.0,13.0,4.4%,PIT,6,2021
6,Daniel Carlson,2,3,66.7,50,0,0,1,0,1,4,4,1,12.0,12.0,9.8%,LV,6,2021
7,Justin Tucker,2,2,100.0,52,0,0,1,0,1,4,4,1,12.0,12.0,99.8%,BAL,6,2021
8,Randy Bullock,2,2,100.0,43,0,0,1,1,0,4,4,1,11.0,11.0,0.0%,FA,6,2021
9,Evan McPherson,2,2,100.0,40,0,0,1,1,0,4,4,1,11.0,11.0,88.7%,CIN,6,2021
10,Greg Joseph,3,5,60.0,38,0,2,1,0,0,1,1,1,10.0,10.0,0.1%,FA,6,2021
11,Dustin Hopkins,2,3,66.7,50,0,0,0,1,1,1,1,1,10.0,10.0,20.7%,CLE,6,2021
12,Jason Myers,2,2,100.0,43,0,0,0,2,0,2,2,1,10.0,10.0,8.8%,SEA,6,2021
13,Zane Gonzalez,2,2,100.0,47,0,1,0,1,0,2,2,1,9.0,9.0,0.1%,FA,6,2021
14,Harrison Butker,1,1,100.0,52,0,0,0,0,1,4,4,1,9.0,9.0,98.8%,KC,6,2021
15,Matt Gay,1,1,100.0,32,0,0,1,0,0,5,5,1,8.0,8.0,30.7%,IND,6,2021
16,Michael Badgley,1,1,100.0,41,0,0,0,1,0,4,4,1,8.0,8.0,1.1%,DET,6,2021
17,Jason Sanders,2,3,66.7,33,0,1,1,0,0,2,2,1,8.0,8.0,49.7%,MIA,6,2021
18,Mason Crosby,1,1,100.0,39,0,0,1,0,0,3,3,1,6.0,6.0,0.1%,FA,6,2021
19,Brandon McManus,1,1,100.0,32,0,0,1,0,0,3,3,1,6.0,6.0,0.1%,FA,6,2021
20,Ryan Succop,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,FA,6,2021
21,Ka'imi Fairbairn,1,1,100.0,31,0,0,1,0,0,0,0,1,3.0,3.0,89.8%,HOU,6,2021
22,Austin Seibert,1,1,100.0,35,0,0,1,0,0,0,0,1,3.0,3.0,0.1%,FA,6,2021
23,Nick Folk,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,2.5%,TEN,6,2021
24,Graham Gano,1,1,100.0,27,0,1,0,0,0,0,0,1,3.0,3.0,1.0%,NYG,6,2021
25,Cairo Santos,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,28.4%,CHI,6,2021
26,Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,3.7%,TB,6,2021
27,Jake Elliott,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,95.3%,PHI,6,2021
28,JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2021
29,Tristan Vizcaino,0,0,0.0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0%,FA,6,2021
30,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%,FA,6,2021
31,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,FA,6,2021
