Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Robbie Gould,2,3,66.7,52,0,0,0,1,1,5,5,1,14.0,14.0,0.1%,FA,1,2021
2,Joey Slye,3,3,100.0,40,0,2,0,1,0,4,4,1,14.0,14.0,0.2%,NE,1,2021
3,Greg Zuerlein,3,5,60.0,48,0,1,1,1,0,2,3,1,12.0,12.0,52.1%,NYJ,1,2021
4,Chris Boswell,3,3,100.0,45,0,2,0,1,0,2,2,1,12.0,12.0,4.4%,PIT,1,2021
5,Matt Gay,2,2,100.0,53,0,1,0,0,1,4,4,1,12.0,12.0,30.7%,IND,1,2021
6,Dustin Hopkins,3,4,75.0,48,0,0,1,2,0,1,1,1,12.0,12.0,20.7%,CLE,1,2021
7,Justin Tucker,2,2,100.0,47,0,0,0,2,0,3,3,1,11.0,11.0,99.8%,BAL,1,2021
8,Evan McPherson,2,2,100.0,53,0,0,1,0,1,3,3,1,11.0,11.0,88.7%,CIN,1,2021
9,Nick Folk,3,3,100.0,42,0,1,1,1,0,1,1,1,11.0,11.0,2.5%,TEN,1,2021
10,Tyler Bass,3,3,100.0,42,0,1,1,1,0,1,1,1,11.0,11.0,40.1%,BUF,1,2021
11,Daniel Carlson,2,2,100.0,55,0,0,1,0,1,3,3,1,11.0,11.0,9.8%,LV,1,2021
12,Harrison Butker,2,2,100.0,43,0,1,0,1,0,3,3,1,10.0,10.0,98.8%,KC,1,2021
13,Brandon McManus,2,2,100.0,36,0,1,1,0,0,3,3,1,9.0,9.0,0.1%,FA,1,2021
14,Aldrick Rosas,1,1,100.0,44,0,0,0,1,0,5,5,1,9.0,9.0,0.0%,FA,1,2021
15,Greg Joseph,1,1,100.0,53,0,0,0,0,1,3,3,1,8.0,8.0,0.1%,FA,1,2021
16,Matt Prater,1,2,50.0,34,0,0,1,0,0,5,5,1,8.0,8.0,3.7%,ARI,1,2021
17,Tristan Vizcaino,2,2,100.0,33,0,1,1,0,0,2,2,1,8.0,8.0,0.0%,FA,1,2021
18,Ryan Succop,1,1,100.0,36,0,0,1,0,0,4,4,1,7.0,7.0,0.0%,FA,1,2021
19,Ryan Santoso,2,2,100.0,29,0,2,0,0,0,1,2,1,7.0,7.0,0.0%,FA,1,2021
20,Jake Elliott,1,1,100.0,43,0,0,0,1,0,3,3,1,7.0,7.0,95.3%,PHI,1,2021
21,Austin Seibert,1,2,50.0,49,0,0,0,1,0,2,2,1,6.0,6.0,0.1%,FA,1,2021
22,Younghoe Koo,2,2,100.0,27,0,2,0,0,0,0,0,1,6.0,6.0,79.8%,ATL,1,2021
23,Jason Sanders,1,1,100.0,48,0,0,0,1,0,2,2,1,6.0,6.0,49.7%,MIA,1,2021
24,Jason Myers,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,8.8%,SEA,1,2021
25,Rodrigo Blankenship,1,1,100.0,21,0,1,0,0,0,1,1,1,4.0,4.0,0.1%,FA,1,2021
26,Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,3.7%,TB,1,2021
27,Josh Lambo,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.1%,FA,1,2021
28,Mason Crosby,1,1,100.0,39,0,0,1,0,0,0,0,1,3.0,3.0,0.1%,FA,1,2021
29,Cairo Santos,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,28.4%,CHI,1,2021
30,Michael Badgley,0,1,0.0,0,0,0,0,0,0,1,2,1,1.0,1.0,1.1%,DET,1,2021
31,Graham Gano,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0%,NYG,1,2021
32,Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,2.0%,FA,1,2021
33,Elliott Fry,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,1,2021
34,Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,1,2021
35,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%,FA,1,2021
36,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,FA,1,2021
