Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Ryan Succop,4,4,100.0,48,0,1,1,2,0,2,2,1,16.0,16.0,0.0%,FA,16,2021
2,Dominik Eberle,2,3,66.7,51,0,1,0,0,1,5,5,1,13.0,13.0,0.0%,FA,16,2021
3,Elliott Fry,3,4,75.0,44,0,0,2,1,0,3,4,1,13.0,13.0,0.0%,FA,16,2021
4,Greg Joseph,3,3,100.0,44,0,2,0,1,0,2,2,1,12.0,12.0,0.1%,FA,16,2021
5,Dustin Hopkins,3,3,100.0,50,0,0,1,1,1,0,0,1,12.0,12.0,20.7%,CLE,16,2021
6,Matt Gay,3,3,100.0,32,0,1,2,0,0,3,3,1,12.0,12.0,30.7%,IND,16,2021
7,Younghoe Koo,2,2,100.0,53,0,0,0,1,1,2,2,1,11.0,11.0,79.8%,ATL,16,2021
8,Matthew Wright,3,3,100.0,45,0,1,0,2,0,0,0,1,11.0,11.0,0.0%,FA,16,2021
9,Evan McPherson,2,3,66.7,36,0,0,2,0,0,5,5,1,11.0,11.0,88.7%,CIN,16,2021
10,Riley Patterson,3,3,100.0,37,0,2,1,0,0,1,1,1,10.0,10.0,0.1%,FA,16,2021
11,Jake Elliott,2,3,66.7,37,0,1,1,0,0,4,4,1,10.0,10.0,95.3%,PHI,16,2021
12,Brandon McManus,2,3,66.7,55,0,0,0,1,1,1,1,1,10.0,10.0,0.1%,FA,16,2021
13,Randy Bullock,2,2,100.0,44,0,0,1,1,0,2,2,1,9.0,9.0,0.0%,FA,16,2021
14,Michael Badgley,2,3,66.7,41,0,0,1,1,0,2,2,1,9.0,9.0,1.1%,DET,16,2021
15,Tyler Bass,2,2,100.0,34,0,1,1,0,0,3,3,1,9.0,9.0,40.1%,BUF,16,2021
16,Eddy Pineiro,2,2,100.0,42,0,1,0,1,0,2,3,1,9.0,9.0,2.8%,CAR,16,2021
17,Jason Sanders,2,3,66.7,48,0,0,1,1,0,2,2,1,9.0,9.0,49.7%,MIA,16,2021
18,Greg Zuerlein,0,0,0.0,0,0,0,0,0,0,8,8,1,8.0,8.0,52.1%,NYJ,16,2021
19,Graham Gano,1,1,100.0,54,0,0,0,0,1,1,1,1,6.0,6.0,1.0%,NYG,16,2021
20,Mason Crosby,1,1,100.0,32,0,0,1,0,0,3,3,1,6.0,6.0,0.1%,FA,16,2021
21,Daniel Carlson,1,1,100.0,41,0,0,0,1,0,2,2,1,6.0,6.0,9.8%,LV,16,2021
22,Lirim Hajrullahu,2,2,100.0,29,0,2,0,0,0,0,0,1,6.0,6.0,0.1%,FA,16,2021
23,Jason Myers,1,2,50.0,36,0,0,1,0,0,3,3,1,6.0,6.0,8.8%,SEA,16,2021
24,Robbie Gould,1,1,100.0,48,0,0,0,1,0,2,2,1,6.0,6.0,0.1%,FA,16,2021
25,Cairo Santos,1,1,100.0,35,0,0,1,0,0,2,2,1,5.0,5.0,28.4%,CHI,16,2021
26,Matt Prater,1,3,33.3,28,0,1,0,0,0,1,2,1,4.0,4.0,3.7%,ARI,16,2021
27,Chris Boswell,1,2,50.0,34,0,0,1,0,0,1,1,1,4.0,4.0,4.4%,PIT,16,2021
28,Chris Naggar,1,1,100.0,37,0,0,1,0,0,1,2,1,4.0,4.0,0.2%,FA,16,2021
29,Brett Maher,1,1,100.0,38,0,0,1,0,0,0,0,1,3.0,3.0,0.0%,FA,16,2021
30,Justin Tucker,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,99.8%,BAL,16,2021
31,Nick Folk,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,2.5%,TEN,16,2021
32,Joey Slye,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.2%,NE,16,2021
33,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%,FA,16,2021
