Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Tyler Bass,6,6,100.0,56,0,1,2,2,1,1,1,1,23.0,23.0,40.1%,BUF,11,2022
2,Brett Maher,4,4,100.0,60,0,1,0,0,3,4,4,1,22.0,22.0,0.0%,FA,11,2022
3,Evan McPherson,3,3,100.0,54,0,0,0,2,1,4,4,1,17.0,17.0,88.7%,CIN,11,2022
4,Daniel Carlson,3,4,75.0,57,0,1,0,0,2,1,1,1,14.0,14.0,9.8%,LV,11,2022
5,Harrison Butker,3,3,100.0,52,0,0,2,0,1,3,3,1,14.0,14.0,98.8%,KC,11,2022
6,Brandon McManus,3,4,75.0,52,0,0,0,2,1,1,1,1,14.0,14.0,0.1%,FA,11,2022
7,Matthew Wright,3,3,100.0,42,0,0,2,1,0,3,3,1,13.0,13.0,0.0%,FA,11,2022
8,Joey Slye,3,3,100.0,44,0,2,0,1,0,2,2,1,12.0,12.0,0.2%,NE,11,2022
9,Chase McLaughlin,3,4,75.0,51,0,0,2,0,1,1,1,1,12.0,12.0,3.7%,TB,11,2022
10,Younghoe Koo,2,2,100.0,53,0,0,0,1,1,3,3,1,12.0,12.0,79.8%,ATL,11,2022
11,Matt Gay,2,2,100.0,58,0,0,1,0,1,2,2,1,10.0,10.0,30.7%,IND,11,2022
12,Cameron Dicker,2,2,100.0,46,0,1,0,1,0,3,3,1,10.0,10.0,51.9%,LAC,11,2022
13,Wil Lutz,2,2,100.0,46,0,1,0,1,0,3,3,1,10.0,10.0,1.5%,DEN,11,2022
14,Robbie Gould,1,1,100.0,39,0,0,1,0,0,5,5,1,8.0,8.0,0.1%,FA,11,2022
15,Justin Tucker,2,2,100.0,37,0,0,2,0,0,1,1,1,7.0,7.0,99.8%,BAL,11,2022
16,Michael Badgley,1,1,100.0,24,0,1,0,0,0,4,4,1,7.0,7.0,1.1%,DET,11,2022
17,Cairo Santos,1,2,50.0,41,0,0,0,1,0,3,3,1,7.0,7.0,28.4%,CHI,11,2022
18,Cade York,1,2,50.0,32,0,0,1,0,0,2,2,1,5.0,5.0,0.2%,WAS,11,2022
19,Jake Elliott,1,1,100.0,22,0,1,0,0,0,2,2,1,5.0,5.0,95.3%,PHI,11,2022
20,Matt Prater,1,1,100.0,40,0,0,0,1,0,1,1,1,5.0,5.0,3.7%,ARI,11,2022
21,Nick Folk,1,3,33.3,24,0,1,0,0,0,1,1,1,4.0,4.0,2.5%,TEN,11,2022
22,Greg Zuerlein,1,1,100.0,45,0,0,0,1,0,0,0,1,4.0,4.0,52.1%,NYJ,11,2022
23,Ka'imi Fairbairn,1,1,100.0,29,0,1,0,0,0,1,1,1,4.0,4.0,89.8%,HOU,11,2022
24,Greg Joseph,1,1,100.0,25,0,1,0,0,0,0,0,1,3.0,3.0,0.1%,FA,11,2022
25,Eddy Pineiro,1,1,100.0,32,0,0,1,0,0,0,0,1,3.0,3.0,2.8%,CAR,11,2022
26,Josh Lambo,0,0,0.0,0,0,0,0,0,0,3,4,1,3.0,3.0,0.1%,FA,11,2022
27,Mason Crosby,1,1,100.0,39,0,0,1,0,0,0,1,1,3.0,3.0,0.1%,FA,11,2022
28,Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,11,2022
29,Graham Gano,0,0,0.0,0,0,0,0,0,0,0,2,1,0.0,0.0,1.0%,NYG,11,2022
30,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%,FA,11,2022
