Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Ryan Succop,4,4,100.0,54,0,2,1,0,1,0,0,1,14.0,14.0,0.0%,FA,6,2022
2,Wil Lutz,4,4,100.0,37,0,0,4,0,0,2,2,1,14.0,14.0,1.5%,DEN,6,2022
3,Jason Myers,4,4,100.0,39,0,1,3,0,0,1,1,1,13.0,13.0,8.8%,SEA,6,2022
4,Dustin Hopkins,4,4,100.0,39,0,0,4,0,0,1,1,1,13.0,13.0,20.7%,CLE,6,2022
5,Brandon McManus,3,3,100.0,51,0,1,0,1,1,1,1,1,13.0,13.0,0.1%,FA,6,2022
6,Cade York,3,3,100.0,51,0,0,1,1,1,0,0,1,12.0,12.0,0.2%,WAS,6,2022
7,Harrison Butker,2,3,66.7,62,0,0,0,1,1,2,2,1,11.0,11.0,98.8%,KC,6,2022
8,Jake Elliott,2,2,100.0,51,0,0,1,0,1,2,2,1,10.0,10.0,95.3%,PHI,6,2022
9,Chris Boswell,2,2,100.0,55,0,1,0,0,1,2,2,1,10.0,10.0,4.4%,PIT,6,2022
10,Greg Zuerlein,2,3,66.7,32,0,1,1,0,0,3,3,1,9.0,9.0,52.1%,NYJ,6,2022
11,Chase McLaughlin,2,2,100.0,42,0,1,0,1,0,2,2,1,9.0,9.0,3.7%,TB,6,2022
12,Nick Folk,1,2,50.0,19,1,0,0,0,0,5,5,1,8.0,8.0,2.5%,TEN,6,2022
13,Evan McPherson,1,1,100.0,52,0,0,0,0,1,3,3,1,8.0,8.0,88.7%,CIN,6,2022
14,Justin Tucker,2,3,66.7,34,0,1,1,0,0,2,2,1,8.0,8.0,99.8%,BAL,6,2022
15,Tyler Bass,1,1,100.0,39,0,0,1,0,0,3,3,1,6.0,6.0,40.1%,BUF,6,2022
16,Joey Slye,2,3,66.7,38,0,1,1,0,0,0,0,1,6.0,6.0,0.2%,NE,6,2022
17,Graham Gano,1,1,100.0,34,0,0,1,0,0,3,3,1,6.0,6.0,1.0%,NYG,6,2022
18,Matt Gay,1,1,100.0,21,0,1,0,0,0,3,3,1,6.0,6.0,30.7%,IND,6,2022
19,Jason Sanders,1,2,50.0,44,0,0,0,1,0,1,1,1,5.0,5.0,49.7%,MIA,6,2022
20,Eddy Pineiro,1,1,100.0,42,0,0,0,1,0,1,1,1,5.0,5.0,2.8%,CAR,6,2022
21,Brett Maher,1,2,50.0,30,0,0,1,0,0,2,2,1,5.0,5.0,0.0%,FA,6,2022
22,Younghoe Koo,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,79.8%,ATL,6,2022
23,Mason Crosby,1,2,50.0,29,0,1,0,0,0,1,1,1,4.0,4.0,0.1%,FA,6,2022
24,Greg Joseph,1,1,100.0,34,0,0,1,0,0,1,2,1,4.0,4.0,0.1%,FA,6,2022
25,Riley Patterson,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.1%,FA,6,2022
26,Matt Ammendola,1,1,100.0,23,0,1,0,0,0,0,1,1,3.0,3.0,2.0%,FA,6,2022
27,Robbie Gould,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.1%,FA,6,2022
28,Cairo Santos,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,28.4%,CHI,6,2022
