Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Nick Folk,4,4,100.0,49,0,1,0,3,0,2,2,1,17.0,17.0,2.5%,TEN,9,2022
2,Ryan Succop,3,4,75.0,50,0,1,1,0,1,1,1,1,12.0,12.0,0.0%,FA,9,2022
3,Riley Patterson,2,3,66.7,48,0,0,0,2,0,3,3,1,11.0,11.0,0.1%,FA,9,2022
4,Greg Zuerlein,2,2,100.0,53,0,1,0,0,1,2,2,1,10.0,10.0,52.1%,NYJ,9,2022
5,Justin Tucker,2,2,100.0,41,0,0,1,1,0,3,3,1,10.0,10.0,99.8%,BAL,9,2022
6,Cameron Dicker,2,2,100.0,37,0,0,2,0,0,2,2,1,8.0,8.0,51.9%,LAC,9,2022
7,Daniel Carlson,2,2,100.0,38,0,0,2,0,0,2,2,1,8.0,8.0,9.8%,LV,9,2022
8,Greg Joseph,2,2,100.0,28,0,2,0,0,0,2,2,1,8.0,8.0,0.1%,FA,9,2022
9,Jason Myers,1,1,100.0,49,0,0,0,1,0,4,4,1,8.0,8.0,8.8%,SEA,9,2022
10,Tyler Bass,1,2,50.0,51,0,0,0,0,1,2,2,1,7.0,7.0,40.1%,BUF,9,2022
11,Wil Lutz,2,2,100.0,37,0,0,2,0,0,1,1,1,7.0,7.0,1.5%,DEN,9,2022
12,Matt Gay,2,2,100.0,35,0,1,1,0,0,1,1,1,7.0,7.0,30.7%,IND,9,2022
13,Joey Slye,1,1,100.0,44,0,0,0,1,0,2,2,1,6.0,6.0,0.2%,NE,9,2022
14,Randy Bullock,1,1,100.0,44,0,0,0,1,0,2,2,1,6.0,6.0,0.0%,FA,9,2022
15,Evan McPherson,0,1,0.0,0,0,0,0,0,0,6,6,1,6.0,6.0,88.7%,CIN,9,2022
16,Harrison Butker,2,3,66.7,28,0,2,0,0,0,0,1,1,6.0,6.0,98.8%,KC,9,2022
17,Cairo Santos,1,1,100.0,32,0,0,1,0,0,3,3,1,6.0,6.0,28.4%,CHI,9,2022
18,Jason Sanders,0,1,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,49.7%,MIA,9,2022
19,Younghoe Koo,1,2,50.0,29,0,1,0,0,0,2,2,1,5.0,5.0,79.8%,ATL,9,2022
20,Ka'imi Fairbairn,1,1,100.0,30,0,0,1,0,0,2,2,1,5.0,5.0,89.8%,HOU,9,2022
21,Chase McLaughlin,1,2,50.0,40,0,0,0,1,0,0,0,1,4.0,4.0,3.7%,TB,9,2022
22,Mason Crosby,1,1,100.0,25,0,1,0,0,0,0,0,1,3.0,3.0,0.1%,FA,9,2022
23,Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,2.8%,CAR,9,2022
24,Jake Elliott,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,95.3%,PHI,9,2022
25,Matt Prater,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,3.7%,ARI,9,2022
26,Michael Badgley,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.1%,DET,9,2022
