Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Greg Joseph,5,5,100.0,47,0,2,1,2,0,1,2,1,18.0,18.0,0.1%,FA,4,2022
2,Brett Maher,4,4,100.0,53,0,2,0,1,1,1,2,1,16.0,16.0,0.0%,FA,4,2022
3,Daniel Carlson,4,4,100.0,39,0,2,2,0,0,2,3,1,14.0,14.0,9.8%,LV,4,2022
4,Jason Myers,2,3,66.7,56,0,1,0,0,1,6,6,1,14.0,14.0,8.8%,SEA,4,2022
5,Michael Badgley,4,4,100.0,40,0,2,1,1,0,0,0,1,13.0,13.0,1.1%,DET,4,2022
6,Chris Boswell,2,2,100.0,59,0,0,0,0,2,2,2,1,12.0,12.0,4.4%,PIT,4,2022
7,Matthew Wright,2,2,100.0,44,0,0,1,1,0,5,5,1,12.0,12.0,0.0%,FA,4,2022
8,Younghoe Koo,3,3,100.0,45,0,1,1,1,0,2,2,1,12.0,12.0,79.8%,ATL,4,2022
9,Tyler Bass,3,3,100.0,39,0,1,2,0,0,2,2,1,11.0,11.0,40.1%,BUF,4,2022
10,Justin Tucker,2,2,100.0,51,0,0,0,1,1,2,2,1,11.0,11.0,99.8%,BAL,4,2022
11,Evan McPherson,2,2,100.0,57,1,0,0,0,1,3,3,1,11.0,11.0,88.7%,CIN,4,2022
12,Jason Sanders,3,4,75.0,48,0,2,0,1,0,0,1,1,10.0,10.0,49.7%,MIA,4,2022
13,Graham Gano,2,3,66.7,44,0,0,0,2,0,2,2,1,10.0,10.0,1.0%,NYG,4,2022
14,Dustin Hopkins,2,2,100.0,37,0,1,1,0,0,4,4,1,10.0,10.0,20.7%,CLE,4,2022
15,Matt Gay,3,3,100.0,39,0,2,1,0,0,0,0,1,9.0,9.0,30.7%,IND,4,2022
16,Cade York,2,2,100.0,45,0,1,0,1,0,2,2,1,9.0,9.0,0.2%,WAS,4,2022
17,Mason Crosby,2,2,100.0,38,0,0,2,0,0,3,3,1,9.0,9.0,0.1%,FA,4,2022
18,Ryan Succop,1,1,100.0,45,0,0,0,1,0,4,4,1,8.0,8.0,0.0%,FA,4,2022
19,Matt Prater,2,2,100.0,39,0,0,2,0,0,2,2,1,8.0,8.0,3.7%,ARI,4,2022
20,Randy Bullock,1,1,100.0,44,0,0,0,1,0,3,3,1,7.0,7.0,0.0%,FA,4,2022
21,Ka'imi Fairbairn,1,2,50.0,40,0,0,0,1,0,3,3,1,7.0,7.0,89.8%,HOU,4,2022
22,Wil Lutz,1,2,50.0,60,0,0,0,0,1,2,2,1,7.0,7.0,1.5%,DEN,4,2022
23,Greg Zuerlein,1,1,100.0,38,0,0,1,0,0,3,3,1,6.0,6.0,52.1%,NYJ,4,2022
24,Dominik Eberle,1,1,100.0,49,0,0,0,1,0,2,4,1,6.0,6.0,0.0%,FA,4,2022
25,Robbie Gould,1,2,50.0,25,0,1,0,0,0,3,3,1,6.0,6.0,0.1%,FA,4,2022
26,Nick Folk,1,1,100.0,37,0,0,1,0,0,3,3,1,6.0,6.0,2.5%,TEN,4,2022
27,Eddy Pineiro,1,1,100.0,54,0,0,0,0,1,1,1,1,6.0,6.0,2.8%,CAR,4,2022
28,Brandon McManus,1,1,100.0,28,0,1,0,0,0,2,3,1,5.0,5.0,0.1%,FA,4,2022
29,Joey Slye,1,1,100.0,45,0,0,0,1,0,1,1,1,5.0,5.0,0.2%,NE,4,2022
30,Chase McLaughlin,1,2,50.0,27,0,1,0,0,0,2,2,1,5.0,5.0,3.7%,TB,4,2022
31,Jake Elliott,1,1,100.0,28,0,1,0,0,0,2,3,1,5.0,5.0,95.3%,PHI,4,2022
32,Riley Patterson,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.1%,FA,4,2022
