Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Nick Folk,4,4,100.0,46,0,2,1,1,0,2,2,1,15.0,15.0,2.5%,TEN,12,2022
2,Justin Tucker,4,5,80.0,55,0,3,0,0,1,1,1,1,15.0,15.0,99.8%,BAL,12,2022
3,Harrison Butker,4,4,100.0,32,0,3,1,0,0,2,2,1,14.0,14.0,98.8%,KC,12,2022
4,Matthew Wright,3,3,100.0,52,0,1,0,1,1,1,1,1,13.0,13.0,0.0%,FA,12,2022
5,Jason Sanders,3,3,100.0,45,0,1,1,1,0,3,3,1,13.0,13.0,49.7%,MIA,12,2022
6,Jake Elliott,2,2,100.0,54,0,0,1,0,1,4,5,1,12.0,12.0,95.3%,PHI,12,2022
7,Eddy Pineiro,3,3,100.0,42,0,1,1,1,0,2,2,1,12.0,12.0,2.8%,CAR,12,2022
8,Graham Gano,2,2,100.0,57,0,0,0,1,1,2,2,1,11.0,11.0,1.0%,NYG,12,2022
9,Tyler Bass,2,2,100.0,47,0,0,0,2,0,2,3,1,10.0,10.0,40.1%,BUF,12,2022
10,Caleb Shudak,3,4,75.0,38,0,1,2,0,0,1,1,1,10.0,10.0,0.0%,FA,12,2022
11,Jason Myers,2,2,100.0,34,0,1,1,0,0,4,4,1,10.0,10.0,8.8%,SEA,12,2022
12,Daniel Carlson,2,3,66.7,36,0,1,1,0,0,4,4,1,10.0,10.0,9.8%,LV,12,2022
13,Mason Crosby,2,2,100.0,33,0,1,1,0,0,3,4,1,9.0,9.0,0.1%,FA,12,2022
14,Evan McPherson,2,2,100.0,47,0,0,1,1,0,2,2,1,9.0,9.0,88.7%,CIN,12,2022
15,Greg Zuerlein,1,2,50.0,57,0,0,0,0,1,4,4,1,9.0,9.0,52.1%,NYJ,12,2022
16,Greg Joseph,2,2,100.0,36,0,0,2,0,0,3,4,1,9.0,9.0,0.1%,FA,12,2022
17,Younghoe Koo,2,3,66.7,48,0,0,0,2,0,1,1,1,9.0,9.0,79.8%,ATL,12,2022
18,Joey Slye,2,2,100.0,45,0,0,1,1,0,1,2,1,8.0,8.0,0.2%,NE,12,2022
19,Robbie Gould,2,2,100.0,46,0,1,0,1,0,1,1,1,8.0,8.0,0.1%,FA,12,2022
20,Riley Patterson,2,2,100.0,29,0,2,0,0,0,2,2,1,8.0,8.0,0.1%,FA,12,2022
21,Chase McLaughlin,1,2,50.0,51,0,0,0,0,1,2,2,1,7.0,7.0,3.7%,TB,12,2022
22,Michael Badgley,1,2,50.0,51,0,0,0,0,1,2,2,1,7.0,7.0,1.1%,DET,12,2022
23,Matt Prater,1,2,50.0,43,0,0,0,1,0,3,3,1,7.0,7.0,3.7%,ARI,12,2022
24,Cade York,1,2,50.0,51,0,0,0,0,1,2,2,1,7.0,7.0,0.2%,WAS,12,2022
25,Ryan Succop,1,1,100.0,42,0,0,0,1,0,2,2,1,6.0,6.0,0.0%,FA,12,2022
26,Cameron Dicker,1,1,100.0,26,0,1,0,0,0,2,2,1,5.0,5.0,51.9%,LAC,12,2022
27,Matt Gay,1,1,100.0,47,0,0,0,1,0,1,1,1,5.0,5.0,30.7%,IND,12,2022
28,Cairo Santos,1,1,100.0,22,0,1,0,0,0,1,1,1,4.0,4.0,28.4%,CHI,12,2022
29,Brett Maher,0,1,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,FA,12,2022
30,Brandon McManus,1,2,50.0,27,0,1,0,0,0,1,1,1,4.0,4.0,0.1%,FA,12,2022
31,Ka'imi Fairbairn,1,1,100.0,28,0,1,0,0,0,0,0,1,3.0,3.0,89.8%,HOU,12,2022
32,Wil Lutz,0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.5%,DEN,12,2022
33,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%,FA,12,2022
34,Randy Bullock,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,12,2022
