Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Michael Badgley,4,4,100.0,47,0,0,1,3,0,4,4,1,19.0,19.0,1.1%,DET,13,2022
2,Greg Zuerlein,5,5,100.0,60,0,1,2,1,1,1,1,1,19.0,19.0,52.1%,NYJ,13,2022
3,Robbie Gould,4,4,100.0,48,0,0,1,3,0,3,3,1,18.0,18.0,0.1%,FA,13,2022
4,Matthew Wright,4,4,100.0,48,0,0,1,3,0,1,1,1,16.0,16.0,0.0%,FA,13,2022
5,Matt Gay,3,3,100.0,54,0,0,1,1,1,2,2,1,14.0,14.0,30.7%,IND,13,2022
6,Brandon McManus,3,4,75.0,52,0,0,0,1,2,0,0,1,14.0,14.0,0.1%,FA,13,2022
7,Younghoe Koo,3,3,100.0,51,0,1,0,0,2,1,1,1,14.0,14.0,79.8%,ATL,13,2022
8,Greg Joseph,2,2,100.0,51,0,0,0,1,1,3,3,1,12.0,12.0,0.1%,FA,13,2022
9,Cade York,2,2,100.0,43,0,0,0,2,0,3,3,1,11.0,11.0,0.2%,WAS,13,2022
10,Daniel Carlson,2,3,66.7,55,0,1,0,0,1,3,3,1,11.0,11.0,9.8%,LV,13,2022
11,Wil Lutz,3,3,100.0,38,0,2,1,0,0,1,1,1,10.0,10.0,1.5%,DEN,13,2022
12,Jason Myers,2,2,100.0,41,0,1,0,1,0,3,3,1,10.0,10.0,8.8%,SEA,13,2022
13,Evan McPherson,2,2,100.0,41,0,0,1,1,0,3,3,1,10.0,10.0,88.7%,CIN,13,2022
14,Chase McLaughlin,2,2,100.0,52,0,0,1,0,1,1,1,1,9.0,9.0,3.7%,TB,13,2022
15,Graham Gano,2,3,66.7,48,0,1,0,1,0,2,2,1,9.0,9.0,1.0%,NYG,13,2022
16,Joey Slye,2,3,66.7,42,0,1,0,1,0,2,2,1,9.0,9.0,0.2%,NE,13,2022
17,Mason Crosby,2,2,100.0,32,0,1,1,0,0,2,2,1,8.0,8.0,0.1%,FA,13,2022
18,Cairo Santos,2,3,66.7,40,0,1,0,1,0,1,2,1,8.0,8.0,28.4%,CHI,13,2022
19,Cameron Dicker,2,3,66.7,37,0,0,2,0,0,2,2,1,8.0,8.0,51.9%,LAC,13,2022
20,Tyler Bass,1,1,100.0,48,0,0,0,1,0,3,3,1,7.0,7.0,40.1%,BUF,13,2022
21,Riley Patterson,2,2,100.0,42,0,0,1,1,0,0,0,1,7.0,7.0,0.1%,FA,13,2022
22,Ka'imi Fairbairn,2,2,100.0,44,0,0,1,1,0,0,0,1,7.0,7.0,89.8%,HOU,13,2022
23,Brett Maher,0,0,0.0,0,0,0,0,0,0,6,7,1,6.0,6.0,0.0%,FA,13,2022
24,Jason Sanders,1,1,100.0,43,0,0,0,1,0,2,2,1,6.0,6.0,49.7%,MIA,13,2022
25,Harrison Butker,1,2,50.0,26,0,1,0,0,0,3,3,1,6.0,6.0,98.8%,KC,13,2022
26,Jake Elliott,0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,95.3%,PHI,13,2022
27,Ryan Succop,1,1,100.0,21,0,1,0,0,0,2,2,1,5.0,5.0,0.0%,FA,13,2022
28,Justin Tucker,1,1,100.0,26,0,1,0,0,0,1,1,1,4.0,4.0,99.8%,BAL,13,2022
29,Randy Bullock,1,1,100.0,36,0,0,1,0,0,1,1,1,4.0,4.0,0.0%,FA,13,2022
30,Nick Folk,1,2,50.0,39,0,0,1,0,0,1,1,1,4.0,4.0,2.5%,TEN,13,2022
31,Tristan Vizcaino,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,13,2022
32,Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,13,2022
33,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%,FA,13,2022
