Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Joey Slye,4,4,100.0,58,0,0,1,1,2,2,2,1,19.0,19.0,0.2%,NE,10,2022
2,Eddy Pineiro,4,4,100.0,49,0,0,1,3,0,1,2,1,16.0,16.0,2.8%,CAR,10,2022
3,Tyler Bass,3,3,100.0,45,0,1,1,1,0,3,3,1,13.0,13.0,40.1%,BUF,10,2022
4,Cameron Dicker,3,3,100.0,47,0,1,0,2,0,1,1,1,12.0,12.0,51.9%,LAC,10,2022
5,Ka'imi Fairbairn,3,3,100.0,46,0,0,2,1,0,1,1,1,11.0,11.0,89.8%,HOU,10,2022
6,Tristan Vizcaino,2,2,100.0,46,0,0,1,1,0,3,3,1,10.0,10.0,0.0%,FA,10,2022
7,Robbie Gould,3,3,100.0,26,0,3,0,0,0,1,2,1,10.0,10.0,0.1%,FA,10,2022
8,Chase McLaughlin,2,3,66.7,48,0,0,0,2,0,1,1,1,9.0,9.0,3.7%,TB,10,2022
9,Greg Joseph,2,2,100.0,33,0,1,1,0,0,3,4,1,9.0,9.0,0.1%,FA,10,2022
10,Jason Sanders,2,2,100.0,39,0,0,2,0,0,3,5,1,9.0,9.0,49.7%,MIA,10,2022
11,Matthew Wright,2,4,50.0,33,0,0,2,0,0,2,2,1,8.0,8.0,0.0%,FA,10,2022
12,Mason Crosby,1,2,50.0,28,0,1,0,0,0,4,4,1,7.0,7.0,0.1%,FA,10,2022
13,Michael Badgley,1,1,100.0,25,0,1,0,0,0,4,4,1,7.0,7.0,1.1%,DET,10,2022
14,Graham Gano,1,1,100.0,49,0,0,0,1,0,3,3,1,7.0,7.0,1.0%,NYG,10,2022
15,Cairo Santos,1,1,100.0,33,0,0,1,0,0,3,4,1,6.0,6.0,28.4%,CHI,10,2022
16,Jason Myers,1,1,100.0,55,0,0,0,0,1,1,1,1,6.0,6.0,8.8%,SEA,10,2022
17,Matt Gay,1,1,100.0,36,0,0,1,0,0,2,2,1,5.0,5.0,30.7%,IND,10,2022
18,Randy Bullock,1,1,100.0,35,0,0,1,0,0,2,2,1,5.0,5.0,0.0%,FA,10,2022
19,Riley Patterson,1,3,33.3,35,0,0,1,0,0,2,2,1,5.0,5.0,0.1%,FA,10,2022
20,Cade York,1,1,100.0,37,0,0,1,0,0,2,2,1,5.0,5.0,0.2%,WAS,10,2022
21,Wil Lutz,1,1,100.0,44,0,0,0,1,0,1,1,1,5.0,5.0,1.5%,DEN,10,2022
22,Brett Maher,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,FA,10,2022
23,Brandon McManus,1,1,100.0,39,0,0,1,0,0,1,1,1,4.0,4.0,0.1%,FA,10,2022
24,Younghoe Koo,1,1,100.0,33,0,0,1,0,0,0,2,1,3.0,3.0,79.8%,ATL,10,2022
25,Jake Elliott,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,95.3%,PHI,10,2022
26,Harrison Butker,0,0,0.0,0,0,0,0,0,0,3,4,1,3.0,3.0,98.8%,KC,10,2022
27,Ryan Succop,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,FA,10,2022
28,Daniel Carlson,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,9.8%,LV,10,2022
29,Ramiz Ahmed,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,FA,10,2022
30,Taylor Bertolet,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,10,2022
