Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Cairo Santos,4,4,100.0,50,0,1,1,1,1,3,3,1,18.0,18.0,28.4%,CHI,7,2022
2,Jason Myers,3,3,100.0,50,0,0,1,1,1,4,4,1,16.0,16.0,8.8%,SEA,7,2022
3,Randy Bullock,4,4,100.0,48,0,2,1,1,0,1,1,1,14.0,14.0,0.0%,FA,7,2022
4,Robbie Gould,3,3,100.0,50,0,0,1,1,1,2,2,1,14.0,14.0,0.1%,FA,7,2022
5,Justin Tucker,3,3,100.0,55,0,0,2,0,1,2,2,1,13.0,13.0,99.8%,BAL,7,2022
6,Jason Sanders,3,3,100.0,47,0,1,0,2,0,1,1,1,12.0,12.0,49.7%,MIA,7,2022
7,Greg Zuerlein,3,3,100.0,45,0,0,1,2,0,1,1,1,12.0,12.0,52.1%,NYJ,7,2022
8,Wil Lutz,2,2,100.0,45,0,1,0,1,0,4,4,1,11.0,11.0,1.5%,DEN,7,2022
9,Graham Gano,3,3,100.0,34,0,0,3,0,0,2,2,1,11.0,11.0,1.0%,NYG,7,2022
10,Joey Slye,3,4,75.0,31,1,1,1,0,0,2,2,1,11.0,11.0,0.2%,NE,7,2022
11,Daniel Carlson,1,1,100.0,50,0,0,0,0,1,5,5,1,10.0,10.0,9.8%,LV,7,2022
12,Rodrigo Blankenship,2,2,100.0,50,0,1,0,0,1,2,3,1,10.0,10.0,0.1%,FA,7,2022
13,Ka'imi Fairbairn,2,3,66.7,55,0,0,1,0,1,2,2,1,10.0,10.0,89.8%,HOU,7,2022
14,Cade York,2,3,66.7,41,0,0,1,1,0,2,2,1,9.0,9.0,0.2%,WAS,7,2022
15,Michael Badgley,2,2,100.0,53,0,0,0,1,1,0,0,1,9.0,9.0,1.1%,DET,7,2022
16,Brett Maher,1,1,100.0,22,0,1,0,0,0,3,3,1,6.0,6.0,0.0%,FA,7,2022
17,Chase McLaughlin,1,1,100.0,50,0,0,0,0,1,1,1,1,6.0,6.0,3.7%,TB,7,2022
18,Harrison Butker,0,1,0.0,0,0,0,0,0,0,6,6,1,6.0,6.0,98.8%,KC,7,2022
19,Younghoe Koo,1,1,100.0,43,0,0,0,1,0,2,2,1,6.0,6.0,79.8%,ATL,7,2022
20,Chris Boswell,1,1,100.0,45,0,0,0,1,0,1,1,1,5.0,5.0,4.4%,PIT,7,2022
21,Evan McPherson,0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,88.7%,CIN,7,2022
22,Brandon McManus,1,2,50.0,44,0,0,0,1,0,0,1,1,4.0,4.0,0.1%,FA,7,2022
23,Riley Patterson,1,1,100.0,27,0,1,0,0,0,0,1,1,3.0,3.0,0.1%,FA,7,2022
24,Mason Crosby,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.1%,FA,7,2022
25,Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,2.8%,CAR,7,2022
26,Taylor Bertolet,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,FA,7,2022
27,Ryan Succop,1,1,100.0,27,0,1,0,0,0,0,0,1,3.0,3.0,0.0%,FA,7,2022
28,Nick Folk,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,2.5%,TEN,7,2022
