Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Joey Bosa,8,1,3.0,1,0,0,1,0,1,45.3,45.3,6.3%,LAC,12,2020
2,Quinnen Williams,4,3,1.5,2,0,1,0,0,1,23.8,23.8,11.6%,NYJ,12,2020
3,Kerry Hyder Jr.,3,1,2.0,0,0,0,1,0,1,22.3,22.3,2.0%,FA,12,2020
4,Jacob Tuioti-Mariner,3,2,1.0,0,0,1,2,0,1,22.0,22.0,0.0%,FA,12,2020
5,Aaron Donald,4,1,1.0,1,0,1,0,0,1,18.8,18.8,8.8%,FA,12,2020
6,DeMarcus Walker,2,1,2.0,0,0,1,0,0,1,18.3,18.3,0.4%,CHI,12,2020
7,Zach Kerr,3,5,1.0,1,0,1,0,0,1,17.8,17.8,0.0%,FA,12,2020
8,Randy Gregory,3,0,2.0,0,0,0,0,0,1,17.5,17.5,0.1%,FA,12,2020
9,J.J. Watt,2,2,0.0,1,1,0,0,1,1,17.0,17.0,4.2%,FA,12,2020
10,Adam Butler,2,3,1.0,1,0,0,0,0,1,15.8,15.8,0.1%,LV,12,2020
11,Morgan Fox,3,0,1.0,0,0,0,1,0,1,15.0,15.0,0.2%,LAC,12,2020
12,Steven Means,3,3,1.0,0,0,1,0,0,1,14.8,14.8,0.0%,FA,12,2020
13,Jabaal Sheard,2,1,1.0,0,0,1,0,0,1,14.3,14.3,0.0%,FA,12,2020
14,Javon Kinlaw,0,2,0.0,1,1,0,0,1,1,14.0,14.0,0.2%,NYJ,12,2020
15,Montez Sweat,0,2,0.0,1,1,0,0,1,1,14.0,14.0,22.6%,CHI,12,2020
16,Chase Winovich,5,0,1.0,0,0,0,0,0,1,14.0,14.0,0.0%,FA,12,2020
17,Fletcher Cox,4,1,1.0,0,0,0,0,0,1,13.3,13.3,1.1%,FA,12,2020
18,Dre'Mont Jones,5,4,0.0,0,0,0,0,0,1,13.0,13.0,0.3%,SEA,12,2020
19,Derek Barnett,2,1,1.0,0,0,0,0,0,1,12.8,12.8,0.1%,HOU,12,2020
20,Leonard Williams,1,1,1.0,0,0,0,1,0,1,12.8,12.8,6.6%,SEA,12,2020
21,Jeffery Simmons,2,2,1.0,1,0,0,0,0,1,12.5,12.5,43.3%,TEN,12,2020
22,Sebastian Joseph-Day,4,3,0.0,0,0,1,0,0,1,12.3,12.3,0.3%,TEN,12,2020
23,Chase Young,2,0,1.0,0,0,0,0,0,1,12.0,12.0,2.0%,NO,12,2020
24,Cameron Jordan,2,0,1.0,0,0,0,0,0,1,12.0,12.0,1.1%,NO,12,2020
25,Jason Pierre-Paul,3,1,1.0,0,0,0,0,0,1,11.8,11.8,0.0%,FA,12,2020
26,Trevon Coley,3,1,1.0,0,0,0,0,0,1,11.8,11.8,0.0%,FA,12,2020
27,Tyquan Lewis,5,0,0.0,1,0,0,0,0,1,11.5,11.5,0.1%,IND,12,2020
28,Poona Ford,2,2,1.0,0,0,0,0,0,1,11.0,11.0,0.1%,LAC,12,2020
29,Ed Oliver,1,2,1.0,0,0,1,0,0,1,11.0,11.0,8.6%,BUF,12,2020
30,Sam Hubbard,4,3,0.0,0,0,0,0,0,1,10.8,10.8,8.5%,CIN,12,2020
31,DeMarcus Lawrence,1,3,1.0,0,0,0,0,0,1,10.3,10.3,4.3%,DAL,12,2020
32,Folorunso Fatukasi,1,3,1.0,0,0,0,0,0,1,10.3,10.3,0.1%,HOU,12,2020
33,Bravvion Roy,2,1,1.0,0,0,0,0,0,1,10.3,10.3,0.0%,FA,12,2020
34,Kevin Givens,2,1,0.0,0,0,0,1,0,1,10.3,10.3,0.1%,SF,12,2020
35,John Cominsky,2,0,1.0,0,0,0,0,0,1,9.5,9.5,0.1%,DET,12,2020
36,Benson Mayowa,2,0,1.0,0,0,0,0,0,1,9.5,9.5,0.0%,FA,12,2020
37,Ndamukong Suh,4,1,0.0,0,0,0,0,0,1,9.3,9.3,0.0%,FA,12,2020
38,Cameron Heyward,1,1,1.0,0,0,0,0,0,1,8.8,8.8,8.3%,PIT,12,2020
39,Nick Williams,1,1,1.0,0,0,0,0,0,1,8.8,8.8,1.0%,FA,12,2020
40,Daron Payne,0,3,0.5,0,0,1,0,0,1,8.3,8.3,6.4%,WAS,12,2020
41,Jerry Hughes,1,3,0.5,0,0,0,0,0,1,8.3,8.3,0.1%,HOU,12,2020
42,Tim Settle Jr.,1,0,1.0,0,0,0,0,0,1,8.0,8.0,0.1%,HOU,12,2020
43,Rasheem Green,1,0,1.0,0,0,0,0,0,1,8.0,8.0,0.6%,FA,12,2020
44,Dawuane Smoot,1,0,1.0,0,0,0,0,0,1,8.0,8.0,0.1%,BUF,12,2020
45,Jonathan Allen,1,3,0.0,0,0,0,1,0,1,7.8,7.8,6.1%,WAS,12,2020
46,Lawrence Guy Sr.,4,2,0.0,0,0,0,0,0,1,7.5,7.5,4.0%,FA,12,2020
47,Olivier Vernon,2,0,0.0,0,0,1,0,0,1,7.0,7.0,6.0%,FA,12,2020
48,Aldon Smith,2,2,0.0,0,0,0,0,0,1,7.0,7.0,0.0%,FA,12,2020
49,Marcus Davenport,3,0,0.0,0,0,0,0,0,1,7.0,7.0,0.7%,DET,12,2020
50,Niko Lalos,0,0,0.0,1,1,0,0,0,1,6.5,6.5,0.0%,NO,12,2020
51,Brandon Graham,2,1,0.0,0,0,0,0,0,1,6.3,6.3,0.2%,PHI,12,2020
52,Derek Wolfe,1,3,0.0,0,0,0,0,0,1,6.3,6.3,0.0%,FA,12,2020
53,Brandon Dunn,1,1,0.0,0,0,0,1,0,1,6.3,6.3,0.0%,FA,12,2020
54,William Gholston,1,1,0.0,0,0,0,1,0,1,6.3,6.3,3.6%,TB,12,2020
55,Johnathan Hankins,3,2,0.0,0,0,0,0,0,1,6.0,6.0,0.1%,SEA,12,2020
56,Al-Quadin Muhammad,3,2,0.0,0,0,0,0,0,1,6.0,6.0,0.1%,FA,12,2020
57,Adam Gotsis,3,2,0.0,0,0,0,0,0,1,6.0,6.0,0.1%,FA,12,2020
58,Emmanuel Ogbah,3,2,0.0,0,0,0,0,0,1,6.0,6.0,0.1%,MIA,12,2020
59,Jaylon Ferguson,3,2,0.0,0,0,0,0,0,1,6.0,6.0,0.0%,FA,12,2020
60,Jarran Reed,2,1,0.5,0,0,0,0,0,1,5.8,5.8,1.4%,SEA,12,2020
61,Everson Griffen,1,1,0.5,1,0,0,0,0,1,5.8,5.8,2.0%,FA,12,2020
62,Vernon Butler,2,0,0.0,0,0,0,0,0,1,5.5,5.5,0.0%,FA,12,2020
63,Javon Hargrave,1,2,0.0,0,0,0,0,0,1,5.5,5.5,4.3%,SF,12,2020
64,Zach Allen,1,2,0.0,0,0,0,0,0,1,5.5,5.5,4.5%,DEN,12,2020
65,Shy Tuttle,2,0,0.0,0,0,0,0,0,1,5.5,5.5,0.2%,CAR,12,2020
66,A.J. Epenesa,2,0,0.0,0,0,0,0,0,1,5.5,5.5,0.7%,BUF,12,2020
67,Haason Reddick,3,1,0.0,0,0,0,0,0,1,5.3,5.3,4.7%,NYJ,12,2020
68,Brian Burns,2,3,0.0,0,0,0,0,0,1,5.3,5.3,24.4%,NYG,12,2020
69,Grover Stewart,3,1,0.0,0,0,0,0,0,1,5.3,5.3,1.0%,IND,12,2020
70,DaQuan Jones,3,1,0.0,0,0,0,0,0,1,5.3,5.3,0.1%,BUF,12,2020
71,Mike Daniels,2,3,0.0,0,0,0,0,0,1,5.3,5.3,0.0%,FA,12,2020
72,Christian Wilkins,3,1,0.0,0,0,0,0,0,1,5.3,5.3,18.8%,LV,12,2020
73,Alex Okafor,1,2,0.5,0,0,0,0,0,1,5.0,5.0,0.0%,FA,12,2020
74,Corey Liuget,1,1,0.0,0,0,0,0,0,1,4.8,4.8,0.0%,FA,12,2020
75,Quinton Jefferson,1,1,0.0,0,0,0,0,0,1,4.8,4.8,0.1%,CLE,12,2020
76,Kentavius Street,1,1,0.0,0,0,0,0,0,1,4.8,4.8,0.0%,ATL,12,2020
77,Christian Covington,2,2,0.0,0,0,0,0,0,1,4.5,4.5,0.0%,FA,12,2020
78,Taylor Stallworth,2,2,0.0,0,0,0,0,0,1,4.5,4.5,0.0%,WAS,12,2020
79,Henry Anderson,2,2,0.0,0,0,0,0,0,1,4.5,4.5,0.0%,FA,12,2020
80,Arik Armstead,2,2,0.0,0,0,0,0,0,1,4.5,4.5,1.5%,JAC,12,2020
81,Raekwon Davis,2,2,0.0,0,0,0,0,0,1,4.5,4.5,0.1%,IND,12,2020
82,Carlos Dunlap II,1,1,0.5,0,0,0,0,0,1,4.3,4.3,3.0%,FA,12,2020
83,Mike Danna,0,3,0.5,0,0,0,0,0,1,4.3,4.3,1.3%,KC,12,2020
84,Danny Shelton,1,0,0.0,0,0,0,0,0,1,4.0,4.0,0.0%,FA,12,2020
85,Malcom Brown,2,1,0.0,0,0,0,0,0,1,3.8,3.8,0.0%,FA,12,2020
86,Maurice Hurst II Jr.,2,1,0.0,0,0,0,0,0,1,3.8,3.8,0.1%,CLE,12,2020
87,Deatrich Wise Jr.,2,1,0.0,0,0,0,0,0,1,3.8,3.8,0.7%,NE,12,2020
88,Linval Joseph,2,1,0.0,0,0,0,0,0,1,3.8,3.8,0.0%,DAL,12,2020
89,Michael Brockers,1,3,0.0,0,0,0,0,0,1,3.8,3.8,0.0%,FA,12,2020
90,Larry Ogunjobi,2,1,0.0,0,0,0,0,0,1,3.8,3.8,0.6%,PIT,12,2020
91,Dorance Armstrong Jr.,2,1,0.0,0,0,0,0,0,1,3.8,3.8,0.9%,WAS,12,2020
92,Jalyn Holmes,1,1,0.0,1,0,0,0,0,1,3.8,3.8,0.0%,NYJ,12,2020
93,Brent Urban,2,1,0.0,0,0,0,0,0,1,3.8,3.8,0.1%,BAL,12,2020
94,Justin Zimmer,2,1,0.0,0,0,0,0,0,1,3.8,3.8,0.0%,FA,12,2020
95,Amani Bledsoe,0,3,0.0,1,0,0,0,0,1,3.8,3.8,0.0%,FA,12,2020
96,Charles Omenihu,2,0,0.0,0,0,0,0,0,1,3.0,3.0,0.1%,KC,12,2020
97,Greg Gaines,2,0,0.0,0,0,0,0,0,1,3.0,3.0,0.1%,TB,12,2020
98,Cassius Marsh,2,0,0.0,0,0,0,0,0,1,3.0,3.0,1.0%,FA,12,2020
99,Tarell Basham,1,2,0.0,0,0,0,0,0,1,3.0,3.0,0.0%,FA,12,2020
100,Bryce Huff,2,0,0.0,0,0,0,0,0,1,3.0,3.0,6.2%,PHI,12,2020
101,Sheldon Richardson,1,0,0.0,1,0,0,0,0,1,3.0,3.0,1.0%,FA,12,2020
102,Mario Edwards Jr.,2,0,0.0,0,0,0,0,0,1,3.0,3.0,0.1%,HOU,12,2020
103,Billy Winn,1,2,0.0,0,0,0,0,0,1,3.0,3.0,1.0%,FA,12,2020
104,Jack Crawford,2,0,0.0,0,0,0,0,0,1,3.0,3.0,0.0%,FA,12,2020
105,Justin Houston,2,0,0.0,0,0,0,0,0,1,3.0,3.0,0.0%,FA,12,2020
106,Jordan Elliott,2,0,0.0,0,0,0,0,0,1,3.0,3.0,0.1%,SF,12,2020
107,Jonathan Greenard,1,0,0.0,1,0,0,0,0,1,3.0,3.0,16.3%,MIN,12,2020
108,Marlon Davidson,0,4,0.0,0,0,0,0,0,1,3.0,3.0,1.0%,TEN,12,2020
109,Khalid Kareem,1,2,0.0,0,0,0,0,0,1,3.0,3.0,0.0%,ATL,12,2020
110,Akeem Spence,1,2,0.0,0,0,0,0,0,1,3.0,3.0,0.0%,FA,12,2020
111,Darryl Johnson,2,0,0.0,0,0,0,0,0,1,3.0,3.0,0.0%,FA,12,2020
112,DeShawn Williams,1,2,0.0,0,0,0,0,0,1,3.0,3.0,0.1%,FA,12,2020
113,Derrick Nnadi,1,2,0.0,0,0,0,0,0,1,3.0,3.0,0.1%,KC,12,2020
114,Cameron Malveaux,2,0,0.0,0,0,0,0,0,1,3.0,3.0,0.0%,FA,12,2020
115,Charles Harris,1,2,0.0,0,0,0,0,0,1,3.0,3.0,9.0%,FA,12,2020
116,Zach Sieler,1,2,0.0,0,0,0,0,0,1,3.0,3.0,9.9%,MIA,12,2020
117,Bilal Nichols,1,2,0.0,0,0,0,0,0,1,3.0,3.0,0.1%,ARI,12,2020
118,Tyeler Davison,0,1,0.5,0,0,0,0,0,1,2.8,2.8,0.0%,FA,12,2020
119,Damion Square,1,1,0.0,0,0,0,0,0,1,2.3,2.3,0.0%,FA,12,2020
120,Eli Ankou,1,1,0.0,0,0,0,0,0,1,2.3,2.3,0.0%,BUF,12,2020
121,Steve McLendon,1,1,0.0,0,0,0,0,0,1,2.3,2.3,0.0%,FA,12,2020
122,Derrick Brown,1,1,0.0,0,0,0,0,0,1,2.3,2.3,26.1%,CAR,12,2020
123,Ifeadi Odenigbo,1,1,0.0,0,0,0,0,0,1,2.3,2.3,6.0%,FA,12,2020
