Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Dalton Schultz,10,11,130,13.0,26,2,1,0,0,0,1,1,27.0,27.0,79.8%,HOU,9,2023
2,Cole Kmet,6,8,55,9.2,18,0,2,0,0,0,0,1,23.5,23.5,56.2%,CHI,9,2023
3,Cade Otton,6,9,70,11.7,24,1,2,0,0,0,1,1,23.0,23.0,14.1%,TB,9,2023
4,Jake Ferguson,7,10,91,13.0,40,1,1,0,0,0,0,1,22.1,22.1,93.8%,DAL,9,2023
5,Jonnu Smith,5,6,100,20.0,60,1,1,1,0,0,0,1,21.0,21.0,5.5%,MIA,9,2023
6,Taysom Hill,4,5,13,3.3,6,0,1,11,52,0,0,1,20.6,20.6,45.9%,NO,9,2023
7,Mark Andrews,9,10,80,8.9,16,0,0,0,0,0,0,1,17.0,17.0,99.8%,BAL,9,2023
8,Dalton Kincaid,10,11,81,8.1,13,0,0,0,0,0,1,1,16.1,16.1,97.7%,BUF,9,2023
9,Luke Musgrave,3,4,51,17.0,25,2,1,0,0,0,0,1,14.1,14.1,34.8%,GB,9,2023
10,Hunter Henry,4,6,39,9.8,14,0,1,0,0,0,0,1,13.9,13.9,19.0%,NE,9,2023
11,Juwan Johnson,5,5,29,5.8,14,0,1,0,0,0,0,1,13.9,13.9,7.8%,NO,9,2023
12,T.J. Hockenson,7,12,69,9.9,29,1,0,0,0,0,0,1,13.9,13.9,76.0%,MIN,9,2023
13,Tyler Conklin,6,6,66,11.0,33,1,0,0,0,0,0,1,12.6,12.6,29.0%,NYJ,9,2023
14,David Njoku,4,6,26,6.5,15,0,1,0,0,0,0,1,12.6,12.6,93.2%,CLE,9,2023
15,Drew Sample,3,4,30,10.0,22,1,1,0,0,0,0,1,12.0,12.0,0.1%,CIN,9,2023
16,Irv Smith Jr.,3,4,26,8.7,11,0,1,0,0,0,0,1,11.6,11.6,0.1%,FA,9,2023
17,Kyle Pitts,4,5,56,14.0,27,1,0,0,0,0,0,1,9.6,9.6,97.2%,ATL,9,2023
18,Tanner Hudson,4,5,45,11.3,17,0,0,0,0,0,0,1,8.5,8.5,0.1%,CIN,9,2023
19,Isaiah Likely,4,4,42,10.5,17,0,0,0,0,0,0,1,8.2,8.2,14.7%,BAL,9,2023
20,Dallas Goedert,3,4,50,16.7,28,1,0,0,0,0,0,1,8.0,8.0,86.6%,PHI,9,2023
21,Hayden Hurst,2,4,54,27.0,48,1,0,0,0,0,0,1,7.4,7.4,2.2%,LAC,9,2023
22,Daniel Bellinger,3,3,43,14.3,23,1,0,0,0,0,0,1,7.3,7.3,0.3%,NYG,9,2023
23,Logan Thomas,4,5,31,7.8,11,0,0,0,0,0,0,1,7.1,7.1,0.1%,FA,9,2023
