Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Evan Engram,10,13,79,7.9,17,0,1,0,0,0,0,1,23.9,23.9,97.1%,JAC,18,2023
2,Dalton Kincaid,7,8,84,12.0,29,2,0,0,0,0,0,1,15.4,15.4,97.7%,BUF,18,2023
3,Sam LaPorta,5,7,29,5.8,9,0,1,0,0,0,0,1,13.9,13.9,99.9%,DET,18,2023
4,Will Dissly,3,3,46,15.3,21,1,1,0,0,0,0,1,13.6,13.6,0.6%,LAC,18,2023
5,Donald Parham Jr.,5,6,83,16.6,24,1,0,0,0,0,0,1,13.3,13.3,0.0%,DEN,18,2023
6,Jake Ferguson,6,6,69,11.5,16,0,0,0,0,0,0,1,12.9,12.9,93.8%,DAL,18,2023
7,Trey McBride,3,6,34,11.3,25,1,1,0,0,0,0,1,12.4,12.4,98.8%,ARI,18,2023
8,Taysom Hill,4,4,28,7.0,11,0,0,6,51,0,0,1,11.9,11.9,45.9%,NO,18,2023
9,Jonnu Smith,3,3,29,9.7,15,0,1,0,0,0,0,1,11.9,11.9,5.5%,MIA,18,2023
10,Isaiah Likely,2,2,31,15.5,27,1,1,0,0,0,0,1,11.1,11.1,14.7%,BAL,18,2023
11,Johnny Mundt,5,6,58,11.6,32,1,0,0,0,0,0,1,10.8,10.8,3.5%,MIN,18,2023
12,Dawson Knox,2,3,22,11.0,17,0,1,0,0,0,0,1,10.2,10.2,3.6%,BUF,18,2023
13,Darren Waller,5,6,45,9.0,23,1,0,0,0,0,0,1,9.5,9.5,2.9%,FA,18,2023
14,Dalton Schultz,5,7,42,8.4,17,0,0,0,0,0,0,1,9.2,9.2,79.8%,HOU,18,2023
15,Andrew Beck,2,2,9,4.5,8,0,1,0,0,0,0,1,8.9,8.9,0.0%,GB,18,2023
16,Austin Hooper,4,5,39,9.8,21,1,0,0,0,0,0,1,7.9,7.9,0.2%,NE,18,2023
17,Cole Kmet,3,4,41,13.7,27,1,0,0,0,0,0,1,7.1,7.1,56.2%,CHI,18,2023
18,Juwan Johnson,3,3,40,13.3,20,1,0,0,0,0,0,1,7.0,7.0,7.8%,NO,18,2023
19,Brycen Hopkins,2,3,47,23.5,29,1,0,0,0,0,0,1,6.7,6.7,0.0%,FA,18,2023
20,Davis Allen,4,4,25,6.3,10,0,0,0,0,0,0,1,6.5,6.5,0.1%,LAR,18,2023
21,Tucker Kraft,3,3,31,10.3,15,0,0,0,0,0,0,1,6.1,6.1,3.0%,GB,18,2023
22,Durham Smythe,3,3,30,10.0,14,0,0,0,0,0,0,1,6.0,6.0,0.1%,MIA,18,2023
23,Mo Alie-Cox,2,4,18,9.0,12,0,0,0,0,0,0,1,5.8,5.8,0.1%,IND,18,2023
24,Chigoziem Okonkwo,2,3,36,18.0,21,1,0,0,0,0,0,1,5.6,5.6,15.7%,TEN,18,2023
25,Jordan Akins,3,6,24,8.0,14,0,0,0,0,0,0,1,5.4,5.4,0.1%,CLE,18,2023
26,Charlie Kolar,3,4,23,7.7,12,0,0,0,0,0,0,1,5.3,5.3,0.0%,BAL,18,2023
27,Elijah Higgins,2,2,32,16.0,25,1,0,0,0,0,0,1,5.2,5.2,0.1%,ARI,18,2023
28,Josh Oliver,2,3,31,15.5,20,1,0,0,0,0,0,1,5.1,5.1,0.1%,MIN,18,2023
29,Cade Otton,2,3,30,15.0,20,1,0,0,0,0,0,1,5.0,5.0,14.1%,TB,18,2023
30,Kyle Pitts,2,3,27,13.5,19,0,0,0,0,0,0,1,4.7,4.7,97.2%,ATL,18,2023
31,Pat Freiermuth,2,2,21,10.5,13,0,0,0,0,0,0,1,4.1,4.1,72.9%,PIT,18,2023
32,Grant Calcaterra,2,2,18,9.0,11,0,0,0,0,0,0,1,3.8,3.8,0.1%,PHI,18,2023
33,Colby Parkinson,3,4,8,2.7,5,0,0,0,0,0,0,1,3.8,3.8,3.1%,LAR,18,2023
34,Tyler Conklin,2,3,16,8.0,9,0,0,0,0,0,0,1,3.6,3.6,29.0%,NYJ,18,2023
35,Stone Smartt,2,3,14,7.0,8,0,0,0,0,0,0,1,3.4,3.4,0.0%,LAC,18,2023
36,Peyton Hendershot,1,1,24,24.0,24,1,0,0,0,0,0,1,3.4,3.4,0.0%,KC,18,2023
37,James Mitchell,1,1,24,24.0,24,1,0,0,0,0,0,1,3.4,3.4,0.0%,DET,18,2023
38,Kylen Granson,1,1,23,23.0,23,1,0,0,0,0,0,1,3.3,3.3,0.4%,IND,18,2023
39,Nick Muse,1,1,22,22.0,22,1,0,0,0,0,0,1,3.2,3.2,0.0%,MIN,18,2023
40,Tommy Tremble,2,2,11,5.5,7,0,0,0,0,0,0,1,3.1,3.1,0.1%,CAR,18,2023
41,Adam Trautman,1,1,21,21.0,21,1,0,0,0,0,0,1,3.1,3.1,0.1%,DEN,18,2023
42,Tanner Hudson,2,2,11,5.5,8,0,0,0,0,0,0,1,3.1,3.1,0.1%,CIN,18,2023
43,Charlie Woerner,1,1,20,20.0,20,1,0,0,0,0,0,1,3.0,3.0,0.0%,ATL,18,2023
44,Drew Sample,2,2,7,3.5,5,0,0,0,0,0,0,1,2.7,2.7,0.1%,CIN,18,2023
45,MyCole Pruitt,1,1,17,17.0,17,0,0,0,0,0,0,1,2.7,2.7,0.0%,PIT,18,2023
46,Connor Heyward,2,2,4,2.0,2,0,0,0,0,0,0,1,2.4,2.4,0.1%,PIT,18,2023
47,John FitzPatrick,1,1,12,12.0,12,0,0,0,0,0,0,1,2.2,2.2,0.0%,ATL,18,2023
48,Jack Stoll,1,1,11,11.0,11,0,0,0,0,0,0,1,2.1,2.1,0.0%,PHI,18,2023
49,Luke Musgrave,1,1,11,11.0,11,0,0,0,0,0,0,1,2.1,2.1,34.8%,GB,18,2023
50,Logan Thomas,1,2,9,9.0,9,0,0,0,0,0,0,1,1.9,1.9,0.1%,FA,18,2023
51,Ian Thomas,1,2,5,5.0,5,0,0,0,0,0,0,1,1.5,1.5,0.0%,CAR,18,2023
52,Eric Saubert,1,1,5,5.0,5,0,0,0,0,0,0,1,1.5,1.5,0.0%,SF,18,2023
53,Mike Gesicki,1,3,5,5.0,5,0,0,0,0,0,0,1,1.5,1.5,3.0%,CIN,18,2023
54,Dallas Goedert,1,3,4,4.0,4,0,0,0,0,0,0,1,1.4,1.4,86.6%,PHI,18,2023
55,Gerald Everett,1,1,4,4.0,4,0,0,0,0,0,0,1,1.4,1.4,0.8%,CHI,18,2023
56,Foster Moreau,1,1,3,3.0,3,0,0,0,0,0,0,1,1.3,1.3,0.0%,NO,18,2023
57,Nick Vannett,1,1,3,3.0,3,0,0,0,0,0,0,1,1.3,1.3,0.0%,TEN,18,2023
58,Blake Bell,1,2,3,3.0,3,0,0,0,0,0,0,1,1.3,1.3,0.0%,FA,18,2023
59,Julian Hill,1,2,2,2.0,2,0,0,0,0,0,0,1,1.2,1.2,0.0%,MIA,18,2023
60,Pharaoh Brown,1,3,0,0.0,0,0,0,0,0,0,0,1,1.0,1.0,0.0%,SEA,18,2023
61,Matt Orzech,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,GB,18,2023
62,Mitchell Fraboni,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,DEN,18,2023
63,Matt Sokol,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,18,2023
64,Parker Hesse,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DET,18,2023
65,Harrison Bryant,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,LV,18,2023
66,Josiah Deguara,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,JAC,18,2023
67,N'Keal Harry,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,MIN,18,2023
68,Albert Okwuegbunam Jr.,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,PHI,18,2023
69,T.J. Hockenson,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,76.0%,MIN,18,2023
70,Trevon Wesco,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,18,2023
71,Zach Gentry,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,18,2023
72,Stephen Carlson,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CHI,18,2023
73,Feleipe Franks,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CAR,18,2023
74,Brevin Jordan,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,HOU,18,2023
75,Lawrence Cager,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,18,2023
76,Luke Farrell,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,JAC,18,2023
77,Mitchell Wilcox,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,NE,18,2023
78,Noah Gray,0,3,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.4%,KC,18,2023
79,Dalton Keene,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,HOU,18,2023
80,Stephen Sullivan,0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,18,2023
81,Tyler Mabry,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SEA,18,2023
82,Sean McKeon,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,18,2023
83,Tyler Davis,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,GB,18,2023
84,Tommy Hudson,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NO,18,2023
85,Payne Durham,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,TB,18,2023
86,Zack Kuntz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,NYJ,18,2023
87,Ben Sims,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,GB,18,2023
