Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Travis Kelce,12,13,179,14.9,53,2,1,0,0,0,0,1,35.9,35.9,100.0%,KC,7,2023
2,Darren Waller,7,8,98,14.0,27,1,1,0,0,0,0,1,22.8,22.8,2.9%,FA,7,2023
3,Mark Andrews,4,6,63,15.8,22,2,2,0,0,0,0,1,22.3,22.3,99.8%,BAL,7,2023
4,T.J. Hockenson,11,12,86,7.8,22,1,0,0,0,0,0,1,19.6,19.6,76.0%,MIN,7,2023
5,Dallas Goedert,5,5,77,15.4,22,2,1,0,0,0,0,1,18.7,18.7,86.6%,PHI,7,2023
6,Taysom Hill,4,5,50,12.5,19,0,0,5,18,1,0,1,16.8,16.8,45.9%,NO,7,2023
7,Dalton Kincaid,8,8,75,9.4,15,0,0,0,0,0,0,1,15.5,15.5,97.7%,BUF,7,2023
8,George Kittle,5,7,78,15.6,28,1,0,1,2,0,0,1,13.0,13.0,99.1%,SF,7,2023
9,Gerald Everett,3,4,26,8.7,11,0,1,0,0,0,0,1,11.6,11.6,0.8%,CHI,7,2023
10,Sam LaPorta,6,7,52,8.7,13,0,0,0,0,0,0,1,11.2,11.2,99.9%,DET,7,2023
11,David Njoku,5,9,54,10.8,26,1,0,0,0,0,0,1,10.4,10.4,93.2%,CLE,7,2023
12,Evan Engram,5,7,45,9.0,21,1,0,0,0,0,0,1,9.5,9.5,97.1%,JAC,7,2023
13,Cade Otton,5,6,43,8.6,12,0,0,0,0,0,0,1,9.3,9.3,14.1%,TB,7,2023
14,Logan Thomas,4,6,51,12.8,15,0,0,0,0,0,0,1,9.1,9.1,0.1%,FA,7,2023
15,Mike Gesicki,2,2,5,2.5,4,0,1,0,0,0,0,1,8.5,8.5,3.0%,CIN,7,2023
16,Kyle Pitts,3,5,47,15.7,39,1,0,0,0,0,0,1,7.7,7.7,97.2%,ATL,7,2023
17,Pharaoh Brown,2,2,51,25.5,26,2,0,0,0,0,0,1,7.1,7.1,0.0%,SEA,7,2023
18,Luke Musgrave,4,5,30,7.5,18,0,0,0,0,0,0,1,7.0,7.0,34.8%,GB,7,2023
19,Foster Moreau,3,4,33,11.0,18,0,0,0,0,0,0,1,6.3,6.3,0.0%,NO,7,2023
20,Trey McBride,3,6,29,9.7,19,0,0,0,0,0,0,1,5.9,5.9,98.8%,ARI,7,2023
21,Jonnu Smith,3,3,27,9.0,18,0,0,0,0,0,0,1,5.7,5.7,5.5%,MIA,7,2023
22,Zach Ertz,3,4,19,6.3,9,0,0,0,0,0,0,1,4.9,4.9,3.1%,WAS,7,2023
23,Hunter Henry,2,3,27,13.5,14,0,0,0,0,0,0,1,4.7,4.7,19.0%,NE,7,2023
24,Colby Parkinson,2,2,26,13.0,27,1,0,0,0,0,0,1,4.6,4.6,3.1%,LAR,7,2023
25,Connor Heyward,2,3,23,11.5,12,0,0,0,0,0,0,1,4.3,4.3,0.1%,PIT,7,2023
26,Dawson Knox,1,3,10,10.0,10,0,0,0,0,0,0,1,4.0,4.0,3.6%,BUF,7,2023
27,Austin Hooper,2,2,18,9.0,12,0,0,0,0,0,0,1,3.8,3.8,0.2%,NE,7,2023
28,Noah Fant,1,1,25,25.0,25,1,0,0,0,0,0,1,3.5,3.5,19.4%,SEA,7,2023
29,Michael Mayer,2,4,13,6.5,11,0,0,0,0,0,0,1,3.3,3.3,1.4%,LV,7,2023
