Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,George Kittle,8,9,89,11.1,24,2,1,0,0,0,0,1,22.9,22.9,99.1%,SF,11,2023
2,Travis Kelce,7,9,44,6.3,13,0,1,0,0,0,1,1,15.4,15.4,100.0%,KC,11,2023
3,Josh Oliver,4,4,47,11.8,29,1,1,0,0,0,0,1,14.7,14.7,0.1%,MIN,11,2023
4,David Njoku,7,15,56,8.0,18,0,0,0,0,0,0,1,12.6,12.6,93.2%,CLE,11,2023
5,Stone Smartt,1,3,51,51.0,51,1,1,0,0,0,0,1,12.1,12.1,0.0%,LAC,11,2023
6,Dalton Schultz,2,3,32,16.0,20,1,1,0,0,0,0,1,11.2,11.2,79.8%,HOU,11,2023
7,Dalton Kincaid,6,7,46,7.7,16,0,0,0,0,0,0,1,10.6,10.6,97.7%,BUF,11,2023
8,Luke Schoonmaker,2,2,23,11.5,18,0,1,0,0,0,0,1,10.3,10.3,0.2%,DAL,11,2023
9,Donald Parham Jr.,4,6,57,14.3,21,1,0,0,0,0,0,1,9.7,9.7,0.0%,DEN,11,2023
10,T.J. Hockenson,4,7,55,13.8,29,1,0,0,0,0,0,1,9.5,9.5,76.0%,MIN,11,2023
11,Trey McBride,5,7,43,8.6,13,0,0,0,0,0,0,1,9.3,9.3,98.8%,ARI,11,2023
12,Cade Otton,4,5,49,12.3,27,1,0,0,0,0,0,1,8.9,8.9,14.1%,TB,11,2023
13,Tanner Hudson,4,4,49,12.3,21,1,0,0,0,0,0,1,8.9,8.9,0.1%,CIN,11,2023
14,Logan Thomas,5,8,58,11.6,29,1,0,0,0,0,1,1,8.8,8.8,0.1%,FA,11,2023
15,Michael Mayer,4,5,46,11.5,17,0,0,0,0,0,0,1,8.6,8.6,1.4%,LV,11,2023
16,Tommy Tremble,1,3,4,4.0,4,0,1,0,0,0,0,1,7.4,7.4,0.1%,CAR,11,2023
17,Evan Engram,4,6,29,7.3,13,0,0,0,0,0,0,1,6.9,6.9,97.1%,JAC,11,2023
18,Sam LaPorta,3,5,18,6.0,8,0,0,0,0,0,0,1,6.8,6.8,99.9%,DET,11,2023
19,Daniel Bellinger,3,3,38,12.7,26,1,0,0,0,0,0,1,6.8,6.8,0.3%,NYG,11,2023
20,Luke Musgrave,4,6,28,7.0,11,0,0,0,0,0,0,1,6.8,6.8,34.8%,GB,11,2023
21,Jake Ferguson,3,5,32,10.7,24,1,0,0,0,0,0,1,6.2,6.2,93.8%,DAL,11,2023
22,Jeremy Ruckert,3,4,25,8.3,18,0,0,0,0,0,0,1,5.5,5.5,0.1%,NYJ,11,2023
23,Adam Trautman,2,2,33,16.5,19,0,0,0,0,0,0,1,5.3,5.3,0.1%,DEN,11,2023
24,Tucker Kraft,2,2,32,16.0,27,1,0,0,0,0,0,1,5.2,5.2,3.0%,GB,11,2023
25,Cole Kmet,3,4,20,6.7,11,0,0,0,0,0,0,1,5.0,5.0,56.2%,CHI,11,2023
26,Mark Andrews,2,2,23,11.5,14,0,0,0,0,0,0,1,4.3,4.3,99.8%,BAL,11,2023
27,Luke Farrell,2,2,21,10.5,14,0,0,0,0,0,0,1,4.1,4.1,0.0%,JAC,11,2023
28,Drew Sample,2,2,19,9.5,13,0,0,0,0,0,0,1,3.9,3.9,0.1%,CIN,11,2023
29,Tyler Conklin,2,3,18,9.0,13,0,0,0,0,0,0,1,3.8,3.8,29.0%,NYJ,11,2023
30,Geoff Swaim,2,2,15,7.5,8,0,0,0,0,0,0,1,3.5,3.5,0.0%,FA,11,2023
31,John Bates,2,2,15,7.5,8,0,0,0,0,0,0,1,3.5,3.5,0.0%,WAS,11,2023
32,Payne Durham,2,2,13,6.5,8,0,0,0,0,0,0,1,3.3,3.3,0.0%,TB,11,2023
33,Stephen Sullivan,1,1,20,20.0,20,1,0,0,0,0,0,1,3.0,3.0,0.0%,FA,11,2023
34,Tyler Higbee,1,3,17,17.0,17,0,0,0,0,0,0,1,2.7,2.7,1.3%,LAR,11,2023
35,Charlie Kolar,1,1,13,13.0,13,0,0,0,0,0,0,1,2.3,2.3,0.0%,BAL,11,2023
36,Quintin Morris,1,2,11,11.0,11,0,0,0,0,0,0,1,2.1,2.1,0.0%,BUF,11,2023
37,Will Dissly,1,3,9,9.0,9,0,0,0,0,0,0,1,1.9,1.9,0.6%,LAC,11,2023
38,Darnell Washington,1,1,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,0.1%,PIT,11,2023
39,Pat Freiermuth,1,1,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,72.9%,PIT,11,2023
