Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Daniel Jones,28,41,68.3,322,7.9,4,0,3,4,13,0,1,1,28.2,28.2,7.4%,NYG,8,2019
2,Deshaun Watson,27,39,69.2,279,7.2,3,0,3,10,46,0,0,1,27.8,27.8,38.9%,CLE,8,2019
3,Aaron Rodgers,23,33,69.7,305,9.2,3,0,5,6,29,0,0,1,27.1,27.1,72.2%,NYJ,8,2019
4,Drew Brees,34,43,79.1,373,8.7,3,1,0,0,0,0,0,1,25.9,25.9,35.7%,FA,8,2019
5,Matthew Stafford,25,32,78.1,342,10.7,3,1,4,2,-3,0,0,1,24.4,24.4,49.9%,LAR,8,2019
6,Gardner Minshew II,22,34,64.7,279,8.2,3,0,2,8,28,0,1,1,24.0,24.0,3.9%,LV,8,2019
7,Derek Carr,18,30,60.0,285,9.5,3,0,0,0,0,0,0,1,23.4,23.4,7.1%,NO,8,2019
8,Jared Goff,17,31,54.8,372,12.0,2,0,0,0,0,0,0,1,22.9,22.9,73.4%,DET,8,2019
9,Matt Schaub,39,52,75.0,460,8.8,1,1,2,0,0,0,1,1,21.4,21.4,0.0%,FA,8,2019
10,Jameis Winston,21,43,48.8,301,7.0,2,2,3,8,53,0,2,1,21.3,21.3,0.6%,CLE,8,2019
11,Ryan Tannehill,21,33,63.6,193,5.8,3,0,3,4,-3,0,0,1,19.4,19.4,0.1%,FA,8,2019
12,Matt Moore,24,36,66.7,267,7.4,2,0,2,1,3,0,0,1,19.0,19.0,0.0%,FA,8,2019
13,Tom Brady,20,36,55.6,259,7.2,2,0,3,0,0,0,0,1,18.4,18.4,2.7%,FA,8,2019
14,Andy Dalton,32,52,61.5,329,6.3,1,0,5,1,4,0,0,1,18.2,18.2,0.1%,CAR,8,2019
15,Josh Allen,16,34,47.1,169,5.0,2,0,4,8,45,0,1,1,17.3,17.3,100.0%,BUF,8,2019
16,Mason Rudolph,20,36,55.6,251,7.0,2,1,2,0,0,0,0,1,17.0,17.0,0.1%,TEN,8,2019
17,Russell Wilson,14,20,70.0,182,9.1,2,0,2,4,4,0,0,1,15.7,15.7,6.9%,PIT,8,2019
18,Sam Darnold,21,30,70.0,218,7.3,2,3,8,1,-1,0,0,1,15.6,15.6,6.3%,MIN,8,2019
19,Taysom Hill,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,15.3,15.3,45.9%,NO,8,2019
20,Carson Wentz,17,24,70.8,172,7.2,1,0,3,8,35,0,0,1,14.4,14.4,0.2%,KC,8,2019
21,Jimmy Garoppolo,18,22,81.8,175,8.0,2,1,3,0,0,0,0,1,14.0,14.0,0.1%,LAR,8,2019
22,Ryan Fitzpatrick,21,34,61.8,190,5.6,2,2,4,5,17,0,1,1,13.3,13.3,0.0%,FA,8,2019
23,Baker Mayfield,20,31,64.5,194,6.3,1,1,5,1,18,0,0,1,12.6,12.6,31.7%,TB,8,2019
24,Kirk Cousins,23,26,88.5,285,11.0,0,0,3,2,2,0,0,1,11.6,11.6,64.2%,ATL,8,2019
25,Philip Rivers,19,29,65.5,201,6.9,1,1,1,0,0,0,0,1,11.0,11.0,20.6%,FA,8,2019
26,Kyler Murray,19,33,57.6,220,6.7,0,0,3,2,13,0,0,1,10.1,10.1,94.7%,ARI,8,2019
27,Jacoby Brissett,15,25,60.0,202,8.1,0,0,4,6,34,0,1,1,9.5,9.5,0.9%,NE,8,2019
28,Mitchell Trubisky,23,35,65.7,253,7.2,0,1,4,4,10,0,1,1,8.1,8.1,0.1%,BUF,8,2019
29,Joe Flacco,20,32,62.5,174,5.4,0,0,3,1,9,0,0,1,7.9,7.9,0.7%,IND,8,2019
30,Kyle Allen,19,37,51.4,158,4.3,0,3,7,0,0,0,0,1,3.3,3.3,0.0%,PIT,8,2019
31,Case Keenum,12,16,75.0,130,8.1,0,0,2,0,0,0,1,1,3.2,3.2,0.0%,HOU,8,2019
32,Dwayne Haskins,3,5,60.0,33,6.6,0,1,2,0,0,0,0,1,0.3,0.3,0.1%,FA,8,2019
33,Brett Hundley,0,1,0.0,0,0.0,0,0,1,0,0,0,0,1,0.0,0.0,0.0%,FA,8,2019
34,Teddy Bridgewater,0,0,0.0,0,0.0,0,0,0,2,-2,0,0,1,-0.2,-0.2,0.0%,FA,8,2019
35,Nick Mullens,0,0,0.0,0,0.0,0,0,0,3,-3,0,0,1,-0.3,-0.3,0.1%,MIN,8,2019
