Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Patrick Mahomes II,30,44,68.2,443,10.1,4,0,2,1,-1,0,1,1,31.6,31.6,99.9%,KC,2,2019
2,Lamar Jackson,24,37,64.9,272,7.4,2,0,2,16,120,0,0,1,30.9,30.9,99.9%,BAL,2,2019
3,Dak Prescott,26,30,86.7,269,9.0,3,1,1,5,69,0,0,1,28.7,28.7,96.3%,DAL,2,2019
4,Tom Brady,20,28,71.4,264,9.4,2,0,2,2,1,1,0,1,24.7,24.7,2.7%,FA,2,2019
5,Russell Wilson,29,35,82.9,300,8.6,3,0,4,6,22,0,1,1,24.2,24.2,6.9%,PIT,2,2019
6,Jimmy Garoppolo,17,25,68.0,296,11.8,3,1,0,4,8,0,0,1,23.6,23.6,0.1%,LAR,2,2019
7,Josh Allen,19,30,63.3,253,8.4,1,0,3,7,21,1,0,1,22.2,22.2,100.0%,BUF,2,2019
8,Matt Ryan,27,43,62.8,320,7.4,3,3,1,2,3,0,0,1,22.1,22.1,0.1%,FA,2,2019
9,Andy Dalton,26,42,61.9,311,7.4,2,1,4,2,2,0,0,1,19.6,19.6,0.1%,CAR,2,2019
10,Carson Wentz,25,43,58.1,231,5.4,1,2,3,3,3,1,0,1,19.5,19.5,0.2%,KC,2,2019
11,Jared Goff,19,28,67.9,283,10.1,1,0,3,4,-2,1,1,1,19.1,19.1,73.4%,DET,2,2019
12,Jacoby Brissett,17,28,60.7,146,5.2,3,1,3,7,25,0,1,1,17.3,17.3,0.9%,NE,2,2019
13,Matthew Stafford,22,30,73.3,245,8.2,2,2,0,4,13,0,0,1,17.1,17.1,49.9%,LAR,2,2019
14,Case Keenum,26,37,70.3,221,6.0,2,0,1,1,-1,0,0,1,16.7,16.7,0.0%,HOU,2,2019
15,Joe Flacco,35,50,70.0,292,5.8,1,1,2,0,0,0,0,1,16.7,16.7,0.7%,IND,2,2019
16,Kyler Murray,25,40,62.5,349,8.7,0,0,3,3,4,0,0,1,16.4,16.4,94.7%,ARI,2,2019
17,Gardner Minshew II,23,33,69.7,213,6.5,1,0,4,6,56,0,1,1,16.1,16.1,3.9%,LV,2,2019
18,Baker Mayfield,19,35,54.3,325,9.3,1,1,3,0,0,0,0,1,16.0,16.0,31.7%,TB,2,2019
19,Aaron Rodgers,22,34,64.7,209,6.1,2,0,2,1,0,0,1,1,14.4,14.4,72.2%,NYJ,2,2019
20,Marcus Mariota,19,28,67.9,154,5.5,1,0,4,5,32,0,0,1,13.4,13.4,0.1%,WAS,2,2019
21,Jameis Winston,16,25,64.0,208,8.3,1,0,3,4,9,0,0,1,13.2,13.2,0.6%,CLE,2,2019
22,Deshaun Watson,16,29,55.2,159,5.5,0,0,4,4,5,1,0,1,12.9,12.9,38.9%,CLE,2,2019
23,Mason Rudolph,12,19,63.2,112,5.9,2,1,0,1,7,0,0,1,12.2,12.2,0.1%,TEN,2,2019
24,Eli Manning,26,45,57.8,250,5.6,1,2,1,1,2,0,0,1,12.2,12.2,2.3%,FA,2,2019
25,Philip Rivers,21,36,58.3,293,8.1,0,1,1,1,12,0,0,1,11.9,11.9,20.6%,FA,2,2019
26,Derek Carr,23,38,60.5,198,5.2,1,2,3,2,18,0,0,1,11.7,11.7,7.1%,NO,2,2019
27,Cam Newton,25,51,49.0,333,6.5,0,0,3,2,0,0,1,1,11.3,11.3,9.1%,FA,2,2019
28,Kirk Cousins,14,32,43.8,230,7.2,1,2,1,2,17,0,1,1,10.9,10.9,64.2%,ATL,2,2019
29,Luke Falk,20,25,80.0,198,7.9,0,0,2,0,0,0,0,1,7.9,7.9,0.1%,FA,2,2019
30,Teddy Bridgewater,17,30,56.7,165,5.5,0,0,2,2,5,0,0,1,7.1,7.1,0.0%,FA,2,2019
31,Mitchell Trubisky,16,27,59.3,120,4.4,0,0,0,1,8,0,0,1,5.6,5.6,0.1%,BUF,2,2019
32,Taysom Hill,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,3.6,3.6,45.9%,NO,2,2019
33,Ben Roethlisberger,8,15,53.3,75,5.0,0,0,1,0,0,0,0,1,3.0,3.0,13.6%,FA,2,2019
34,Josh Rosen,7,18,38.9,97,5.4,0,1,3,0,0,0,0,1,2.9,2.9,0.0%,FA,2,2019
35,Ryan Fitzpatrick,11,21,52.4,89,4.2,0,3,4,1,6,0,0,1,1.2,1.2,0.0%,FA,2,2019
36,Josh McCown,3,5,60.0,24,4.8,0,0,0,0,0,0,0,1,1.0,1.0,0.0%,FA,2,2019
37,Drew Brees,3,5,60.0,38,7.6,0,1,0,0,0,0,0,1,0.5,0.5,35.7%,FA,2,2019
38,Trevor Siemian,3,6,50.0,3,0.5,0,0,2,0,0,0,0,1,0.1,0.1,0.0%,FA,2,2019
39,Tyrod Taylor,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,NYJ,2,2019
