Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Russell Wilson,29,43,67.4,378,8.8,5,0,3,1,21,0,0,1,39.2,39.2,6.9%,PIT,9,2019
2,Jimmy Garoppolo,28,37,75.7,317,8.6,4,0,1,3,2,0,0,1,28.9,28.9,0.1%,LAR,9,2019
3,Lamar Jackson,17,23,73.9,163,7.1,1,0,1,16,61,2,0,1,28.6,28.6,99.9%,BAL,9,2019
4,Matthew Stafford,26,41,63.4,406,9.9,3,1,2,3,6,0,1,1,25.8,25.8,49.9%,LAR,9,2019
5,Ryan Tannehill,27,39,69.2,331,8.5,1,2,4,4,38,1,0,1,25.0,25.0,0.1%,FA,9,2019
6,Ryan Fitzpatrick,24,36,66.7,288,8.0,3,0,4,5,2,0,0,1,23.7,23.7,0.0%,FA,9,2019
7,Kyler Murray,17,24,70.8,241,10.0,2,0,3,5,34,0,0,1,23.0,23.0,94.7%,ARI,9,2019
8,Dak Prescott,22,35,62.9,257,7.3,3,1,0,3,12,0,0,1,22.5,22.5,96.3%,DAL,9,2019
9,Kirk Cousins,19,38,50.0,220,5.8,3,0,1,1,5,0,0,1,21.3,21.3,64.2%,ATL,9,2019
10,Jameis Winston,29,44,65.9,335,7.6,2,0,2,2,8,0,1,1,20.2,20.2,0.6%,CLE,9,2019
11,Deshaun Watson,22,28,78.6,201,7.2,2,0,1,7,37,0,0,1,19.7,19.7,38.9%,CLE,9,2019
12,Derek Carr,20,31,64.5,289,9.3,2,0,1,0,0,0,0,1,19.6,19.6,7.1%,NO,9,2019
13,Josh Allen,14,20,70.0,160,8.0,1,0,2,8,12,1,0,1,17.6,17.6,100.0%,BUF,9,2019
14,Baker Mayfield,27,42,64.3,273,6.5,1,0,2,3,22,0,0,1,17.1,17.1,31.7%,TB,9,2019
15,Brandon Allen,12,20,60.0,193,9.7,2,0,3,5,13,0,0,1,17.0,17.0,0.0%,SF,9,2019
16,Brian Hoyer,17,26,65.4,168,6.5,3,1,4,1,6,0,1,1,16.3,16.3,0.0%,FA,9,2019
17,Kyle Allen,17,32,53.1,232,7.3,2,1,3,3,-4,0,0,1,15.9,15.9,0.0%,PIT,9,2019
18,Carson Wentz,26,39,66.7,239,6.1,1,0,4,4,15,0,0,1,15.1,15.1,0.2%,KC,9,2019
19,Matt Moore,25,35,71.4,275,7.9,1,0,5,0,0,0,0,1,15.0,15.0,0.0%,FA,9,2019
20,Tom Brady,30,46,65.2,285,6.2,1,1,2,0,0,0,0,1,14.4,14.4,2.7%,FA,9,2019
21,Sam Darnold,27,39,69.2,260,6.7,1,1,3,2,1,0,0,1,13.5,13.5,6.3%,MIN,9,2019
22,Aaron Rodgers,23,35,65.7,161,4.6,1,0,3,1,5,0,0,1,12.9,12.9,72.2%,NYJ,9,2019
23,Daniel Jones,26,41,63.4,210,5.1,1,1,5,6,54,0,2,1,12.8,12.8,7.4%,NYG,9,2019
24,Philip Rivers,21,28,75.0,294,10.5,0,0,2,3,0,0,0,1,11.8,11.8,20.6%,FA,9,2019
25,Mason Rudolph,26,35,74.3,191,5.5,1,1,1,3,5,0,0,1,11.1,11.1,0.1%,TEN,9,2019
26,Gardner Minshew II,27,47,57.4,309,6.6,0,2,3,4,34,0,2,1,9.8,9.8,3.9%,LV,9,2019
27,Dwayne Haskins,15,22,68.2,144,6.5,0,0,4,3,14,0,0,1,7.2,7.2,0.1%,FA,9,2019
28,Mitchell Trubisky,10,21,47.6,125,6.0,0,0,3,2,15,0,0,1,6.5,6.5,0.1%,BUF,9,2019
29,Jacoby Brissett,4,5,80.0,59,11.8,0,0,1,2,4,0,0,1,2.8,2.8,0.9%,NE,9,2019
