Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Aaron Rodgers,25,31,80.6,429,13.8,5,0,1,2,6,1,0,1,43.8,43.8,72.2%,NYJ,7,2019
2,Matthew Stafford,30,45,66.7,364,8.1,4,1,2,0,0,0,0,1,29.6,29.6,49.9%,LAR,7,2019
3,Kirk Cousins,24,34,70.6,338,9.9,4,0,0,4,-3,0,0,1,29.2,29.2,64.2%,ATL,7,2019
4,Jacoby Brissett,26,39,66.7,326,8.4,4,0,1,5,6,0,1,1,27.6,27.6,0.9%,NE,7,2019
5,Jared Goff,22,37,59.5,268,7.2,2,0,0,3,3,1,0,1,25.0,25.0,73.4%,DET,7,2019
6,Lamar Jackson,9,20,45.0,143,7.2,0,0,1,14,116,1,0,1,23.3,23.3,99.9%,BAL,7,2019
7,Dak Prescott,21,27,77.8,239,8.9,1,1,3,5,30,1,0,1,21.6,21.6,96.3%,DAL,7,2019
8,Ryan Fitzpatrick,23,35,65.7,282,8.1,1,1,0,6,13,1,0,1,21.6,21.6,0.0%,FA,7,2019
9,Andy Dalton,22,43,51.2,276,6.4,1,3,2,4,33,1,0,1,21.3,21.3,0.1%,CAR,7,2019
10,Josh Allen,16,26,61.5,202,7.8,2,0,2,4,32,0,0,1,21.3,21.3,100.0%,BUF,7,2019
11,Philip Rivers,24,38,63.2,329,8.7,2,0,1,0,0,0,0,1,21.2,21.2,20.6%,FA,7,2019
12,Gardner Minshew II,15,32,46.9,255,8.0,1,0,2,9,48,0,0,1,21.0,21.0,3.9%,LV,7,2019
13,Ryan Tannehill,23,29,79.3,312,10.8,2,1,2,5,7,0,0,1,20.2,20.2,0.1%,FA,7,2019
14,Mitchell Trubisky,34,54,63.0,251,4.6,2,0,2,0,0,0,0,1,20.0,20.0,0.1%,BUF,7,2019
15,Teddy Bridgewater,23,38,60.5,281,7.4,2,0,1,4,7,0,0,1,19.9,19.9,0.0%,FA,7,2019
16,Deshaun Watson,23,34,67.6,308,9.1,1,2,3,3,32,0,0,1,17.5,17.5,38.9%,CLE,7,2019
17,Derek Carr,22,28,78.6,293,10.5,2,1,0,2,0,0,1,1,16.7,16.7,7.1%,NO,7,2019
18,Russell Wilson,20,41,48.8,241,5.9,1,1,1,3,27,0,0,1,15.3,15.3,6.9%,PIT,7,2019
19,Tom Brady,31,45,68.9,249,5.5,1,1,0,0,0,0,0,1,13.0,13.0,2.7%,FA,7,2019
20,Daniel Jones,22,35,62.9,223,6.4,1,1,8,4,35,0,2,1,11.4,11.4,7.4%,NYG,7,2019
21,Taysom Hill,0,0,0.0,0,0.0,0,0,0,2,21,0,0,1,9.5,9.5,45.9%,NO,7,2019
22,Matt Moore,10,19,52.6,117,6.2,1,0,1,1,-1,0,0,1,8.6,8.6,0.0%,FA,7,2019
23,Carson Wentz,16,26,61.5,191,7.3,1,1,3,4,12,0,2,1,7.8,7.8,0.2%,KC,7,2019
24,Patrick Mahomes II,10,11,90.9,76,6.9,1,0,0,1,2,0,0,1,7.2,7.2,99.9%,KC,7,2019
25,Jimmy Garoppolo,12,21,57.1,151,7.2,0,1,2,4,20,0,0,1,7.0,7.0,0.1%,LAR,7,2019
26,Kyler Murray,14,21,66.7,104,5.0,0,0,2,10,28,0,0,1,7.0,7.0,94.7%,ARI,7,2019
27,Matt Schaub,6,6,100.0,65,10.8,1,0,0,1,-1,0,0,1,6.5,6.5,0.0%,FA,7,2019
28,Joe Flacco,21,34,61.8,213,6.3,0,0,8,0,0,0,1,1,6.5,6.5,0.7%,IND,7,2019
29,Mike Glennon,2,3,66.7,36,12.0,1,0,0,0,0,0,0,1,5.4,5.4,1.0%,FA,7,2019
30,Matt Ryan,16,27,59.3,159,5.9,0,1,5,1,2,0,1,1,3.6,3.6,0.1%,FA,7,2019
31,Case Keenum,9,12,75.0,77,6.4,0,0,3,0,0,0,0,1,3.1,3.1,0.0%,HOU,7,2019
32,Blake Bortles,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,7,2019
33,Jarrett Stidham,0,0,0.0,0,0.0,0,0,0,2,-2,0,0,1,-0.2,-0.2,0.1%,DEN,7,2019
34,Tim Boyle,0,0,0.0,0,0.0,0,0,0,3,-3,0,0,1,-0.3,-0.3,0.0%,MIA,7,2019
35,Sam Darnold,11,32,34.4,86,2.7,0,4,1,2,-1,0,1,1,-2.7,-2.7,6.3%,MIN,7,2019
