Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Deshaun Watson,18,25,72.0,234,9.4,3,0,3,4,-1,0,0,1,28.9,28.9,38.9%,CLE,13,2019
2,Aaron Rodgers,21,33,63.6,243,7.4,4,0,0,3,24,0,0,1,28.1,28.1,72.2%,NYJ,13,2019
3,Ryan Fitzpatrick,27,39,69.2,365,9.4,3,1,3,3,2,0,0,1,27.8,27.8,0.0%,FA,13,2019
4,Carson Wentz,28,46,60.9,310,6.7,3,1,2,0,0,0,0,1,25.4,25.4,0.2%,KC,13,2019
5,Tom Brady,24,47,51.1,326,6.9,3,1,3,1,13,0,0,1,25.3,25.3,2.7%,FA,13,2019
6,Jared Goff,32,43,74.4,424,9.9,2,0,1,0,0,0,0,1,25.0,25.0,73.4%,DET,13,2019
7,Mitchell Trubisky,29,38,76.3,338,8.9,3,1,1,4,4,0,0,1,24.9,24.9,0.1%,BUF,13,2019
8,Kyle Allen,27,46,58.7,278,6.0,2,1,7,4,22,1,1,1,24.3,24.3,0.0%,PIT,13,2019
9,Dak Prescott,32,49,65.3,355,7.2,2,1,4,4,25,0,1,1,23.7,23.7,96.3%,DAL,13,2019
10,Josh Allen,19,24,79.2,231,9.6,1,0,4,10,43,1,0,1,23.5,23.5,100.0%,BUF,13,2019
11,Lamar Jackson,14,23,60.9,105,4.6,1,0,1,16,101,1,1,1,22.3,22.3,99.9%,BAL,13,2019
12,Patrick Mahomes II,15,29,51.7,175,6.0,1,0,1,3,25,1,0,1,19.5,19.5,99.9%,KC,13,2019
13,Matt Ryan,35,50,70.0,312,6.2,2,2,9,3,21,0,1,1,18.6,18.6,0.1%,FA,13,2019
14,Taysom Hill,0,1,0.0,0,0.0,0,0,0,2,33,1,0,1,18.5,18.5,45.9%,NO,13,2019
15,David Blough,22,38,57.9,280,7.4,2,1,2,1,1,0,0,1,18.3,18.3,0.0%,FA,13,2019
16,Kirk Cousins,22,38,57.9,276,7.3,2,1,0,0,0,0,0,1,18.0,18.0,64.2%,ATL,13,2019
17,Russell Wilson,21,31,67.7,240,7.7,2,1,2,4,13,0,0,1,17.9,17.9,6.9%,PIT,13,2019
18,Philip Rivers,20,29,69.0,265,9.1,2,1,3,0,0,0,0,1,17.6,17.6,20.6%,FA,13,2019
19,Jacoby Brissett,25,40,62.5,319,8.0,1,2,3,1,-1,0,0,1,14.7,14.7,0.9%,NE,13,2019
20,Kyler Murray,19,34,55.9,163,4.8,0,1,6,4,28,1,0,1,14.3,14.3,94.7%,ARI,13,2019
21,Drew Lock,18,28,64.3,134,4.8,2,1,0,3,15,0,0,1,13.9,13.9,0.1%,NYG,13,2019
22,Ryan Tannehill,17,22,77.3,182,8.3,2,0,6,4,5,0,1,1,13.8,13.8,0.1%,FA,13,2019
23,Andy Dalton,22,37,59.5,243,6.6,1,0,1,5,-4,0,0,1,13.3,13.3,0.1%,CAR,13,2019
24,Gardner Minshew II,16,27,59.3,147,5.4,1,1,2,2,8,0,0,1,11.7,11.7,3.9%,LV,13,2019
25,Devlin Hodges,14,21,66.7,212,10.1,1,1,1,5,2,0,0,1,11.7,11.7,0.0%,FA,13,2019
26,Derek Carr,20,30,66.7,222,7.4,1,2,2,3,7,0,0,1,11.6,11.6,7.1%,NO,13,2019
27,Drew Brees,18,30,60.0,184,6.1,1,0,0,1,-1,0,0,1,11.3,11.3,35.7%,FA,13,2019
28,Daniel Jones,20,37,54.1,240,6.5,1,3,0,5,6,0,0,1,11.2,11.2,7.4%,NYG,13,2019
29,Jameis Winston,21,33,63.6,268,8.1,0,0,4,6,20,0,1,1,10.7,10.7,0.6%,CLE,13,2019
30,Sam Darnold,28,48,58.3,239,5.0,0,0,4,2,9,0,0,1,10.5,10.5,6.3%,MIN,13,2019
31,Jimmy Garoppolo,15,21,71.4,165,7.9,1,0,2,3,5,0,1,1,9.1,9.1,0.1%,LAR,13,2019
32,Baker Mayfield,18,32,56.3,196,6.1,1,1,5,1,2,0,1,1,9.0,9.0,31.7%,TB,13,2019
33,Dwayne Haskins,13,25,52.0,147,5.9,0,0,5,4,6,0,0,1,6.5,6.5,0.1%,FA,13,2019
34,Tyrod Taylor,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,NYJ,13,2019
35,Chase Daniel,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,13,2019
36,Garrett Gilbert,0,2,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,13,2019
37,Matt Moore,0,0,0.0,0,0.0,0,0,0,1,-1,0,0,1,-0.1,-0.1,0.0%,FA,13,2019
38,Tim Boyle,0,0,0.0,0,0.0,0,0,0,2,-4,0,0,1,-0.4,-0.4,0.0%,MIA,13,2019
39,Blake Bortles,1,2,50.0,3,1.5,0,0,0,1,-10,0,0,1,-0.9,-0.9,0.0%,FA,13,2019
40,Nick Foles,7,14,50.0,93,6.6,0,1,3,1,3,0,2,1,-1.0,-1.0,0.0%,FA,13,2019
