Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Daniel Jones,28,42,66.7,352,8.4,5,0,1,3,12,0,0,1,35.3,35.3,7.4%,NYG,16,2019
2,Andy Dalton,33,56,58.9,396,7.1,4,0,4,0,0,0,1,1,33.8,33.8,0.1%,CAR,16,2019
3,Ryan Fitzpatrick,31,52,59.6,419,8.1,4,1,2,5,9,0,0,1,32.7,32.7,0.0%,FA,16,2019
4,Lamar Jackson,20,31,64.5,238,7.7,3,0,0,17,103,0,1,1,29.8,29.8,99.9%,BAL,16,2019
5,Patrick Mahomes II,23,33,69.7,251,7.6,2,0,1,2,14,1,0,1,25.4,25.4,99.9%,KC,16,2019
6,Ryan Tannehill,17,27,63.0,272,10.1,3,0,5,1,8,0,0,1,23.7,23.7,0.1%,FA,16,2019
7,Drew Brees,27,38,71.1,279,7.3,3,0,3,3,-3,0,0,1,22.9,22.9,35.7%,FA,16,2019
8,Derek Carr,26,30,86.7,291,9.7,1,0,3,1,3,1,0,1,21.9,21.9,7.1%,NO,16,2019
9,Jared Goff,27,46,58.7,323,7.0,2,1,0,4,12,0,0,1,21.1,21.1,73.4%,DET,16,2019
10,Josh Allen,13,26,50.0,208,8.0,2,0,4,7,43,0,0,1,20.6,20.6,100.0%,BUF,16,2019
11,Carson Wentz,31,40,77.5,319,8.0,1,0,1,6,22,0,0,1,19.0,19.0,0.2%,KC,16,2019
12,Matt Ryan,32,45,71.1,384,8.5,1,2,1,4,6,0,0,1,18.0,18.0,0.1%,FA,16,2019
13,Tom Brady,26,33,78.8,271,8.2,1,0,0,4,4,0,0,1,17.2,17.2,2.7%,FA,16,2019
14,Case Keenum,16,22,72.7,158,7.2,1,0,1,1,1,1,0,1,16.4,16.4,0.0%,HOU,16,2019
15,Jacoby Brissett,14,27,51.9,119,4.4,0,0,3,3,37,1,0,1,15.7,15.7,0.9%,NE,16,2019
16,Baker Mayfield,20,33,60.6,192,5.8,2,1,0,2,4,0,0,1,15.1,15.1,31.7%,TB,16,2019
17,Jameis Winston,25,48,52.1,335,7.0,1,4,3,2,16,0,0,1,15.0,15.0,0.6%,CLE,16,2019
18,Gardner Minshew II,13,31,41.9,181,5.8,1,0,3,7,36,0,0,1,14.8,14.8,3.9%,LV,16,2019
19,Dwayne Haskins,12,15,80.0,133,8.9,2,0,2,0,0,0,0,1,13.3,13.3,0.1%,FA,16,2019
20,Kyler Murray,11,18,61.1,118,6.6,1,0,1,6,40,0,0,1,12.7,12.7,94.7%,ARI,16,2019
21,Drew Lock,25,33,75.8,192,5.8,1,0,0,4,10,0,0,1,12.7,12.7,0.1%,NYG,16,2019
22,Jimmy Garoppolo,16,27,59.3,248,9.2,1,2,6,4,5,0,0,1,12.4,12.4,0.1%,LAR,16,2019
23,Dak Prescott,25,44,56.8,265,6.0,0,0,2,1,7,0,0,1,11.3,11.3,96.3%,DAL,16,2019
24,Philip Rivers,27,39,69.2,279,7.2,0,0,1,0,0,0,0,1,11.2,11.2,20.6%,FA,16,2019
25,Russell Wilson,16,31,51.6,169,5.5,1,0,5,2,2,0,0,1,11.0,11.0,6.9%,PIT,16,2019
26,Deshaun Watson,19,32,59.4,184,5.8,0,1,5,7,37,0,0,1,10.1,10.1,38.9%,CLE,16,2019
27,Sam Darnold,16,26,61.5,183,7.0,1,0,2,4,3,0,1,1,9.6,9.6,6.3%,MIN,16,2019
28,Aaron Rodgers,26,40,65.0,216,5.4,0,1,3,3,-3,0,0,1,9.3,9.3,72.2%,NYJ,16,2019
29,Mason Rudolph,14,20,70.0,129,6.5,1,0,1,2,0,0,0,1,9.2,9.2,0.1%,TEN,16,2019
30,David Blough,12,24,50.0,117,4.9,1,0,4,0,0,0,0,1,8.7,8.7,0.0%,FA,16,2019
31,Mitchell Trubisky,18,34,52.9,157,4.6,0,0,3,6,20,0,0,1,8.3,8.3,0.1%,BUF,16,2019
32,Kirk Cousins,16,31,51.6,122,3.9,1,1,5,0,0,0,0,1,7.9,7.9,64.2%,ATL,16,2019
33,Will Grier,27,44,61.4,224,5.1,0,3,5,4,17,0,0,1,7.7,7.7,0.0%,PHI,16,2019
34,Taysom Hill,1,2,50.0,20,10.0,0,0,0,2,11,0,0,1,6.0,6.0,45.9%,NO,16,2019
35,Brett Hundley,4,9,44.4,49,5.4,0,0,1,6,35,0,0,1,5.5,5.5,0.0%,FA,16,2019
36,Devlin Hodges,11,17,64.7,84,4.9,0,2,3,1,0,0,0,1,1.4,1.4,0.0%,FA,16,2019
37,Matt Moore,0,0,0.0,0,0.0,0,0,0,1,-1,0,0,1,-0.1,-0.1,0.0%,FA,16,2019
38,Tyrod Taylor,0,0,0.0,0,0.0,0,0,0,2,-2,0,0,1,-0.2,-0.2,0.2%,NYJ,16,2019
39,Brian Hoyer,0,0,0.0,0,0.0,0,0,0,3,-2,0,0,1,-0.2,-0.2,0.0%,FA,16,2019
