Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,New York Jets,7,2,0,0,0,0,0,1,18.0,18.0,94.9%,NYJ,18,2023
2,New York Giants,5,2,2,2,0,0,0,1,17.0,17.0,3.3%,NYG,18,2023
3,Tampa Bay Buccaneers,3,0,2,2,0,0,0,1,17.0,17.0,6.5%,TB,18,2023
4,Dallas Cowboys,4,2,1,1,0,0,0,1,16.0,16.0,98.7%,DAL,18,2023
5,Kansas City Chiefs,3,0,1,2,1,0,0,1,15.0,15.0,79.3%,KC,18,2023
6,Buffalo Bills,1,2,0,0,0,0,1,1,12.0,12.0,51.7%,BUF,18,2023
7,Pittsburgh Steelers,4,0,2,2,0,0,0,1,12.0,12.0,91.3%,PIT,18,2023
8,Detroit Lions,4,2,0,0,0,0,0,1,9.0,9.0,40.6%,DET,18,2023
9,Green Bay Packers,5,0,0,0,0,0,0,1,9.0,9.0,10.2%,GB,18,2023
10,Miami Dolphins,3,2,1,1,0,0,0,1,9.0,9.0,77.9%,MIA,18,2023
11,New Orleans Saints,1,2,1,0,0,0,0,1,8.0,8.0,64.3%,NO,18,2023
12,Cincinnati Bengals,3,2,0,0,0,0,0,1,8.0,8.0,58.3%,CIN,18,2023
13,Las Vegas Raiders,5,1,0,0,0,0,0,1,8.0,8.0,6.5%,LV,18,2023
14,Baltimore Ravens,3,0,2,4,0,0,0,1,8.0,8.0,97.7%,BAL,18,2023
15,Los Angeles Chargers,1,1,0,0,0,0,0,1,7.0,7.0,9.6%,LAC,18,2023
16,Carolina Panthers,3,0,0,1,0,0,0,1,7.0,7.0,1.0%,CAR,18,2023
17,Los Angeles Rams,3,0,1,1,0,0,0,1,6.0,6.0,1.4%,LAR,18,2023
18,Tennessee Titans,0,2,0,0,0,0,0,1,5.0,5.0,1.1%,TEN,18,2023
19,Philadelphia Eagles,2,1,0,0,0,0,0,1,4.0,4.0,43.3%,PHI,18,2023
20,San Francisco 49ers,2,1,0,0,0,0,0,1,4.0,4.0,99.0%,SF,18,2023
21,New England Patriots,1,0,1,0,0,0,0,1,4.0,4.0,2.9%,NE,18,2023
22,Indianapolis Colts,2,0,0,0,0,1,0,1,4.0,4.0,6.9%,IND,18,2023
23,Houston Texans,1,0,1,0,0,0,0,1,4.0,4.0,36.0%,HOU,18,2023
24,Cleveland Browns,3,1,0,1,0,0,0,1,4.0,4.0,97.8%,CLE,18,2023
25,Chicago Bears,1,0,1,1,0,0,0,1,4.0,4.0,46.1%,CHI,18,2023
26,Denver Broncos,3,0,0,0,0,0,0,1,3.0,3.0,7.8%,DEN,18,2023
27,Jacksonville Jaguars,2,1,0,0,0,0,0,1,3.0,3.0,19.9%,JAC,18,2023
28,Seattle Seahawks,1,0,0,0,0,0,0,1,2.0,2.0,32.1%,SEA,18,2023
29,Arizona Cardinals,0,0,0,0,0,0,0,1,0.0,0.0,0.4%,ARI,18,2023
30,Minnesota Vikings,1,0,0,0,0,0,0,1,0.0,0.0,33.7%,MIN,18,2023
31,Washington Commanders,0,1,0,0,0,0,0,1,0.0,0.0,1.0%,WAS,18,2023
32,Atlanta Falcons,3,0,0,2,0,0,0,1,-1.0,-1.0,11.4%,ATL,18,2023
