Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,New Orleans Saints,2,2,1,0,1,0,0,1,24.0,24.0,64.3%,NO,5,2023
2,Pittsburgh Steelers,4,1,2,3,0,1,0,1,18.0,18.0,91.3%,PIT,5,2023
3,New York Jets,4,0,3,2,1,1,0,1,18.0,18.0,94.9%,NYJ,5,2023
4,San Francisco 49ers,4,3,1,1,0,0,0,1,16.0,16.0,99.0%,SF,5,2023
5,Cincinnati Bengals,3,2,1,1,1,0,0,1,16.0,16.0,58.3%,CIN,5,2023
6,New York Giants,1,2,1,2,1,0,0,1,12.0,12.0,3.3%,NYG,5,2023
7,Las Vegas Raiders,2,3,0,0,0,0,0,1,12.0,12.0,6.5%,LV,5,2023
8,Miami Dolphins,7,0,0,1,0,0,0,1,11.0,11.0,77.9%,MIA,5,2023
9,Chicago Bears,5,1,1,1,0,0,0,1,10.0,10.0,46.1%,CHI,5,2023
10,Green Bay Packers,4,1,0,0,0,0,0,1,9.0,9.0,10.2%,GB,5,2023
11,Buffalo Bills,5,0,2,3,0,0,0,1,9.0,9.0,51.7%,BUF,5,2023
12,Denver Broncos,4,1,1,2,0,0,0,1,8.0,8.0,7.8%,DEN,5,2023
13,Detroit Lions,1,2,1,1,0,0,0,1,7.0,7.0,40.6%,DET,5,2023
14,Baltimore Ravens,3,0,1,0,0,0,0,1,6.0,6.0,97.7%,BAL,5,2023
15,Kansas City Chiefs,3,0,1,1,0,0,0,1,6.0,6.0,79.3%,KC,5,2023
16,Jacksonville Jaguars,0,1,1,1,0,0,0,1,5.0,5.0,19.9%,JAC,5,2023
17,Philadelphia Eagles,4,0,0,1,0,0,0,1,5.0,5.0,43.3%,PHI,5,2023
18,Arizona Cardinals,3,1,0,1,0,0,0,1,4.0,4.0,0.4%,ARI,5,2023
19,Indianapolis Colts,1,1,0,0,0,0,0,1,4.0,4.0,6.9%,IND,5,2023
20,Houston Texans,0,0,2,2,0,0,0,1,4.0,4.0,36.0%,HOU,5,2023
21,Los Angeles Rams,1,1,0,0,0,0,0,1,3.0,3.0,1.4%,LAR,5,2023
22,Minnesota Vikings,2,0,0,0,0,0,0,1,2.0,2.0,33.7%,MIN,5,2023
23,New England Patriots,2,0,0,0,0,0,0,1,1.0,1.0,2.9%,NE,5,2023
24,Atlanta Falcons,0,0,0,0,0,0,0,1,1.0,1.0,11.4%,ATL,5,2023
25,Tennessee Titans,1,0,0,1,0,0,0,1,1.0,1.0,1.1%,TEN,5,2023
26,Cleveland Browns,0,0,0,0,0,0,0,0,0.0,0.0,97.8%,CLE,5,2023
27,Los Angeles Chargers,0,0,0,0,0,0,0,0,0.0,0.0,9.6%,LAC,5,2023
28,Seattle Seahawks,0,0,0,0,0,0,0,0,0.0,0.0,32.1%,SEA,5,2023
29,Tampa Bay Buccaneers,0,0,0,0,0,0,0,0,0.0,0.0,6.5%,TB,5,2023
30,Dallas Cowboys,1,0,1,1,0,0,0,1,-1.0,-1.0,98.7%,DAL,5,2023
31,Washington Commanders,3,0,0,1,0,0,0,1,-1.0,-1.0,1.0%,WAS,5,2023
32,Carolina Panthers,2,0,0,0,0,0,0,1,-2.0,-2.0,1.0%,CAR,5,2023
