Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Las Vegas Raiders,4,1,1,1,2,0,0,1,21.0,21.0,6.5%,LV,16,2023
2,Tampa Bay Buccaneers,4,2,2,2,0,0,0,1,16.0,16.0,6.5%,TB,16,2023
3,Baltimore Ravens,4,5,0,0,0,0,0,1,15.0,15.0,97.7%,BAL,16,2023
4,New England Patriots,5,0,2,3,1,0,0,1,15.0,15.0,2.9%,NE,16,2023
5,Pittsburgh Steelers,3,3,0,1,0,0,0,1,13.0,13.0,91.3%,PIT,16,2023
6,Atlanta Falcons,6,1,0,1,0,0,0,1,12.0,12.0,11.4%,ATL,16,2023
7,Detroit Lions,4,4,0,2,0,0,0,1,12.0,12.0,40.6%,DET,16,2023
8,New York Giants,1,1,1,1,1,0,0,1,10.0,10.0,3.3%,NYG,16,2023
9,New York Jets,1,2,1,0,0,0,0,1,8.0,8.0,94.9%,NYJ,16,2023
10,Los Angeles Chargers,1,1,2,2,0,0,0,1,7.0,7.0,9.6%,LAC,16,2023
11,Houston Texans,1,2,0,0,0,0,1,1,7.0,7.0,36.0%,HOU,16,2023
12,Miami Dolphins,4,0,1,0,0,0,0,1,7.0,7.0,77.9%,MIA,16,2023
13,Cleveland Browns,3,2,0,1,0,0,0,1,7.0,7.0,97.8%,CLE,16,2023
14,Seattle Seahawks,6,0,0,1,0,0,0,1,7.0,7.0,32.1%,SEA,16,2023
15,Kansas City Chiefs,2,0,0,0,0,0,0,1,6.0,6.0,79.3%,KC,16,2023
16,Denver Broncos,2,0,1,1,0,0,0,1,5.0,5.0,7.8%,DEN,16,2023
17,Buffalo Bills,5,0,0,0,0,0,0,1,5.0,5.0,51.7%,BUF,16,2023
18,Los Angeles Rams,2,1,0,0,0,0,0,1,4.0,4.0,1.4%,LAR,16,2023
19,Minnesota Vikings,1,0,1,2,0,0,0,1,4.0,4.0,33.7%,MIN,16,2023
20,Tennessee Titans,3,0,0,1,0,0,0,1,4.0,4.0,1.1%,TEN,16,2023
21,Philadelphia Eagles,1,1,0,0,0,0,0,1,4.0,4.0,43.3%,PHI,16,2023
22,San Francisco 49ers,2,0,0,0,0,1,0,1,3.0,3.0,99.0%,SF,16,2023
23,Arizona Cardinals,1,1,0,0,0,0,0,1,3.0,3.0,0.4%,ARI,16,2023
24,Washington Commanders,0,1,1,0,0,0,0,1,3.0,3.0,1.0%,WAS,16,2023
25,Chicago Bears,2,0,0,0,0,0,0,1,3.0,3.0,46.1%,CHI,16,2023
26,Jacksonville Jaguars,2,0,0,0,0,0,0,1,1.0,1.0,19.9%,JAC,16,2023
27,Green Bay Packers,2,0,0,1,0,0,0,1,1.0,1.0,10.2%,GB,16,2023
28,Dallas Cowboys,1,0,0,0,0,0,0,1,1.0,1.0,98.7%,DAL,16,2023
29,New Orleans Saints,1,0,0,0,0,0,0,1,0.0,0.0,64.3%,NO,16,2023
30,Indianapolis Colts,1,0,0,0,0,0,0,1,0.0,0.0,6.9%,IND,16,2023
31,Cincinnati Bengals,1,0,0,1,0,0,0,1,0.0,0.0,58.3%,CIN,16,2023
32,Carolina Panthers,1,0,0,1,0,0,0,1,0.0,0.0,1.0%,CAR,16,2023
