Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Denver Broncos,3,2,3,2,0,0,0,1,17.0,17.0,7.8%,DEN,8,2023
2,Dallas Cowboys,2,1,0,0,1,1,0,1,15.0,15.0,98.7%,DAL,8,2023
3,Las Vegas Raiders,1,1,2,2,1,0,0,1,13.0,13.0,6.5%,LV,8,2023
4,Detroit Lions,6,1,0,1,0,0,0,1,12.0,12.0,40.6%,DET,8,2023
5,New York Giants,4,0,2,1,0,0,0,1,12.0,12.0,3.3%,NYG,8,2023
6,Jacksonville Jaguars,3,2,0,1,0,0,0,1,11.0,11.0,19.9%,JAC,8,2023
7,Pittsburgh Steelers,3,1,2,2,0,0,0,1,10.0,10.0,91.3%,PIT,8,2023
8,Kansas City Chiefs,6,0,1,2,0,0,0,1,10.0,10.0,79.3%,KC,8,2023
9,Seattle Seahawks,3,2,1,1,0,0,0,1,10.0,10.0,32.1%,SEA,8,2023
10,Minnesota Vikings,4,1,0,2,0,0,0,1,10.0,10.0,33.7%,MIN,8,2023
11,Cincinnati Bengals,2,2,1,1,0,0,0,1,9.0,9.0,58.3%,CIN,8,2023
12,Los Angeles Chargers,1,2,0,0,0,0,0,1,9.0,9.0,9.6%,LAC,8,2023
13,Carolina Panthers,2,0,1,1,0,0,0,1,8.0,8.0,1.0%,CAR,8,2023
14,Tennessee Titans,6,0,1,1,0,0,0,1,8.0,8.0,1.1%,TEN,8,2023
15,New York Jets,4,0,0,0,0,0,0,1,8.0,8.0,94.9%,NYJ,8,2023
16,Houston Texans,6,0,0,0,0,0,0,1,7.0,7.0,36.0%,HOU,8,2023
17,Green Bay Packers,3,0,1,1,0,0,0,1,7.0,7.0,10.2%,GB,8,2023
18,Buffalo Bills,3,0,0,0,0,0,0,1,6.0,6.0,51.7%,BUF,8,2023
19,Baltimore Ravens,2,2,0,1,0,0,0,1,6.0,6.0,97.7%,BAL,8,2023
20,Miami Dolphins,3,1,0,0,0,0,0,1,6.0,6.0,77.9%,MIA,8,2023
21,New England Patriots,2,1,1,0,0,0,0,1,5.0,5.0,2.9%,NE,8,2023
22,Cleveland Browns,1,2,0,1,0,0,0,1,5.0,5.0,97.8%,CLE,8,2023
23,San Francisco 49ers,3,0,1,2,0,0,0,1,4.0,4.0,99.0%,SF,8,2023
24,Tampa Bay Buccaneers,2,1,0,0,0,0,0,1,4.0,4.0,6.5%,TB,8,2023
25,New Orleans Saints,2,1,0,0,0,0,0,1,4.0,4.0,64.3%,NO,8,2023
26,Arizona Cardinals,4,0,0,1,0,0,0,1,3.0,3.0,0.4%,ARI,8,2023
27,Atlanta Falcons,2,0,1,0,0,0,0,1,3.0,3.0,11.4%,ATL,8,2023
28,Philadelphia Eagles,1,1,0,1,0,0,0,1,2.0,2.0,43.3%,PHI,8,2023
29,Washington Commanders,2,0,2,1,0,0,0,1,2.0,2.0,1.0%,WAS,8,2023
30,Los Angeles Rams,3,1,0,0,0,0,0,1,1.0,1.0,1.4%,LAR,8,2023
31,Chicago Bears,0,0,1,1,0,0,0,1,1.0,1.0,46.1%,CHI,8,2023
32,Indianapolis Colts,1,0,1,1,0,0,0,1,-1.0,-1.0,6.9%,IND,8,2023
