Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Seattle Seahawks,11,2,1,2,1,0,0,1,30.0,30.0,32.1%,SEA,4,2023
2,Dallas Cowboys,2,2,1,1,2,0,0,1,27.0,27.0,98.7%,DAL,4,2023
3,Jacksonville Jaguars,4,2,1,1,1,0,0,1,20.0,20.0,19.9%,JAC,4,2023
4,Baltimore Ravens,4,3,0,0,0,0,0,1,17.0,17.0,97.7%,BAL,4,2023
5,Minnesota Vikings,5,0,1,2,1,0,0,1,17.0,17.0,33.7%,MIN,4,2023
6,Los Angeles Chargers,7,1,2,2,0,0,0,1,14.0,14.0,9.6%,LAC,4,2023
7,Tampa Bay Buccaneers,3,1,2,2,0,0,0,1,13.0,13.0,6.5%,TB,4,2023
8,Carolina Panthers,2,2,0,0,1,0,0,1,13.0,13.0,1.0%,CAR,4,2023
9,Denver Broncos,4,1,1,1,1,0,0,1,13.0,13.0,7.8%,DEN,4,2023
10,Tennessee Titans,3,0,1,1,0,0,0,1,12.0,12.0,1.1%,TEN,4,2023
11,Houston Texans,3,1,0,2,0,0,0,1,12.0,12.0,36.0%,HOU,4,2023
12,Detroit Lions,5,2,0,1,0,0,0,1,10.0,10.0,40.6%,DET,4,2023
13,Buffalo Bills,4,1,1,2,0,0,0,1,9.0,9.0,51.7%,BUF,4,2023
14,Washington Commanders,3,0,0,1,0,0,0,1,8.0,8.0,1.0%,WAS,4,2023
15,New York Jets,1,2,0,0,0,1,0,1,7.0,7.0,94.9%,NYJ,4,2023
16,Philadelphia Eagles,5,0,0,1,0,0,0,1,5.0,5.0,43.3%,PHI,4,2023
17,Cincinnati Bengals,3,1,0,1,0,0,0,1,5.0,5.0,58.3%,CIN,4,2023
18,Kansas City Chiefs,2,0,1,1,0,0,0,1,5.0,5.0,79.3%,KC,4,2023
19,Cleveland Browns,3,0,1,0,0,0,0,1,4.0,4.0,97.8%,CLE,4,2023
20,Las Vegas Raiders,2,1,0,0,0,0,0,1,4.0,4.0,6.5%,LV,4,2023
21,Los Angeles Rams,2,0,1,1,0,0,0,1,4.0,4.0,1.4%,LAR,4,2023
22,Indianapolis Colts,2,1,0,1,0,0,0,1,3.0,3.0,6.9%,IND,4,2023
23,Green Bay Packers,2,1,0,0,0,0,0,1,3.0,3.0,10.2%,GB,4,2023
24,Atlanta Falcons,2,0,0,1,0,0,0,1,3.0,3.0,11.4%,ATL,4,2023
25,New England Patriots,3,0,0,2,0,0,0,1,3.0,3.0,2.9%,NE,4,2023
26,New Orleans Saints,1,1,0,0,0,0,0,1,3.0,3.0,64.3%,NO,4,2023
27,New York Giants,2,0,0,0,0,0,0,1,3.0,3.0,3.3%,NYG,4,2023
28,San Francisco 49ers,1,0,0,0,0,0,0,1,2.0,2.0,99.0%,SF,4,2023
29,Chicago Bears,1,0,0,0,0,0,0,1,1.0,1.0,46.1%,CHI,4,2023
30,Pittsburgh Steelers,0,0,0,1,0,0,0,1,-1.0,-1.0,91.3%,PIT,4,2023
31,Miami Dolphins,2,0,0,0,0,0,0,1,-2.0,-2.0,77.9%,MIA,4,2023
32,Arizona Cardinals,1,0,0,0,0,0,0,1,-3.0,-3.0,0.4%,ARI,4,2023
