Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Pittsburgh Steelers,6,1,3,3,2,0,0,1,26.0,26.0,91.3%,PIT,2,2023
2,Tampa Bay Buccaneers,6,2,0,1,1,0,0,1,17.0,17.0,6.5%,TB,2,2023
3,Dallas Cowboys,3,3,1,1,0,0,0,1,15.0,15.0,98.7%,DAL,2,2023
4,Seattle Seahawks,2,1,2,2,1,0,0,1,13.0,13.0,32.1%,SEA,2,2023
5,Washington Commanders,7,1,1,1,0,0,0,1,10.0,10.0,1.0%,WAS,2,2023
6,Buffalo Bills,0,2,1,1,0,0,0,1,10.0,10.0,51.7%,BUF,2,2023
7,Kansas City Chiefs,4,0,1,1,0,0,0,1,10.0,10.0,79.3%,KC,2,2023
8,Indianapolis Colts,6,0,1,1,0,0,0,1,9.0,9.0,6.9%,IND,2,2023
9,Miami Dolphins,4,1,1,1,0,0,0,1,9.0,9.0,77.9%,MIA,2,2023
10,Jacksonville Jaguars,1,1,2,2,0,0,0,1,8.0,8.0,19.9%,JAC,2,2023
11,Carolina Panthers,4,1,0,0,0,0,0,1,7.0,7.0,1.0%,CAR,2,2023
12,Philadelphia Eagles,2,0,3,3,0,0,0,1,7.0,7.0,43.3%,PHI,2,2023
13,Cleveland Browns,2,1,1,1,0,0,0,1,7.0,7.0,97.8%,CLE,2,2023
14,New Orleans Saints,4,0,1,1,0,0,0,1,7.0,7.0,64.3%,NO,2,2023
15,Cincinnati Bengals,0,0,0,0,0,0,1,1,6.0,6.0,58.3%,CIN,2,2023
16,Los Angeles Chargers,5,0,0,0,0,0,0,1,5.0,5.0,9.6%,LAC,2,2023
17,San Francisco 49ers,1,2,0,0,0,0,0,1,5.0,5.0,99.0%,SF,2,2023
18,Minnesota Vikings,4,1,0,0,0,0,0,1,5.0,5.0,33.7%,MIN,2,2023
19,New England Patriots,1,1,0,0,0,0,0,1,5.0,5.0,2.9%,NE,2,2023
20,Arizona Cardinals,3,1,0,0,0,0,0,1,4.0,4.0,0.4%,ARI,2,2023
21,Baltimore Ravens,1,1,0,0,0,0,0,1,3.0,3.0,97.7%,BAL,2,2023
22,Tennessee Titans,3,0,0,0,0,0,0,1,3.0,3.0,1.1%,TEN,2,2023
23,Green Bay Packers,1,1,0,0,0,0,0,1,3.0,3.0,10.2%,GB,2,2023
24,Chicago Bears,0,0,0,1,0,0,0,1,2.0,2.0,46.1%,CHI,2,2023
25,Atlanta Falcons,1,0,0,0,0,0,0,1,1.0,1.0,11.4%,ATL,2,2023
26,Los Angeles Rams,1,0,0,1,0,0,0,1,0.0,0.0,1.4%,LAR,2,2023
27,Denver Broncos,4,0,0,1,0,0,0,1,0.0,0.0,7.8%,DEN,2,2023
28,Detroit Lions,1,0,0,0,0,0,0,1,0.0,0.0,40.6%,DET,2,2023
29,New York Jets,1,0,0,1,0,0,0,1,0.0,0.0,94.9%,NYJ,2,2023
30,Houston Texans,0,0,0,1,0,0,0,1,-1.0,-1.0,36.0%,HOU,2,2023
31,New York Giants,0,0,0,0,0,0,0,1,-1.0,-1.0,3.3%,NYG,2,2023
32,Las Vegas Raiders,2,0,0,0,0,0,0,1,-2.0,-2.0,6.5%,LV,2,2023
