Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Las Vegas Raiders,3,1,4,4,2,0,0,1,25.0,25.0,6.5%,LV,15,2023
2,Miami Dolphins,6,2,2,2,0,0,0,1,24.0,24.0,77.9%,MIA,15,2023
3,Chicago Bears,4,3,0,1,1,0,0,1,17.0,17.0,46.1%,CHI,15,2023
4,New Orleans Saints,7,0,0,0,0,0,0,1,14.0,14.0,64.3%,NO,15,2023
5,Indianapolis Colts,4,2,1,1,0,0,0,1,14.0,14.0,6.9%,IND,15,2023
6,Cleveland Browns,3,2,1,1,0,0,0,1,13.0,13.0,97.8%,CLE,15,2023
7,Tennessee Titans,4,1,0,0,1,0,0,1,13.0,13.0,1.1%,TEN,15,2023
8,Houston Texans,7,1,0,1,0,0,0,1,13.0,13.0,36.0%,HOU,15,2023
9,San Francisco 49ers,3,2,0,3,1,0,0,1,12.0,12.0,99.0%,SF,15,2023
10,Baltimore Ravens,1,0,2,2,0,0,0,1,9.0,9.0,97.7%,BAL,15,2023
11,Buffalo Bills,3,1,0,0,0,0,0,1,9.0,9.0,51.7%,BUF,15,2023
12,Carolina Panthers,0,1,1,1,0,0,0,1,8.0,8.0,1.0%,CAR,15,2023
13,Atlanta Falcons,3,0,0,1,0,0,0,1,7.0,7.0,11.4%,ATL,15,2023
14,Kansas City Chiefs,4,1,0,1,0,0,0,1,7.0,7.0,79.3%,KC,15,2023
15,Minnesota Vikings,5,1,0,1,0,0,0,1,7.0,7.0,33.7%,MIN,15,2023
16,New England Patriots,3,2,0,1,0,0,0,1,7.0,7.0,2.9%,NE,15,2023
17,Cincinnati Bengals,3,2,0,0,0,0,0,1,7.0,7.0,58.3%,CIN,15,2023
18,Los Angeles Rams,1,1,0,0,0,0,0,1,6.0,6.0,1.4%,LAR,15,2023
19,Washington Commanders,3,0,2,2,0,0,0,1,6.0,6.0,1.0%,WAS,15,2023
20,Green Bay Packers,5,0,1,1,0,0,0,1,6.0,6.0,10.2%,GB,15,2023
21,Jacksonville Jaguars,3,1,0,0,0,0,0,1,5.0,5.0,19.9%,JAC,15,2023
22,Seattle Seahawks,0,2,0,0,0,0,0,1,5.0,5.0,32.1%,SEA,15,2023
23,Detroit Lions,2,0,1,1,0,0,0,1,5.0,5.0,40.6%,DET,15,2023
24,Tampa Bay Buccaneers,2,0,1,2,0,0,0,1,5.0,5.0,6.5%,TB,15,2023
25,Pittsburgh Steelers,3,0,0,0,0,0,0,1,4.0,4.0,91.3%,PIT,15,2023
26,Philadelphia Eagles,2,0,0,0,0,0,0,1,3.0,3.0,43.3%,PHI,15,2023
27,New York Jets,3,0,0,0,0,0,0,1,2.0,2.0,94.9%,NYJ,15,2023
28,New York Giants,1,0,0,0,0,0,0,1,1.0,1.0,3.3%,NYG,15,2023
29,Dallas Cowboys,1,0,0,1,0,0,0,1,0.0,0.0,98.7%,DAL,15,2023
30,Denver Broncos,2,0,0,0,0,0,0,1,-2.0,-2.0,7.8%,DEN,15,2023
31,Los Angeles Chargers,1,0,0,0,0,0,0,1,-3.0,-3.0,9.6%,LAC,15,2023
32,Arizona Cardinals,0,0,0,0,0,0,0,1,-4.0,-4.0,0.4%,ARI,15,2023
