Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,San Francisco 49ers,5,2,2,2,0,0,0,1,20.0,20.0,99.0%,SF,10,2023
2,Indianapolis Colts,5,2,0,1,0,0,0,1,16.0,16.0,6.9%,IND,10,2023
3,Cleveland Browns,3,2,0,0,1,0,0,1,15.0,15.0,97.8%,CLE,10,2023
4,Baltimore Ravens,4,1,1,1,1,0,0,1,14.0,14.0,97.7%,BAL,10,2023
5,Tampa Bay Buccaneers,4,1,0,0,0,0,0,1,13.0,13.0,6.5%,TB,10,2023
6,Pittsburgh Steelers,1,2,0,0,0,0,0,1,8.0,8.0,91.3%,PIT,10,2023
7,Las Vegas Raiders,2,1,0,1,0,0,0,1,8.0,8.0,6.5%,LV,10,2023
8,New York Jets,3,1,1,2,0,0,0,1,8.0,8.0,94.9%,NYJ,10,2023
9,Minnesota Vikings,3,2,0,1,0,0,0,1,8.0,8.0,33.7%,MIN,10,2023
10,Houston Texans,4,2,0,1,0,0,0,1,8.0,8.0,36.0%,HOU,10,2023
11,Denver Broncos,0,2,2,2,0,0,0,1,8.0,8.0,7.8%,DEN,10,2023
12,Dallas Cowboys,5,1,0,0,0,0,0,1,8.0,8.0,98.7%,DAL,10,2023
13,Chicago Bears,3,0,0,0,0,0,0,1,7.0,7.0,46.1%,CHI,10,2023
14,Carolina Panthers,0,0,0,0,0,0,1,1,7.0,7.0,1.0%,CAR,10,2023
15,Tennessee Titans,3,1,0,0,0,0,0,1,6.0,6.0,1.1%,TEN,10,2023
16,Cincinnati Bengals,1,1,2,1,0,0,0,1,6.0,6.0,58.3%,CIN,10,2023
17,New England Patriots,0,1,0,0,0,0,0,1,6.0,6.0,2.9%,NE,10,2023
18,Buffalo Bills,4,0,1,1,0,0,0,1,6.0,6.0,51.7%,BUF,10,2023
19,Seattle Seahawks,3,0,1,1,0,0,0,1,5.0,5.0,32.1%,SEA,10,2023
20,Atlanta Falcons,2,1,0,0,0,0,0,1,4.0,4.0,11.4%,ATL,10,2023
21,Arizona Cardinals,3,0,0,0,0,0,0,1,3.0,3.0,0.4%,ARI,10,2023
22,Green Bay Packers,1,0,0,0,0,0,0,1,1.0,1.0,10.2%,GB,10,2023
23,Jacksonville Jaguars,2,0,0,0,0,0,0,1,1.0,1.0,19.9%,JAC,10,2023
24,New Orleans Saints,1,0,0,0,0,0,0,1,1.0,1.0,64.3%,NO,10,2023
25,Los Angeles Rams,0,0,0,0,0,0,0,0,0.0,0.0,1.4%,LAR,10,2023
26,Miami Dolphins,0,0,0,0,0,0,0,0,0.0,0.0,77.9%,MIA,10,2023
27,Philadelphia Eagles,0,0,0,0,0,0,0,0,0.0,0.0,43.3%,PHI,10,2023
28,New York Giants,0,2,0,0,0,0,0,1,0.0,0.0,3.3%,NYG,10,2023
29,Kansas City Chiefs,0,0,0,0,0,0,0,0,0.0,0.0,79.3%,KC,10,2023
30,Washington Commanders,1,0,0,0,0,0,0,1,0.0,0.0,1.0%,WAS,10,2023
31,Detroit Lions,0,1,0,0,0,0,0,1,-2.0,-2.0,40.6%,DET,10,2023
32,Los Angeles Chargers,0,0,0,0,0,0,0,1,-4.0,-4.0,9.6%,LAC,10,2023
