Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Buffalo Bills,9,4,1,1,1,0,0,1,32.0,32.0,51.7%,BUF,3,2023
2,Detroit Lions,7,0,1,1,0,0,0,1,16.0,16.0,40.6%,DET,3,2023
3,Houston Texans,0,1,1,1,0,0,1,1,13.0,13.0,36.0%,HOU,3,2023
4,Philadelphia Eagles,2,1,1,2,0,1,0,1,12.0,12.0,43.3%,PHI,3,2023
5,Cleveland Browns,5,0,0,1,0,0,0,1,12.0,12.0,97.8%,CLE,3,2023
6,Kansas City Chiefs,3,1,1,1,0,0,0,1,11.0,11.0,79.3%,KC,3,2023
7,Pittsburgh Steelers,4,3,0,0,0,0,0,1,11.0,11.0,91.3%,PIT,3,2023
8,Cincinnati Bengals,6,2,0,0,0,0,0,1,11.0,11.0,58.3%,CIN,3,2023
9,New Orleans Saints,1,1,0,0,0,0,1,1,10.0,10.0,64.3%,NO,3,2023
10,Indianapolis Colts,4,0,2,3,0,0,0,1,9.0,9.0,6.9%,IND,3,2023
11,New England Patriots,3,0,0,1,0,1,0,1,9.0,9.0,2.9%,NE,3,2023
12,Miami Dolphins,1,1,2,2,0,0,0,1,8.0,8.0,77.9%,MIA,3,2023
13,Los Angeles Chargers,4,1,1,1,0,0,0,1,8.0,8.0,9.6%,LAC,3,2023
14,San Francisco 49ers,2,1,0,0,0,0,0,1,8.0,8.0,99.0%,SF,3,2023
15,Baltimore Ravens,5,0,0,1,0,1,0,1,7.0,7.0,97.7%,BAL,3,2023
16,Los Angeles Rams,2,1,0,0,0,0,0,1,5.0,5.0,1.4%,LAR,3,2023
17,Tampa Bay Buccaneers,1,2,0,0,0,0,0,1,5.0,5.0,6.5%,TB,3,2023
18,Tennessee Titans,3,0,1,2,0,0,0,1,5.0,5.0,1.1%,TEN,3,2023
19,Arizona Cardinals,2,1,0,0,0,0,0,1,5.0,5.0,0.4%,ARI,3,2023
20,Green Bay Packers,4,0,0,0,0,0,0,1,5.0,5.0,10.2%,GB,3,2023
21,Atlanta Falcons,0,1,0,0,0,0,0,1,3.0,3.0,11.4%,ATL,3,2023
22,Seattle Seahawks,3,0,0,0,0,0,0,1,3.0,3.0,32.1%,SEA,3,2023
23,Minnesota Vikings,1,0,1,4,0,0,0,1,2.0,2.0,33.7%,MIN,3,2023
24,Denver Broncos,0,0,0,0,0,0,1,1,2.0,2.0,7.8%,DEN,3,2023
25,New York Giants,2,0,0,0,0,0,0,1,1.0,1.0,3.3%,NYG,3,2023
26,New York Jets,0,0,0,0,0,0,0,1,1.0,1.0,94.9%,NYJ,3,2023
27,Las Vegas Raiders,1,0,0,0,0,0,0,1,1.0,1.0,6.5%,LV,3,2023
28,Dallas Cowboys,2,0,0,0,0,0,0,1,1.0,1.0,98.7%,DAL,3,2023
29,Washington Commanders,0,1,0,0,0,0,0,1,1.0,1.0,1.0%,WAS,3,2023
30,Chicago Bears,0,2,0,0,0,0,0,1,0.0,0.0,46.1%,CHI,3,2023
31,Carolina Panthers,2,1,0,0,0,0,0,1,0.0,0.0,1.0%,CAR,3,2023
32,Jacksonville Jaguars,0,0,0,0,0,0,0,1,-4.0,-4.0,19.9%,JAC,3,2023
