Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Anthony Firkser,8,9,113,14.1,45,2,1,0,0,0,0,1,25.3,25.3,0.0%,NYJ,6,2020
2,George Kittle,7,10,109,15.6,44,1,1,0,0,0,0,1,23.9,23.9,99.1%,SF,6,2020
3,Trey Burton,4,5,58,14.5,20,1,1,1,1,1,0,1,21.9,21.9,0.0%,FA,6,2020
4,Travis Kelce,5,7,65,13.0,20,1,2,0,0,0,1,1,21.5,21.5,100.0%,KC,6,2020
5,Darren Fells,6,7,85,14.2,35,1,1,0,0,0,0,1,20.5,20.5,0.0%,FA,6,2020
6,Rob Gronkowski,5,8,78,15.6,31,1,1,0,0,0,0,1,18.8,18.8,1.5%,FA,6,2020
7,Hayden Hurst,4,4,57,14.3,35,1,1,0,0,0,0,1,15.7,15.7,2.2%,LAC,6,2020
8,Adam Shaheen,3,3,51,17.0,43,1,1,0,0,0,0,1,14.1,14.1,0.0%,FA,6,2020
9,Logan Thomas,3,4,42,14.0,29,1,1,0,0,0,0,1,13.2,13.2,0.1%,FA,6,2020
10,Nick Boyle,3,3,33,11.0,17,0,1,0,0,0,0,1,12.3,12.3,0.0%,FA,6,2020
11,Irv Smith Jr.,4,5,55,13.8,36,1,0,0,0,0,0,1,11.5,11.5,0.1%,FA,6,2020
12,Austin Hooper,5,6,52,10.4,36,1,0,0,0,0,0,1,10.2,10.2,0.2%,NE,6,2020
13,Cole Kmet,2,2,20,10.0,11,0,1,0,0,0,0,1,10.0,10.0,56.2%,CHI,6,2020
14,Jack Doyle,3,3,29,9.7,17,0,1,0,0,0,1,1,9.9,9.9,2.0%,FA,6,2020
15,T.J. Hockenson,2,5,17,8.5,16,0,1,0,0,0,0,1,9.7,9.7,76.0%,MIN,6,2020
16,Tyler Higbee,3,4,56,18.7,31,1,0,0,0,0,0,1,8.6,8.6,1.3%,LAR,6,2020
17,Jimmy Graham,5,8,34,6.8,10,0,0,0,0,0,0,1,8.4,8.4,0.0%,FA,6,2020
18,Kyle Rudolph,3,4,47,15.7,19,0,0,0,0,0,0,1,7.7,7.7,0.0%,FA,6,2020
19,Dalton Schultz,4,5,35,8.8,13,0,0,0,0,0,0,1,7.5,7.5,79.8%,HOU,6,2020
20,Durham Smythe,1,2,4,4.0,4,0,1,0,0,0,0,1,7.4,7.4,0.1%,MIA,6,2020
21,Jason Croom,1,1,3,3.0,3,0,1,0,0,0,0,1,7.3,7.3,0.0%,FA,6,2020
22,Zach Ertz,4,10,33,8.3,11,0,0,0,0,0,0,1,7.3,7.3,3.1%,WAS,6,2020
23,Albert Okwuegbunam Jr.,2,6,45,22.5,27,1,0,0,0,0,0,1,6.5,6.5,0.1%,PHI,6,2020
24,Richard Rodgers,3,3,31,10.3,16,0,0,0,0,0,0,1,6.1,6.1,0.0%,FA,6,2020
25,Gerald Everett,3,4,27,9.0,17,0,0,0,0,0,0,1,5.7,5.7,0.8%,CHI,6,2020
26,Robert Tonyan,3,4,25,8.3,11,0,0,0,0,0,0,1,5.5,5.5,0.0%,MIN,6,2020
27,Evan Engram,2,3,30,15.0,21,1,0,0,0,0,0,1,5.0,5.0,97.1%,JAC,6,2020
28,Ryan Izzo,3,3,38,12.7,16,0,0,0,0,0,1,1,4.8,4.8,0.0%,FA,6,2020
29,Pharaoh Brown,2,2,28,14.0,22,1,0,0,0,0,0,1,4.8,4.8,0.0%,SEA,6,2020
30,Kaden Smith,3,3,15,5.0,9,0,0,0,0,0,0,1,4.5,4.5,0.0%,FA,6,2020
31,Mark Andrews,2,4,21,10.5,11,0,0,0,0,0,0,1,4.1,4.1,99.8%,BAL,6,2020
32,Ryan Griffin,2,3,17,8.5,9,0,0,0,0,0,0,1,3.7,3.7,0.0%,FA,6,2020
33,Geoff Swaim,2,3,10,5.0,8,0,0,0,0,0,0,1,3.0,3.0,0.0%,FA,6,2020
34,Eric Ebron,2,4,9,4.5,7,0,0,0,0,0,0,1,2.9,2.9,0.0%,FA,6,2020
35,Jonnu Smith,1,2,13,13.0,13,0,0,0,0,0,0,1,2.3,2.3,5.5%,MIA,6,2020
36,Harrison Bryant,1,2,11,11.0,11,0,0,0,0,0,0,1,2.1,2.1,0.0%,LV,6,2020
37,Ian Thomas,1,1,9,9.0,9,0,0,0,0,0,0,1,1.9,1.9,0.0%,CAR,6,2020
38,David Njoku,1,3,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,93.2%,CLE,6,2020
39,Nick Vannett,1,1,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,0.0%,TEN,6,2020
40,Tyler Kroft,1,2,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,0.0%,FA,6,2020
41,Chris Manhertz,1,2,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,0.0%,NYG,6,2020
42,Cameron Brate,1,1,3,3.0,3,0,0,0,0,0,0,1,1.3,1.3,2.0%,FA,6,2020
43,Jesse James,1,2,3,3.0,3,0,0,0,0,0,0,1,1.3,1.3,0.0%,FA,6,2020
44,Nick Keizer,1,1,2,2.0,2,0,0,0,0,0,0,1,1.2,1.2,0.0%,FA,6,2020
45,Darrell Daniels,1,1,1,1.0,1,0,0,0,0,0,0,1,1.1,1.1,0.0%,FA,6,2020
46,Devin Asiasi,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2020
47,Antonio Gandy-Golden,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2020
48,Daniel Helm,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2020
49,Drew Sample,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,CIN,6,2020
50,Trevon Wesco,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2020
51,Isaac Nauta,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2020
52,Jace Sternberger,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2020
53,Stephen Carlson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,CHI,6,2020
