Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Mark Andrews,7,9,61,8.7,13,0,0,0,0,0,0,1,13.1,13.1,99.8%,BAL,10,2020
2,Rob Gronkowski,2,3,51,25.5,44,1,1,0,0,0,0,1,13.1,13.1,1.5%,FA,10,2020
3,Hunter Henry,4,6,30,7.5,17,0,1,0,0,0,0,1,13.0,13.0,19.0%,NE,10,2020
4,Cameron Brate,3,3,31,10.3,19,0,1,0,0,0,0,1,12.1,12.1,2.0%,FA,10,2020
5,Jordan Reed,5,6,62,12.4,26,1,0,0,0,0,0,1,11.2,11.2,19.0%,FA,10,2020
6,Logan Thomas,4,5,66,16.5,27,1,0,0,0,0,0,1,10.6,10.6,0.1%,FA,10,2020
7,Pharaoh Brown,2,2,21,10.5,16,0,1,0,0,0,0,1,10.1,10.1,0.0%,SEA,10,2020
8,Richard Rodgers,4,5,60,15.0,22,1,0,0,0,0,0,1,10.0,10.0,0.0%,FA,10,2020
9,Jonnu Smith,2,6,14,7.0,8,0,0,1,1,1,0,1,9.5,9.5,5.5%,MIA,10,2020
10,Tyler Higbee,3,6,60,20.0,39,1,0,0,0,0,0,1,9.0,9.0,1.3%,LAR,10,2020
11,Durham Smythe,2,2,9,4.5,7,0,1,0,0,0,0,1,8.9,8.9,0.1%,MIA,10,2020
12,Kyle Rudolph,4,5,63,15.8,22,2,0,0,0,0,1,1,8.3,8.3,0.0%,FA,10,2020
13,Colin Thompson,1,1,7,7.0,7,0,1,0,0,0,0,1,7.7,7.7,0.0%,FA,10,2020
14,Dan Arnold,4,4,34,8.5,11,0,0,0,0,0,0,1,7.4,7.4,0.0%,FA,10,2020
15,Dallas Goedert,4,6,33,8.3,12,0,0,0,0,0,0,1,7.3,7.3,86.6%,PHI,10,2020
16,Darren Waller,3,5,37,12.3,24,1,0,0,0,0,0,1,6.7,6.7,2.9%,FA,10,2020
17,Robert Tonyan,3,4,33,11.0,23,1,0,0,0,0,0,1,6.3,6.3,0.0%,MIN,10,2020
18,Mike Gesicki,2,5,40,20.0,23,1,0,0,0,0,0,1,6.0,6.0,3.0%,CIN,10,2020
19,Eric Ebron,2,6,38,19.0,24,1,0,0,0,0,0,1,5.8,5.8,0.0%,FA,10,2020
20,Trey Burton,3,3,24,8.0,14,0,0,0,0,0,0,1,5.4,5.4,0.0%,FA,10,2020
21,Greg Olsen,2,4,33,16.5,22,1,0,0,0,0,0,1,5.3,5.3,7.0%,FA,10,2020
22,Mo Alie-Cox,3,4,19,6.3,11,0,0,0,0,0,0,1,4.9,4.9,0.1%,IND,10,2020
23,Noah Fant,3,7,18,6.0,9,0,0,0,0,0,0,1,4.8,4.8,19.4%,SEA,10,2020
24,Gerald Everett,2,3,27,13.5,16,0,0,0,0,0,0,1,4.7,4.7,0.8%,CHI,10,2020
25,Dawson Knox,2,4,16,8.0,10,0,0,0,0,0,0,1,3.6,3.6,3.6%,BUF,10,2020
26,Evan Engram,2,3,15,7.5,11,0,0,0,0,0,0,1,3.5,3.5,97.1%,JAC,10,2020
27,Tyler Eifert,2,4,15,7.5,8,0,0,0,0,0,0,1,3.5,3.5,0.0%,FA,10,2020
28,T.J. Hockenson,2,4,13,6.5,8,0,0,0,0,0,0,1,3.3,3.3,76.0%,MIN,10,2020
29,Troy Fumagalli,2,3,12,6.0,8,0,0,0,0,0,0,1,3.2,3.2,0.0%,FA,10,2020
30,Kaden Smith,2,2,12,6.0,11,0,0,0,0,0,0,1,3.2,3.2,0.0%,FA,10,2020
31,Ross Dwelley,1,2,22,22.0,22,1,0,0,0,0,0,1,3.2,3.2,0.0%,ATL,10,2020
32,Tyler Conklin,2,2,11,5.5,9,0,0,0,0,0,0,1,3.1,3.1,29.0%,NYJ,10,2020
33,Ryan Izzo,1,1,20,20.0,20,1,0,0,0,0,0,1,3.0,3.0,0.0%,FA,10,2020
34,Adam Shaheen,1,1,19,19.0,19,0,0,0,0,0,0,1,2.9,2.9,0.0%,FA,10,2020
35,Jesse James,2,3,9,4.5,5,0,0,0,0,0,0,1,2.9,2.9,0.0%,FA,10,2020
36,Will Dissly,1,2,16,16.0,16,0,0,0,0,0,0,1,2.6,2.6,0.6%,LAC,10,2020
37,Darren Fells,1,1,15,15.0,15,0,0,0,0,0,0,1,2.5,2.5,0.0%,FA,10,2020
38,Donald Parham Jr.,1,1,13,13.0,13,0,0,0,0,0,0,1,2.3,2.3,0.0%,DEN,10,2020
39,Austin Hooper,1,2,11,11.0,11,0,0,0,0,0,0,1,2.1,2.1,0.2%,NE,10,2020
40,Drew Sample,1,2,9,9.0,9,0,0,0,0,0,0,1,1.9,1.9,0.1%,CIN,10,2020
41,Ian Thomas,1,1,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,0.0%,CAR,10,2020
42,Cole Kmet,1,3,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,56.2%,CHI,10,2020
43,Jacob Hollister,1,1,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,0.0%,FA,10,2020
44,Jordan Akins,1,1,5,5.0,5,0,0,0,0,0,0,1,1.5,1.5,0.1%,CLE,10,2020
45,Anthony Firkser,1,3,5,5.0,5,0,0,0,0,0,0,1,1.5,1.5,0.0%,NYJ,10,2020
46,Nick Boyle,1,1,4,4.0,4,0,0,0,0,0,0,1,1.4,1.4,0.0%,FA,10,2020
47,Chris Myarick,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,10,2020
48,Harrison Bryant,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,LV,10,2020
49,Adam Trautman,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,DEN,10,2020
50,Caleb Wilson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,10,2020
51,Daniel Helm,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,10,2020
52,Foster Moreau,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,NO,10,2020
53,Brandon Dillon,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,10,2020
54,Isaac Nauta,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,10,2020
55,Jace Sternberger,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,10,2020
56,Stephen Carlson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,CHI,10,2020
