Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Darren Waller,9,10,117,13.0,28,2,1,0,0,0,1,1,26.7,26.7,2.9%,FA,17,2020
2,Chris Herndon IV,7,9,63,9.0,21,1,1,0,0,0,0,1,19.3,19.3,0.0%,FA,17,2020
3,Pharaoh Brown,5,5,48,9.6,14,0,1,0,0,0,0,1,15.8,15.8,0.0%,SEA,17,2020
4,Jared Cook,4,5,43,10.8,18,0,1,0,0,0,0,1,14.3,14.3,0.0%,FA,17,2020
5,Dalton Schultz,7,10,70,10.0,16,0,0,0,0,0,0,1,14.0,14.0,79.8%,HOU,17,2020
6,George Kittle,7,9,68,9.7,41,1,0,0,0,0,0,1,13.8,13.8,99.1%,SF,17,2020
7,Austin Hooper,4,5,37,9.3,13,0,1,0,0,0,0,1,13.7,13.7,0.2%,NE,17,2020
8,Hayden Hurst,4,6,28,7.0,14,0,1,0,0,0,0,1,12.8,12.8,2.2%,LAC,17,2020
9,Donald Parham Jr.,3,4,37,12.3,22,1,1,0,0,0,0,1,12.7,12.7,0.0%,DEN,17,2020
10,Logan Thomas,3,6,37,12.3,18,0,1,0,0,0,0,1,12.7,12.7,0.1%,FA,17,2020
11,Devin Asiasi,2,3,39,19.5,26,1,1,0,0,0,0,1,11.9,11.9,0.0%,FA,17,2020
12,Robert Tonyan,2,2,18,9.0,15,0,1,0,0,0,0,1,9.8,9.8,0.0%,MIN,17,2020
13,Mike Gesicki,5,10,47,9.4,23,1,0,0,0,0,0,1,9.7,9.7,3.0%,CIN,17,2020
14,Troy Fumagalli,2,3,15,7.5,14,0,1,0,0,0,0,1,9.5,9.5,0.0%,FA,17,2020
15,Cole Kmet,7,8,41,5.9,11,0,0,0,0,0,1,1,9.1,9.1,56.2%,CHI,17,2020
16,Noah Fant,4,6,48,12.0,20,1,0,0,0,0,0,1,8.8,8.8,19.4%,SEA,17,2020
17,Vance McDonald,5,6,33,6.6,14,0,0,0,0,0,0,1,8.3,8.3,0.0%,FA,17,2020
18,Dominique Dafney,1,1,13,13.0,13,0,1,0,0,0,0,1,8.3,8.3,0.0%,FA,17,2020
19,Stephen Anderson,3,3,52,17.3,18,0,0,0,0,0,0,1,8.2,8.2,0.0%,FA,17,2020
20,Dan Arnold,3,3,46,15.3,25,1,0,0,0,0,0,1,7.6,7.6,0.0%,FA,17,2020
21,Tyler Higbee,3,4,41,13.7,26,1,0,0,0,0,0,1,7.1,7.1,1.3%,LAR,17,2020
22,Tyler Conklin,3,6,40,13.3,19,0,0,0,0,0,0,1,7.0,7.0,29.0%,NYJ,17,2020
23,Mark Andrews,4,7,27,6.8,9,0,0,0,0,0,0,1,6.7,6.7,99.8%,BAL,17,2020
24,T.J. Hockenson,3,3,25,8.3,15,0,0,0,0,0,0,1,5.5,5.5,76.0%,MIN,17,2020
25,Durham Smythe,3,3,23,7.7,11,0,0,0,0,0,0,1,5.3,5.3,0.1%,MIA,17,2020
26,Irv Smith Jr.,2,3,30,15.0,25,1,0,0,0,0,0,1,5.0,5.0,0.1%,FA,17,2020
27,Rob Gronkowski,2,4,29,14.5,18,0,0,0,0,0,0,1,4.9,4.9,1.5%,FA,17,2020
28,Dawson Knox,2,8,29,14.5,19,0,0,0,0,0,0,1,4.9,4.9,3.6%,BUF,17,2020
29,Jack Doyle,3,3,17,5.7,8,0,0,0,0,0,0,1,4.7,4.7,2.0%,FA,17,2020
30,Zach Ertz,3,6,16,5.3,7,0,0,0,0,0,0,1,4.6,4.6,3.1%,WAS,17,2020
31,Gerald Everett,2,7,25,12.5,13,0,0,0,0,0,0,1,4.5,4.5,0.8%,CHI,17,2020
32,Ross Dwelley,2,2,21,10.5,13,0,0,0,0,0,0,1,4.1,4.1,0.0%,ATL,17,2020
33,Anthony Firkser,2,2,18,9.0,12,0,0,0,0,0,0,1,3.8,3.8,0.0%,NYJ,17,2020
34,Evan Engram,2,4,17,8.5,14,0,0,0,0,0,0,1,3.7,3.7,97.1%,JAC,17,2020
35,Drew Sample,2,3,15,7.5,8,0,0,0,0,0,0,1,3.5,3.5,0.1%,CIN,17,2020
36,David Njoku,2,5,13,6.5,14,0,0,0,0,0,0,1,3.3,3.3,93.2%,CLE,17,2020
37,Adam Shaheen,1,3,22,22.0,22,1,0,0,0,0,0,1,3.2,3.2,0.0%,FA,17,2020
38,Cethan Carter,1,2,21,21.0,21,1,0,0,0,0,0,1,3.1,3.1,0.0%,FA,17,2020
39,Will Dissly,1,2,20,20.0,20,1,0,0,0,0,0,1,3.0,3.0,0.6%,LAC,17,2020
40,Daniel Brown,1,1,18,18.0,18,0,0,0,0,0,0,1,2.8,2.8,0.0%,FA,17,2020
